Iterations,Accuracy (%),niid,Aggregator,seed,f
1170,65.09415064102564,0.3,GM,2,6
1200,65.73517628205128,0.3,GM,2,6
1230,65.60496794871794,0.3,GM,2,6
1260,65.86538461538461,0.3,GM,2,6
1290,65.90544871794872,0.3,GM,2,6
1320,66.00560897435898,0.3,GM,2,6
1350,66.015625,0.3,GM,2,6
1380,66.57652243589743,0.3,GM,2,6
1410,67.01722756410257,0.3,GM,2,6
1440,67.20753205128206,0.3,GM,2,6
1470,66.20592948717949,0.3,GM,2,6
1500,66.66666666666667,0.3,GM,2,6
1530,65.9354967948718,0.3,GM,2,6
1560,67.73838141025641,0.3,GM,2,6
1590,66.86698717948718,0.3,GM,2,6
1620,67.62820512820512,0.3,GM,2,6
1650,66.60657051282051,0.3,GM,2,6
1680,68.37940705128206,0.3,GM,2,6
1710,68.25921474358974,0.3,GM,2,6
1740,67.71834935897436,0.3,GM,2,6
1770,68.07892628205128,0.3,GM,2,6
1800,67.90865384615384,0.3,GM,2,6
1830,68.25921474358974,0.3,GM,2,6
1860,69.70152243589743,0.3,GM,2,6
1890,67.38782051282051,0.3,GM,2,6
1920,68.61979166666667,0.3,GM,2,6
1950,68.15905448717949,0.3,GM,2,6
1980,69.31089743589743,0.3,GM,2,6
2010,68.99038461538461,0.3,GM,2,6
2040,69.60136217948718,0.3,GM,2,6
2070,69.54126602564102,0.3,GM,2,6
2100,69.56129807692308,0.3,GM,2,6
2130,68.76001602564102,0.3,GM,2,6
2160,68.21915064102564,0.3,GM,2,6
2190,69.69150641025641,0.3,GM,2,6
2220,69.52123397435898,0.3,GM,2,6
2250,68.88020833333333,0.3,GM,2,6
2280,70.75320512820512,0.3,GM,2,6
2310,71.25400641025641,0.3,GM,2,6
2340,71.3641826923077,0.3,GM,2,6
2370,71.3641826923077,0.3,GM,2,6
2400,71.51442307692308,0.3,GM,2,6
2430,71.66466346153847,0.3,GM,2,6
2460,71.64463141025641,0.3,GM,2,6
2490,71.74479166666667,0.3,GM,2,6
2520,71.66466346153847,0.3,GM,2,6
2550,71.25400641025641,0.3,GM,2,6
2580,71.80488782051282,0.3,GM,2,6
2610,71.70472756410257,0.3,GM,2,6
2640,71.69471153846153,0.3,GM,2,6
2670,71.42427884615384,0.3,GM,2,6
2700,71.4042467948718,0.3,GM,2,6
2730,71.72475961538461,0.3,GM,2,6
2760,71.9551282051282,0.3,GM,2,6
2790,71.38421474358974,0.3,GM,2,6
2820,71.51442307692308,0.3,GM,2,6
2850,71.73477564102564,0.3,GM,2,6
2880,71.49439102564102,0.3,GM,2,6
2910,71.38421474358974,0.3,GM,2,6
2940,71.82491987179488,0.3,GM,2,6
2970,71.32411858974359,0.3,GM,2,6
3000,71.54447115384616,0.3,GM,2,6
30,18.108974358974358,0.5,GM,2,6
60,23.407451923076923,0.5,GM,2,6
90,24.098557692307693,0.5,GM,2,6
120,29.31690705128205,0.5,GM,2,6
150,30.899439102564102,0.5,GM,2,6
180,34.55528846153846,0.5,GM,2,6
210,36.52844551282051,0.5,GM,2,6
240,39.42307692307692,0.5,GM,2,6
270,37.44991987179487,0.5,GM,2,6
300,43.489583333333336,0.5,GM,2,6
330,43.619791666666664,0.5,GM,2,6
360,42.477964743589745,0.5,GM,2,6
390,45.15224358974359,0.5,GM,2,6
420,45.602964743589745,0.5,GM,2,6
450,46.36418269230769,0.5,GM,2,6
480,48.37740384615385,0.5,GM,2,6
510,49.118589743589745,0.5,GM,2,6
540,49.63942307692308,0.5,GM,2,6
570,48.046875,0.5,GM,2,6
600,51.31209935897436,0.5,GM,2,6
630,50.310496794871796,0.5,GM,2,6
660,49.55929487179487,0.5,GM,2,6
690,51.44230769230769,0.5,GM,2,6
720,52.75440705128205,0.5,GM,2,6
750,53.67588141025641,0.5,GM,2,6
780,54.006410256410255,0.5,GM,2,6
810,54.08653846153846,0.5,GM,2,6
840,55.23838141025641,0.5,GM,2,6
870,53.796073717948715,0.5,GM,2,6
900,51.50240384615385,0.5,GM,2,6
930,55.19831730769231,0.5,GM,2,6
960,56.01963141025641,0.5,GM,2,6
990,55.779246794871796,0.5,GM,2,6
1020,55.578926282051285,0.5,GM,2,6
1050,54.07652243589744,0.5,GM,2,6
1080,55.22836538461539,0.5,GM,2,6
1110,57.3818108974359,0.5,GM,2,6
1140,55.61899038461539,0.5,GM,2,6
1170,53.73597756410256,0.5,GM,2,6
1200,56.89102564102564,0.5,GM,2,6
1230,56.540464743589745,0.5,GM,2,6
1260,57.40184294871795,0.5,GM,2,6
1290,56.04967948717949,0.5,GM,2,6
1320,57.702323717948715,0.5,GM,2,6
1350,56.86097756410256,0.5,GM,2,6
1380,55.078125,0.5,GM,2,6
1410,57.3818108974359,0.5,GM,2,6
1440,56.139823717948715,0.5,GM,2,6
1470,54.45713141025641,0.5,GM,2,6
1500,55.82932692307692,0.5,GM,2,6
1530,57.03125,0.5,GM,2,6
1560,58.11298076923077,0.5,GM,2,6
1590,57.37179487179487,0.5,GM,2,6
1620,55.73918269230769,0.5,GM,2,6
1650,56.380208333333336,0.5,GM,2,6
1680,57.56209935897436,0.5,GM,2,6
1710,55.14823717948718,0.5,GM,2,6
1740,57.22155448717949,0.5,GM,2,6
1770,57.43189102564103,0.5,GM,2,6
1800,57.421875,0.5,GM,2,6
1830,57.95272435897436,0.5,GM,2,6
1860,56.87099358974359,0.5,GM,2,6
1890,58.21314102564103,0.5,GM,2,6
1920,57.02123397435897,0.5,GM,2,6
1950,57.02123397435897,0.5,GM,2,6
1980,57.99278846153846,0.5,GM,2,6
2010,53.69591346153846,0.5,GM,2,6
2040,57.05128205128205,0.5,GM,2,6
2070,57.66225961538461,0.5,GM,2,6
2100,57.08133012820513,0.5,GM,2,6
2130,57.54206730769231,0.5,GM,2,6
2160,57.67227564102564,0.5,GM,2,6
2190,57.06129807692308,0.5,GM,2,6
2220,55.5088141025641,0.5,GM,2,6
2250,55.78926282051282,0.5,GM,2,6
2280,59.49519230769231,0.5,GM,2,6
2310,59.765625,0.5,GM,2,6
2340,60.15625,0.5,GM,2,6
2370,59.765625,0.5,GM,2,6
2400,59.55528846153846,0.5,GM,2,6
2430,59.70552884615385,0.5,GM,2,6
2460,59.765625,0.5,GM,2,6
2490,59.70552884615385,0.5,GM,2,6
2520,59.49519230769231,0.5,GM,2,6
2550,59.97596153846154,0.5,GM,2,6
2580,58.984375,0.5,GM,2,6
2610,59.99599358974359,0.5,GM,2,6
2640,60.36658653846154,0.5,GM,2,6
2670,59.0244391025641,0.5,GM,2,6
2700,60.24639423076923,0.5,GM,2,6
2730,59.23477564102564,0.5,GM,2,6
2760,59.90584935897436,0.5,GM,2,6
2790,59.084535256410255,0.5,GM,2,6
2820,59.82572115384615,0.5,GM,2,6
2850,59.04447115384615,0.5,GM,2,6
2880,59.51522435897436,0.5,GM,2,6
2910,59.35496794871795,0.5,GM,2,6
2940,59.31490384615385,0.5,GM,2,6
2970,59.485176282051285,0.5,GM,2,6
3000,59.04447115384615,0.5,GM,2,6
30,11.197916666666666,0.7,GM,2,6
60,16.416266025641026,0.7,GM,2,6
90,15.995592948717949,0.7,GM,2,6
120,20.33253205128205,0.7,GM,2,6
150,19.881810897435898,0.7,GM,2,6
180,25.350560897435898,0.7,GM,2,6
210,25.811298076923077,0.7,GM,2,6
240,27.55408653846154,0.7,GM,2,6
270,29.677483974358974,0.7,GM,2,6
300,30.809294871794872,0.7,GM,2,6
330,34.94591346153846,0.7,GM,2,6
360,37.17948717948718,0.7,GM,2,6
390,36.3681891025641,0.7,GM,2,6
420,38.62179487179487,0.7,GM,2,6
450,37.30969551282051,0.7,GM,2,6
480,39.372996794871796,0.7,GM,2,6
510,39.51322115384615,0.7,GM,2,6
540,42.317708333333336,0.7,GM,2,6
570,39.0625,0.7,GM,2,6
600,40.63501602564103,0.7,GM,2,6
630,39.4130608974359,0.7,GM,2,6
660,43.249198717948715,0.7,GM,2,6
690,39.24278846153846,0.7,GM,2,6
720,40.755208333333336,0.7,GM,2,6
750,42.55809294871795,0.7,GM,2,6
780,39.48317307692308,0.7,GM,2,6
810,39.61338141025641,0.7,GM,2,6
840,41.94711538461539,0.7,GM,2,6
870,39.61338141025641,0.7,GM,2,6
900,39.4130608974359,0.7,GM,2,6
930,42.94871794871795,0.7,GM,2,6
960,42.19751602564103,0.7,GM,2,6
990,42.50801282051282,0.7,GM,2,6
1020,39.03245192307692,0.7,GM,2,6
1050,37.31971153846154,0.7,GM,2,6
1080,40.885416666666664,0.7,GM,2,6
1110,40.53485576923077,0.7,GM,2,6
1140,40.625,0.7,GM,2,6
1170,44.8818108974359,0.7,GM,2,6
1200,44.72155448717949,0.7,GM,2,6
1230,40.705128205128204,0.7,GM,2,6
1260,39.72355769230769,0.7,GM,2,6
1290,43.649839743589745,0.7,GM,2,6
1320,42.317708333333336,0.7,GM,2,6
1350,42.267628205128204,0.7,GM,2,6
1380,39.89383012820513,0.7,GM,2,6
1410,39.11258012820513,0.7,GM,2,6
1440,38.70192307692308,0.7,GM,2,6
1470,42.2275641025641,0.7,GM,2,6
1500,40.55488782051282,0.7,GM,2,6
1530,39.91386217948718,0.7,GM,2,6
1560,40.77524038461539,0.7,GM,2,6
1590,41.41626602564103,0.7,GM,2,6
1620,42.84855769230769,0.7,GM,2,6
1650,38.35136217948718,0.7,GM,2,6
1680,41.145833333333336,0.7,GM,2,6
1710,37.96073717948718,0.7,GM,2,6
1740,33.513621794871796,0.7,GM,2,6
1770,42.858573717948715,0.7,GM,2,6
1800,39.48317307692308,0.7,GM,2,6
1830,39.533253205128204,0.7,GM,2,6
1860,40.22435897435897,0.7,GM,2,6
1890,41.39623397435897,0.7,GM,2,6
1920,38.43149038461539,0.7,GM,2,6
1950,41.115785256410255,0.7,GM,2,6
1980,38.53165064102564,0.7,GM,2,6
2010,42.02724358974359,0.7,GM,2,6
2040,40.9755608974359,0.7,GM,2,6
2070,36.95913461538461,0.7,GM,2,6
2100,37.15945512820513,0.7,GM,2,6
2130,42.688301282051285,0.7,GM,2,6
2160,38.70192307692308,0.7,GM,2,6
2190,42.76842948717949,0.7,GM,2,6
2220,37.77043269230769,0.7,GM,2,6
2250,37.209535256410255,0.7,GM,2,6
2280,42.71834935897436,0.7,GM,2,6
2310,43.489583333333336,0.7,GM,2,6
2340,43.44951923076923,0.7,GM,2,6
2370,43.96033653846154,0.7,GM,2,6
2400,44.05048076923077,0.7,GM,2,6
2430,43.73998397435897,0.7,GM,2,6
2460,44.72155448717949,0.7,GM,2,6
2490,45.33253205128205,0.7,GM,2,6
2520,44.32091346153846,0.7,GM,2,6
2550,44.36097756410256,0.7,GM,2,6
2580,45.11217948717949,0.7,GM,2,6
2610,44.240785256410255,0.7,GM,2,6
2640,44.76161858974359,0.7,GM,2,6
2670,44.1005608974359,0.7,GM,2,6
2700,44.5713141025641,0.7,GM,2,6
2730,44.73157051282051,0.7,GM,2,6
2760,44.60136217948718,0.7,GM,2,6
2790,44.44110576923077,0.7,GM,2,6
2820,44.841746794871796,0.7,GM,2,6
2850,46.00360576923077,0.7,GM,2,6
2880,44.1806891025641,0.7,GM,2,6
2910,42.74839743589744,0.7,GM,2,6
2940,42.40785256410256,0.7,GM,2,6
2970,44.74158653846154,0.7,GM,2,6
3000,44.69150641025641,0.7,GM,2,6
30,19.23076923076923,0.3,GM,3,6
60,26.272035256410255,0.3,GM,3,6
90,30.989583333333332,0.3,GM,3,6
120,35.056089743589745,0.3,GM,3,6
150,36.71875,0.3,GM,3,6
180,36.20793269230769,0.3,GM,3,6
210,40.705128205128204,0.3,GM,3,6
240,37.91065705128205,0.3,GM,3,6
270,43.99038461538461,0.3,GM,3,6
300,45.33253205128205,0.3,GM,3,6
330,43.62980769230769,0.3,GM,3,6
360,47.01522435897436,0.3,GM,3,6
390,48.91826923076923,0.3,GM,3,6
420,49.69951923076923,0.3,GM,3,6
450,49.58934294871795,0.3,GM,3,6
480,52.88461538461539,0.3,GM,3,6
510,52.98477564102564,0.3,GM,3,6
540,53.24519230769231,0.3,GM,3,6
570,55.01802884615385,0.3,GM,3,6
600,56.07972756410256,0.3,GM,3,6
630,57.311698717948715,0.3,GM,3,6
660,57.49198717948718,0.3,GM,3,6
690,58.29326923076923,0.3,GM,3,6
720,59.25480769230769,0.3,GM,3,6
750,58.77403846153846,0.3,GM,3,6
780,60.35657051282051,0.3,GM,3,6
810,60.53685897435897,0.3,GM,3,6
840,61.608573717948715,0.3,GM,3,6
870,62.84054487179487,0.3,GM,3,6
900,61.65865384615385,0.3,GM,3,6
930,62.57011217948718,0.3,GM,3,6
960,63.171073717948715,0.3,GM,3,6
990,64.43309294871794,0.3,GM,3,6
1020,64.01241987179488,0.3,GM,3,6
1050,64.0224358974359,0.3,GM,3,6
1080,65.86538461538461,0.3,GM,3,6
1110,64.29286858974359,0.3,GM,3,6
1140,64.98397435897436,0.3,GM,3,6
1170,65.42467948717949,0.3,GM,3,6
1200,65.34455128205128,0.3,GM,3,6
1230,65.88541666666667,0.3,GM,3,6
1260,66.37620192307692,0.3,GM,3,6
1290,66.11578525641026,0.3,GM,3,6
1320,66.57652243589743,0.3,GM,3,6
1350,66.96714743589743,0.3,GM,3,6
1380,67.08733974358974,0.3,GM,3,6
1410,67.79847756410257,0.3,GM,3,6
1440,67.00721153846153,0.3,GM,3,6
1470,67.91866987179488,0.3,GM,3,6
1500,67.35777243589743,0.3,GM,3,6
1530,69.0204326923077,0.3,GM,3,6
1560,68.63982371794872,0.3,GM,3,6
1590,69.05048076923077,0.3,GM,3,6
1620,69.71153846153847,0.3,GM,3,6
1650,70.26241987179488,0.3,GM,3,6
1680,69.921875,0.3,GM,3,6
1710,68.97035256410257,0.3,GM,3,6
1740,68.98036858974359,0.3,GM,3,6
1770,69.8016826923077,0.3,GM,3,6
1800,70.65304487179488,0.3,GM,3,6
1830,69.94190705128206,0.3,GM,3,6
1860,70.51282051282051,0.3,GM,3,6
1890,69.86177884615384,0.3,GM,3,6
1920,70.36258012820512,0.3,GM,3,6
1950,71.02363782051282,0.3,GM,3,6
1980,70.08213141025641,0.3,GM,3,6
2010,70.93349358974359,0.3,GM,3,6
2040,71.18389423076923,0.3,GM,3,6
2070,68.2391826923077,0.3,GM,3,6
2100,69.8016826923077,0.3,GM,3,6
2130,71.37419871794872,0.3,GM,3,6
2160,71.12379807692308,0.3,GM,3,6
2190,71.15384615384616,0.3,GM,3,6
2220,71.12379807692308,0.3,GM,3,6
2250,71.0536858974359,0.3,GM,3,6
2280,72.52604166666667,0.3,GM,3,6
2310,72.99679487179488,0.3,GM,3,6
2340,73.03685897435898,0.3,GM,3,6
2370,73.11698717948718,0.3,GM,3,6
2400,73.28725961538461,0.3,GM,3,6
2430,73.42748397435898,0.3,GM,3,6
2460,73.5576923076923,0.3,GM,3,6
2490,73.0869391025641,0.3,GM,3,6
2520,73.33733974358974,0.3,GM,3,6
2550,73.32732371794872,0.3,GM,3,6
2580,73.3974358974359,0.3,GM,3,6
2610,73.45753205128206,0.3,GM,3,6
2640,73.52764423076923,0.3,GM,3,6
2670,73.42748397435898,0.3,GM,3,6
2700,73.29727564102564,0.3,GM,3,6
2730,73.34735576923077,0.3,GM,3,6
2760,73.57772435897436,0.3,GM,3,6
2790,73.65785256410257,0.3,GM,3,6
2820,72.97676282051282,0.3,GM,3,6
2850,73.77804487179488,0.3,GM,3,6
2880,73.67788461538461,0.3,GM,3,6
2910,73.56770833333333,0.3,GM,3,6
2940,73.28725961538461,0.3,GM,3,6
2970,73.24719551282051,0.3,GM,3,6
3000,73.59775641025641,0.3,GM,3,6
30,20.362580128205128,0.5,GM,3,6
60,28.846153846153847,0.5,GM,3,6
90,29.907852564102566,0.5,GM,3,6
120,30.759214743589745,0.5,GM,3,6
150,32.49198717948718,0.5,GM,3,6
180,35.91746794871795,0.5,GM,3,6
210,36.588541666666664,0.5,GM,3,6
240,37.890625,0.5,GM,3,6
270,39.25280448717949,0.5,GM,3,6
300,41.95713141025641,0.5,GM,3,6
330,43.97035256410256,0.5,GM,3,6
360,41.85697115384615,0.5,GM,3,6
390,45.09214743589744,0.5,GM,3,6
420,45.26241987179487,0.5,GM,3,6
450,44.37099358974359,0.5,GM,3,6
480,47.08533653846154,0.5,GM,3,6
510,49.03846153846154,0.5,GM,3,6
540,48.97836538461539,0.5,GM,3,6
570,49.78966346153846,0.5,GM,3,6
600,49.05849358974359,0.5,GM,3,6
630,49.26883012820513,0.5,GM,3,6
660,50.84134615384615,0.5,GM,3,6
690,51.23197115384615,0.5,GM,3,6
720,52.88461538461539,0.5,GM,3,6
750,53.09495192307692,0.5,GM,3,6
780,52.834535256410255,0.5,GM,3,6
810,54.02644230769231,0.5,GM,3,6
840,54.98798076923077,0.5,GM,3,6
870,55.04807692307692,0.5,GM,3,6
900,54.6474358974359,0.5,GM,3,6
930,56.05969551282051,0.5,GM,3,6
960,56.10977564102564,0.5,GM,3,6
990,55.358573717948715,0.5,GM,3,6
1020,54.52724358974359,0.5,GM,3,6
1050,55.65905448717949,0.5,GM,3,6
1080,56.139823717948715,0.5,GM,3,6
1110,56.28004807692308,0.5,GM,3,6
1140,55.48878205128205,0.5,GM,3,6
1170,57.65224358974359,0.5,GM,3,6
1200,58.23317307692308,0.5,GM,3,6
1230,58.36338141025641,0.5,GM,3,6
1260,56.63060897435897,0.5,GM,3,6
1290,58.14302884615385,0.5,GM,3,6
1320,58.283253205128204,0.5,GM,3,6
1350,58.79407051282051,0.5,GM,3,6
1380,57.48197115384615,0.5,GM,3,6
1410,58.39342948717949,0.5,GM,3,6
1440,58.483573717948715,0.5,GM,3,6
1470,59.49519230769231,0.5,GM,3,6
1500,59.22475961538461,0.5,GM,3,6
1530,59.03445512820513,0.5,GM,3,6
1560,59.43509615384615,0.5,GM,3,6
1590,59.655448717948715,0.5,GM,3,6
1620,54.7275641025641,0.5,GM,3,6
1650,57.98277243589744,0.5,GM,3,6
1680,59.49519230769231,0.5,GM,3,6
1710,56.96113782051282,0.5,GM,3,6
1740,56.98116987179487,0.5,GM,3,6
1770,58.693910256410255,0.5,GM,3,6
1800,60.59695512820513,0.5,GM,3,6
1830,59.10456730769231,0.5,GM,3,6
1860,57.37179487179487,0.5,GM,3,6
1890,58.59375,0.5,GM,3,6
1920,60.52684294871795,0.5,GM,3,6
1950,59.485176282051285,0.5,GM,3,6
1980,59.845753205128204,0.5,GM,3,6
2010,58.95432692307692,0.5,GM,3,6
2040,59.43509615384615,0.5,GM,3,6
2070,57.57211538461539,0.5,GM,3,6
2100,59.17467948717949,0.5,GM,3,6
2130,60.10616987179487,0.5,GM,3,6
2160,60.076121794871796,0.5,GM,3,6
2190,59.94591346153846,0.5,GM,3,6
2220,58.79407051282051,0.5,GM,3,6
2250,57.86258012820513,0.5,GM,3,6
2280,62.05929487179487,0.5,GM,3,6
2310,61.86899038461539,0.5,GM,3,6
2340,61.66866987179487,0.5,GM,3,6
2370,61.7588141025641,0.5,GM,3,6
2400,61.85897435897436,0.5,GM,3,6
2430,61.828926282051285,0.5,GM,3,6
2460,61.96915064102564,0.5,GM,3,6
2490,61.72876602564103,0.5,GM,3,6
2520,61.54847756410256,0.5,GM,3,6
2550,61.91907051282051,0.5,GM,3,6
2580,61.88902243589744,0.5,GM,3,6
2610,61.87900641025641,0.5,GM,3,6
2640,61.83894230769231,0.5,GM,3,6
2670,61.98918269230769,0.5,GM,3,6
2700,61.51842948717949,0.5,GM,3,6
2730,61.18790064102564,0.5,GM,3,6
2760,61.62860576923077,0.5,GM,3,6
2790,61.458333333333336,0.5,GM,3,6
2820,61.52844551282051,0.5,GM,3,6
2850,61.50841346153846,0.5,GM,3,6
2880,61.62860576923077,0.5,GM,3,6
2910,61.17788461538461,0.5,GM,3,6
2940,61.02764423076923,0.5,GM,3,6
2970,61.50841346153846,0.5,GM,3,6
3000,61.34815705128205,0.5,GM,3,6
30,13.53165064102564,0.7,GM,3,6
60,16.115785256410255,0.7,GM,3,6
90,20.622996794871796,0.7,GM,3,6
120,21.053685897435898,0.7,GM,3,6
150,19.64142628205128,0.7,GM,3,6
180,25.30048076923077,0.7,GM,3,6
210,26.462339743589745,0.7,GM,3,6
240,28.655849358974358,0.7,GM,3,6
270,26.131810897435898,0.7,GM,3,6
300,32.03125,0.7,GM,3,6
330,31.57051282051282,0.7,GM,3,6
360,33.493589743589745,0.7,GM,3,6
390,30.48878205128205,0.7,GM,3,6
420,34.73557692307692,0.7,GM,3,6
450,32.161458333333336,0.7,GM,3,6
480,30.94951923076923,0.7,GM,3,6
510,34.03445512820513,0.7,GM,3,6
540,30.418669871794872,0.7,GM,3,6
570,35.38661858974359,0.7,GM,3,6
600,34.10456730769231,0.7,GM,3,6
630,39.0625,0.7,GM,3,6
660,34.81570512820513,0.7,GM,3,6
690,34.25480769230769,0.7,GM,3,6
720,33.96434294871795,0.7,GM,3,6
750,35.416666666666664,0.7,GM,3,6
780,34.79567307692308,0.7,GM,3,6
810,37.15945512820513,0.7,GM,3,6
840,36.74879807692308,0.7,GM,3,6
870,38.46153846153846,0.7,GM,3,6
900,35.87740384615385,0.7,GM,3,6
930,38.571714743589745,0.7,GM,3,6
960,38.12099358974359,0.7,GM,3,6
990,36.52844551282051,0.7,GM,3,6
1020,36.72876602564103,0.7,GM,3,6
1050,35.266426282051285,0.7,GM,3,6
1080,34.51522435897436,0.7,GM,3,6
1110,38.50160256410256,0.7,GM,3,6
1140,39.13261217948718,0.7,GM,3,6
1170,40.39463141025641,0.7,GM,3,6
1200,41.60657051282051,0.7,GM,3,6
1230,40.17427884615385,0.7,GM,3,6
1260,39.21274038461539,0.7,GM,3,6
1290,38.79206730769231,0.7,GM,3,6
1320,42.11738782051282,0.7,GM,3,6
1350,36.96915064102564,0.7,GM,3,6
1380,35.837339743589745,0.7,GM,3,6
1410,38.561698717948715,0.7,GM,3,6
1440,38.61177884615385,0.7,GM,3,6
1470,38.88221153846154,0.7,GM,3,6
1500,40.44471153846154,0.7,GM,3,6
1530,35.13621794871795,0.7,GM,3,6
1560,39.43309294871795,0.7,GM,3,6
1590,36.37820512820513,0.7,GM,3,6
1620,38.08092948717949,0.7,GM,3,6
1650,40.885416666666664,0.7,GM,3,6
1680,41.60657051282051,0.7,GM,3,6
1710,41.94711538461539,0.7,GM,3,6
1740,34.54527243589744,0.7,GM,3,6
1770,39.08253205128205,0.7,GM,3,6
1800,39.05248397435897,0.7,GM,3,6
1830,35.9375,0.7,GM,3,6
1860,37.52003205128205,0.7,GM,3,6
1890,38.01081730769231,0.7,GM,3,6
1920,39.0224358974359,0.7,GM,3,6
1950,38.591746794871796,0.7,GM,3,6
1980,37.68028846153846,0.7,GM,3,6
2010,37.0693108974359,0.7,GM,3,6
2040,40.64503205128205,0.7,GM,3,6
2070,39.72355769230769,0.7,GM,3,6
2100,37.760416666666664,0.7,GM,3,6
2130,38.04086538461539,0.7,GM,3,6
2160,37.98076923076923,0.7,GM,3,6
2190,34.875801282051285,0.7,GM,3,6
2220,35.026041666666664,0.7,GM,3,6
2250,34.635416666666664,0.7,GM,3,6
2280,38.55168269230769,0.7,GM,3,6
2310,38.671875,0.7,GM,3,6
2340,38.802083333333336,0.7,GM,3,6
2370,39.583333333333336,0.7,GM,3,6
2400,39.31290064102564,0.7,GM,3,6
2430,39.87379807692308,0.7,GM,3,6
2460,39.57331730769231,0.7,GM,3,6
2490,39.953926282051285,0.7,GM,3,6
2520,39.39302884615385,0.7,GM,3,6
2550,40.364583333333336,0.7,GM,3,6
2580,38.51161858974359,0.7,GM,3,6
2610,39.4931891025641,0.7,GM,3,6
2640,39.52323717948718,0.7,GM,3,6
2670,38.591746794871796,0.7,GM,3,6
2700,40.364583333333336,0.7,GM,3,6
2730,40.11418269230769,0.7,GM,3,6
2760,39.77363782051282,0.7,GM,3,6
2790,40.53485576923077,0.7,GM,3,6
2820,39.18269230769231,0.7,GM,3,6
2850,40.14423076923077,0.7,GM,3,6
2880,40.03405448717949,0.7,GM,3,6
2910,39.08253205128205,0.7,GM,3,6
2940,38.72195512820513,0.7,GM,3,6
2970,40.76522435897436,0.7,GM,3,6
3000,40.735176282051285,0.7,GM,3,6
30,13.81209935897436,0.3,TM,1,6
60,22.365785256410255,0.3,TM,1,6
90,27.96474358974359,0.3,TM,1,6
120,30.318509615384617,0.3,TM,1,6
150,30.92948717948718,0.3,TM,1,6
180,34.23477564102564,0.3,TM,1,6
210,34.97596153846154,0.3,TM,1,6
240,33.463541666666664,0.3,TM,1,6
270,36.95913461538461,0.3,TM,1,6
300,37.57011217948718,0.3,TM,1,6
330,38.16105769230769,0.3,TM,1,6
360,40.25440705128205,0.3,TM,1,6
390,42.59815705128205,0.3,TM,1,6
420,43.97035256410256,0.3,TM,1,6
450,46.45432692307692,0.3,TM,1,6
480,43.92027243589744,0.3,TM,1,6
510,48.29727564102564,0.3,TM,1,6
540,50.0400641025641,0.3,TM,1,6
570,49.01842948717949,0.3,TM,1,6
600,50.62099358974359,0.3,TM,1,6
630,53.235176282051285,0.3,TM,1,6
660,54.71754807692308,0.3,TM,1,6
690,53.205128205128204,0.3,TM,1,6
720,55.078125,0.3,TM,1,6
750,56.740785256410255,0.3,TM,1,6
780,57.7724358974359,0.3,TM,1,6
810,57.06129807692308,0.3,TM,1,6
840,58.29326923076923,0.3,TM,1,6
870,60.03605769230769,0.3,TM,1,6
900,60.416666666666664,0.3,TM,1,6
930,60.63701923076923,0.3,TM,1,6
960,62.0693108974359,0.3,TM,1,6
990,61.408253205128204,0.3,TM,1,6
1020,62.5400641025641,0.3,TM,1,6
1050,61.76883012820513,0.3,TM,1,6
1080,62.09935897435897,0.3,TM,1,6
1110,63.84214743589744,0.3,TM,1,6
1140,64.4931891025641,0.3,TM,1,6
1170,63.86217948717949,0.3,TM,1,6
1200,64.58333333333333,0.3,TM,1,6
1230,64.67347756410257,0.3,TM,1,6
1260,65.48477564102564,0.3,TM,1,6
1290,65.21434294871794,0.3,TM,1,6
1320,66.14583333333333,0.3,TM,1,6
1350,64.70352564102564,0.3,TM,1,6
1380,65.22435897435898,0.3,TM,1,6
1410,66.62660256410257,0.3,TM,1,6
1440,66.7568108974359,0.3,TM,1,6
1470,66.38621794871794,0.3,TM,1,6
1500,66.3261217948718,0.3,TM,1,6
1530,67.64823717948718,0.3,TM,1,6
1560,67.34775641025641,0.3,TM,1,6
1590,66.6766826923077,0.3,TM,1,6
1620,67.15745192307692,0.3,TM,1,6
1650,68.12900641025641,0.3,TM,1,6
1680,68.96033653846153,0.3,TM,1,6
1710,68.42948717948718,0.3,TM,1,6
1740,68.13902243589743,0.3,TM,1,6
1770,67.48798076923077,0.3,TM,1,6
1800,68.4395032051282,0.3,TM,1,6
1830,67.4579326923077,0.3,TM,1,6
1860,67.77844551282051,0.3,TM,1,6
1890,68.26923076923077,0.3,TM,1,6
1920,68.50961538461539,0.3,TM,1,6
1950,68.88020833333333,0.3,TM,1,6
1980,68.0889423076923,0.3,TM,1,6
2010,69.97195512820512,0.3,TM,1,6
2040,69.60136217948718,0.3,TM,1,6
2070,68.90024038461539,0.3,TM,1,6
2100,68.75,0.3,TM,1,6
2130,69.50120192307692,0.3,TM,1,6
2160,69.99198717948718,0.3,TM,1,6
2190,70.50280448717949,0.3,TM,1,6
2220,70.53285256410257,0.3,TM,1,6
2250,70.53285256410257,0.3,TM,1,6
2280,72.37580128205128,0.3,TM,1,6
2310,72.78645833333333,0.3,TM,1,6
2340,73.18709935897436,0.3,TM,1,6
2370,72.67628205128206,0.3,TM,1,6
2400,73.06690705128206,0.3,TM,1,6
2430,73.15705128205128,0.3,TM,1,6
2460,73.0068108974359,0.3,TM,1,6
2490,72.87660256410257,0.3,TM,1,6
2520,73.07692307692308,0.3,TM,1,6
2550,73.1670673076923,0.3,TM,1,6
