Iterations,Accuracy (%),ATK,Aggregator,seed,f
450,56.6806891025641,ALIE,AVG,3,5
480,59.53525641025641,ALIE,AVG,3,5
510,60.98758012820513,ALIE,AVG,3,5
540,62.09935897435897,ALIE,AVG,3,5
570,60.807291666666664,ALIE,AVG,3,5
600,63.64182692307692,ALIE,AVG,3,5
630,64.0224358974359,ALIE,AVG,3,5
660,63.66185897435897,ALIE,AVG,3,5
690,64.84375,ALIE,AVG,3,5
720,65.47475961538461,ALIE,AVG,3,5
750,65.90544871794872,ALIE,AVG,3,5
780,65.51482371794872,ALIE,AVG,3,5
810,66.8369391025641,ALIE,AVG,3,5
840,67.35777243589743,ALIE,AVG,3,5
870,66.98717948717949,ALIE,AVG,3,5
900,67.09735576923077,ALIE,AVG,3,5
930,68.28926282051282,ALIE,AVG,3,5
960,68.91025641025641,ALIE,AVG,3,5
990,68.91025641025641,ALIE,AVG,3,5
1020,69.74158653846153,ALIE,AVG,3,5
1050,69.56129807692308,ALIE,AVG,3,5
1080,70.52283653846153,ALIE,AVG,3,5
1110,70.25240384615384,ALIE,AVG,3,5
1140,69.82171474358974,ALIE,AVG,3,5
1170,70.88341346153847,ALIE,AVG,3,5
1200,71.26402243589743,ALIE,AVG,3,5
1230,70.45272435897436,ALIE,AVG,3,5
1260,71.4443108974359,ALIE,AVG,3,5
1290,71.90504807692308,ALIE,AVG,3,5
1320,71.24399038461539,ALIE,AVG,3,5
1350,72.58613782051282,ALIE,AVG,3,5
1380,72.265625,ALIE,AVG,3,5
1410,73.41746794871794,ALIE,AVG,3,5
1440,72.86658653846153,ALIE,AVG,3,5
1470,73.27724358974359,ALIE,AVG,3,5
1500,73.44751602564102,ALIE,AVG,3,5
1530,73.89823717948718,ALIE,AVG,3,5
1560,73.4775641025641,ALIE,AVG,3,5
1590,73.79807692307692,ALIE,AVG,3,5
1620,74.06850961538461,ALIE,AVG,3,5
1650,73.3974358974359,ALIE,AVG,3,5
1680,73.8681891025641,ALIE,AVG,3,5
1710,74.03846153846153,ALIE,AVG,3,5
1740,74.19871794871794,ALIE,AVG,3,5
1770,74.66947115384616,ALIE,AVG,3,5
1800,74.3389423076923,ALIE,AVG,3,5
1830,74.32892628205128,ALIE,AVG,3,5
1860,74.9599358974359,ALIE,AVG,3,5
1890,74.69951923076923,ALIE,AVG,3,5
1920,74.6895032051282,ALIE,AVG,3,5
1950,75.13020833333333,ALIE,AVG,3,5
1980,75.55088141025641,ALIE,AVG,3,5
2010,75.5108173076923,ALIE,AVG,3,5
2040,75.41065705128206,ALIE,AVG,3,5
2070,75.7011217948718,ALIE,AVG,3,5
2100,75.99158653846153,ALIE,AVG,3,5
2130,75.9014423076923,ALIE,AVG,3,5
2160,76.18189102564102,ALIE,AVG,3,5
2190,75.79126602564102,ALIE,AVG,3,5
2220,76.07171474358974,ALIE,AVG,3,5
2250,76.27203525641026,ALIE,AVG,3,5
2280,76.63261217948718,ALIE,AVG,3,5
2310,77.09334935897436,ALIE,AVG,3,5
2340,77.27363782051282,ALIE,AVG,3,5
2370,77.16346153846153,ALIE,AVG,3,5
2400,77.51402243589743,ALIE,AVG,3,5
2430,77.39383012820512,ALIE,AVG,3,5
2460,77.64423076923077,ALIE,AVG,3,5
2490,77.3838141025641,ALIE,AVG,3,5
2520,77.59415064102564,ALIE,AVG,3,5
2550,77.40384615384616,ALIE,AVG,3,5
2580,77.6943108974359,ALIE,AVG,3,5
2610,77.31370192307692,ALIE,AVG,3,5
2640,77.59415064102564,ALIE,AVG,3,5
2670,77.48397435897436,ALIE,AVG,3,5
2700,77.2636217948718,ALIE,AVG,3,5
2730,77.53405448717949,ALIE,AVG,3,5
2760,77.71434294871794,ALIE,AVG,3,5
2790,77.18349358974359,ALIE,AVG,3,5
2820,77.20352564102564,ALIE,AVG,3,5
2850,77.6542467948718,ALIE,AVG,3,5
2880,77.41386217948718,ALIE,AVG,3,5
2910,77.734375,ALIE,AVG,3,5
2940,77.48397435897436,ALIE,AVG,3,5
2970,77.57411858974359,ALIE,AVG,3,5
3000,77.83453525641026,ALIE,AVG,3,5
30,13.151041666666666,GA,GM,1,5
60,26.903044871794872,GA,GM,1,5
90,31.911057692307693,GA,GM,1,5
120,35.06610576923077,GA,GM,1,5
150,39.13261217948718,GA,GM,1,5
180,41.40625,GA,GM,1,5
210,42.06730769230769,GA,GM,1,5
240,45.08213141025641,GA,GM,1,5
270,46.24399038461539,GA,GM,1,5
300,49.45913461538461,GA,GM,1,5
330,51.061698717948715,GA,GM,1,5
360,52.98477564102564,GA,GM,1,5
390,54.06650641025641,GA,GM,1,5
420,55.68910256410256,GA,GM,1,5
450,56.12980769230769,GA,GM,1,5
480,57.421875,GA,GM,1,5
510,59.875801282051285,GA,GM,1,5
540,61.50841346153846,GA,GM,1,5
570,60.807291666666664,GA,GM,1,5
600,61.20793269230769,GA,GM,1,5
630,63.07091346153846,GA,GM,1,5
660,64.05248397435898,GA,GM,1,5
690,64.97395833333333,GA,GM,1,5
720,66.38621794871794,GA,GM,1,5
750,65.75520833333333,GA,GM,1,5
780,66.16586538461539,GA,GM,1,5
810,66.60657051282051,GA,GM,1,5
840,67.2676282051282,GA,GM,1,5
870,68.75,GA,GM,1,5
900,67.1474358974359,GA,GM,1,5
930,68.0889423076923,GA,GM,1,5
960,69.73157051282051,GA,GM,1,5
990,70.12219551282051,GA,GM,1,5
1020,70.08213141025641,GA,GM,1,5
1050,71.61458333333333,GA,GM,1,5
1080,71.08373397435898,GA,GM,1,5
1110,71.0536858974359,GA,GM,1,5
1140,71.58453525641026,GA,GM,1,5
1170,71.46434294871794,GA,GM,1,5
1200,72.3858173076923,GA,GM,1,5
1230,73.828125,GA,GM,1,5
1260,73.15705128205128,GA,GM,1,5
1290,72.72636217948718,GA,GM,1,5
1320,72.51602564102564,GA,GM,1,5
1350,74.63942307692308,GA,GM,1,5
1380,74.88982371794872,GA,GM,1,5
1410,74.11858974358974,GA,GM,1,5
1440,75.88141025641026,GA,GM,1,5
1470,75.68108974358974,GA,GM,1,5
1500,75.7411858974359,GA,GM,1,5
1530,77.34375,GA,GM,1,5
1560,76.77283653846153,GA,GM,1,5
1590,76.76282051282051,GA,GM,1,5
1620,77.25360576923077,GA,GM,1,5
1650,76.8329326923077,GA,GM,1,5
1680,77.59415064102564,GA,GM,1,5
1710,77.63421474358974,GA,GM,1,5
1740,77.23357371794872,GA,GM,1,5
1770,77.41386217948718,GA,GM,1,5
1800,77.8545673076923,GA,GM,1,5
1830,78.17508012820512,GA,GM,1,5
1860,77.67427884615384,GA,GM,1,5
1890,79.03645833333333,GA,GM,1,5
1920,78.46554487179488,GA,GM,1,5
1950,79.24679487179488,GA,GM,1,5
1980,79.44711538461539,GA,GM,1,5
2010,79.34695512820512,GA,GM,1,5
2040,79.53725961538461,GA,GM,1,5
2070,79.22676282051282,GA,GM,1,5
2100,79.3369391025641,GA,GM,1,5
2130,79.43709935897436,GA,GM,1,5
2160,78.81610576923077,GA,GM,1,5
2190,79.36698717948718,GA,GM,1,5
2220,79.85777243589743,GA,GM,1,5
2250,80.078125,GA,GM,1,5
2280,81.28004807692308,GA,GM,1,5
2310,81.46033653846153,GA,GM,1,5
2340,81.5604967948718,GA,GM,1,5
2370,81.73076923076923,GA,GM,1,5
2400,81.77083333333333,GA,GM,1,5
2430,81.81089743589743,GA,GM,1,5
2460,81.9110576923077,GA,GM,1,5
2490,81.77083333333333,GA,GM,1,5
2520,81.58052884615384,GA,GM,1,5
2550,81.69070512820512,GA,GM,1,5
2580,81.54046474358974,GA,GM,1,5
2610,81.66065705128206,GA,GM,1,5
2640,82.0713141025641,GA,GM,1,5
2670,81.90104166666667,GA,GM,1,5
2700,81.89102564102564,GA,GM,1,5
2730,81.88100961538461,GA,GM,1,5
2760,82.20152243589743,GA,GM,1,5
2790,81.9911858974359,GA,GM,1,5
2820,82.14142628205128,GA,GM,1,5
2850,82.41185897435898,GA,GM,1,5
2880,81.94110576923077,GA,GM,1,5
2910,82.21153846153847,GA,GM,1,5
2940,82.19150641025641,GA,GM,1,5
2970,81.90104166666667,GA,GM,1,5
3000,81.85096153846153,GA,GM,1,5
30,13.161057692307692,SF,GM,1,5
60,16.77684294871795,SF,GM,1,5
90,23.016826923076923,SF,GM,1,5
120,25.50080128205128,SF,GM,1,5
150,26.512419871794872,SF,GM,1,5
180,29.857772435897434,SF,GM,1,5
210,29.737580128205128,SF,GM,1,5
240,32.26161858974359,SF,GM,1,5
270,28.786057692307693,SF,GM,1,5
300,33.75400641025641,SF,GM,1,5
330,35.60697115384615,SF,GM,1,5
360,34.98597756410256,SF,GM,1,5
390,33.65384615384615,SF,GM,1,5
420,36.608573717948715,SF,GM,1,5
450,37.25961538461539,SF,GM,1,5
480,37.22956730769231,SF,GM,1,5
510,38.90224358974359,SF,GM,1,5
540,38.591746794871796,SF,GM,1,5
570,39.563301282051285,SF,GM,1,5
600,41.10576923076923,SF,GM,1,5
630,40.98557692307692,SF,GM,1,5
660,40.38461538461539,SF,GM,1,5
690,42.69831730769231,SF,GM,1,5
720,42.91866987179487,SF,GM,1,5
750,41.85697115384615,SF,GM,1,5
780,43.78004807692308,SF,GM,1,5
810,43.649839743589745,SF,GM,1,5
840,45.26241987179487,SF,GM,1,5
870,45.813301282051285,SF,GM,1,5
900,45.33253205128205,SF,GM,1,5
930,46.71474358974359,SF,GM,1,5
960,47.3056891025641,SF,GM,1,5
990,46.66466346153846,SF,GM,1,5
1020,47.29567307692308,SF,GM,1,5
1050,45.993589743589745,SF,GM,1,5
1080,47.53605769230769,SF,GM,1,5
1110,48.36738782051282,SF,GM,1,5
1140,49.03846153846154,SF,GM,1,5
1170,49.87980769230769,SF,GM,1,5
1200,49.35897435897436,SF,GM,1,5
1230,51.32211538461539,SF,GM,1,5
1260,50.94150641025641,SF,GM,1,5
1290,51.31209935897436,SF,GM,1,5
1320,52.18349358974359,SF,GM,1,5
1350,50.93149038461539,SF,GM,1,5
1380,51.96314102564103,SF,GM,1,5
1410,51.692708333333336,SF,GM,1,5
1440,53.83613782051282,SF,GM,1,5
1470,53.67588141025641,SF,GM,1,5
1500,54.15665064102564,SF,GM,1,5
1530,54.61738782051282,SF,GM,1,5
1560,54.49719551282051,SF,GM,1,5
1590,53.44551282051282,SF,GM,1,5
1620,55.4286858974359,SF,GM,1,5
1650,55.86939102564103,SF,GM,1,5
1680,55.39863782051282,SF,GM,1,5
1710,55.32852564102564,SF,GM,1,5
1740,56.26001602564103,SF,GM,1,5
1770,56.530448717948715,SF,GM,1,5
1800,57.532051282051285,SF,GM,1,5
1830,57.291666666666664,SF,GM,1,5
1860,56.44030448717949,SF,GM,1,5
1890,57.28165064102564,SF,GM,1,5
1920,57.502003205128204,SF,GM,1,5
1950,57.61217948717949,SF,GM,1,5
1980,59.655448717948715,SF,GM,1,5
2010,59.23477564102564,SF,GM,1,5
2040,60.40665064102564,SF,GM,1,5
2070,57.86258012820513,SF,GM,1,5
2100,60.66706730769231,SF,GM,1,5
2130,60.96754807692308,SF,GM,1,5
2160,59.94591346153846,SF,GM,1,5
2190,60.22636217948718,SF,GM,1,5
2220,60.99759615384615,SF,GM,1,5
2250,59.20472756410256,SF,GM,1,5
2280,62.59014423076923,SF,GM,1,5
2310,63.03084935897436,SF,GM,1,5
2340,62.760416666666664,SF,GM,1,5
2370,62.92067307692308,SF,GM,1,5
2400,62.8505608974359,SF,GM,1,5
2430,62.91065705128205,SF,GM,1,5
2460,62.95072115384615,SF,GM,1,5
2490,62.83052884615385,SF,GM,1,5
2520,63.05088141025641,SF,GM,1,5
2550,63.10096153846154,SF,GM,1,5
2580,62.5400641025641,SF,GM,1,5
2610,62.4599358974359,SF,GM,1,5
2640,63.28125,SF,GM,1,5
2670,63.16105769230769,SF,GM,1,5
2700,62.91065705128205,SF,GM,1,5
2730,63.14102564102564,SF,GM,1,5
2760,62.80048076923077,SF,GM,1,5
2790,63.05088141025641,SF,GM,1,5
2820,63.381410256410255,SF,GM,1,5
2850,63.29126602564103,SF,GM,1,5
2880,63.08092948717949,SF,GM,1,5
2910,62.790464743589745,SF,GM,1,5
2940,63.541666666666664,SF,GM,1,5
2970,63.49158653846154,SF,GM,1,5
3000,63.21113782051282,SF,GM,1,5
30,23.487580128205128,LF,GM,1,5
60,30.298477564102566,LF,GM,1,5
90,36.6786858974359,LF,GM,1,5
120,38.64182692307692,LF,GM,1,5
150,39.91386217948718,LF,GM,1,5
180,42.2275641025641,LF,GM,1,5
210,44.77163461538461,LF,GM,1,5
240,46.70472756410256,LF,GM,1,5
270,48.58774038461539,LF,GM,1,5
300,49.84975961538461,LF,GM,1,5
330,50.63100961538461,LF,GM,1,5
360,50.76121794871795,LF,GM,1,5
390,54.7275641025641,LF,GM,1,5
420,54.036458333333336,LF,GM,1,5
450,54.787660256410255,LF,GM,1,5
480,55.989583333333336,LF,GM,1,5
510,57.96274038461539,LF,GM,1,5
540,57.49198717948718,LF,GM,1,5
570,59.274839743589745,LF,GM,1,5
600,60.436698717948715,LF,GM,1,5
630,62.8505608974359,LF,GM,1,5
660,61.588541666666664,LF,GM,1,5
690,62.77043269230769,LF,GM,1,5
720,64.55328525641026,LF,GM,1,5
750,64.70352564102564,LF,GM,1,5
780,64.44310897435898,LF,GM,1,5
810,66.4863782051282,LF,GM,1,5
840,65.95552884615384,LF,GM,1,5
870,66.26602564102564,LF,GM,1,5
900,67.39783653846153,LF,GM,1,5
930,66.94711538461539,LF,GM,1,5
960,68.34935897435898,LF,GM,1,5
990,67.71834935897436,LF,GM,1,5
1020,69.51121794871794,LF,GM,1,5
1050,69.53125,LF,GM,1,5
1080,70.3525641025641,LF,GM,1,5
1110,71.23397435897436,LF,GM,1,5
1140,70.65304487179488,LF,GM,1,5
1170,70.87339743589743,LF,GM,1,5
1200,71.49439102564102,LF,GM,1,5
1230,71.25400641025641,LF,GM,1,5
1260,71.78485576923077,LF,GM,1,5
1290,71.42427884615384,LF,GM,1,5
1320,72.79647435897436,LF,GM,1,5
1350,72.39583333333333,LF,GM,1,5
1380,73.1670673076923,LF,GM,1,5
1410,73.24719551282051,LF,GM,1,5
1440,74.27884615384616,LF,GM,1,5
1470,74.61939102564102,LF,GM,1,5
1500,74.81971153846153,LF,GM,1,5
1530,75.76121794871794,LF,GM,1,5
1560,74.89983974358974,LF,GM,1,5
1590,75.54086538461539,LF,GM,1,5
1620,75.13020833333333,LF,GM,1,5
1650,75.87139423076923,LF,GM,1,5
1680,75.84134615384616,LF,GM,1,5
1710,75.78125,LF,GM,1,5
1740,76.12179487179488,LF,GM,1,5
1770,75.78125,LF,GM,1,5
1800,76.30208333333333,LF,GM,1,5
1830,76.80288461538461,LF,GM,1,5
1860,76.5625,LF,GM,1,5
1890,77.59415064102564,LF,GM,1,5
1920,77.08333333333333,LF,GM,1,5
1950,77.12339743589743,LF,GM,1,5
1980,78.2051282051282,LF,GM,1,5
2010,78.0048076923077,LF,GM,1,5
2040,78.01482371794872,LF,GM,1,5
2070,78.76602564102564,LF,GM,1,5
2100,77.734375,LF,GM,1,5
2130,77.45392628205128,LF,GM,1,5
2160,78.45552884615384,LF,GM,1,5
2190,78.85616987179488,LF,GM,1,5
2220,78.25520833333333,LF,GM,1,5
2250,78.21514423076923,LF,GM,1,5
2280,80.09815705128206,LF,GM,1,5
2310,80.4286858974359,LF,GM,1,5
2340,80.59895833333333,LF,GM,1,5
2370,80.69911858974359,LF,GM,1,5
2400,80.60897435897436,LF,GM,1,5
2430,80.7792467948718,LF,GM,1,5
2460,80.7792467948718,LF,GM,1,5
2490,80.66907051282051,LF,GM,1,5
2520,80.65905448717949,LF,GM,1,5
2550,80.63902243589743,LF,GM,1,5
2580,80.47876602564102,LF,GM,1,5
2610,80.94951923076923,LF,GM,1,5
2640,80.78926282051282,LF,GM,1,5
2670,80.8193108974359,LF,GM,1,5
2700,80.41866987179488,LF,GM,1,5
2730,80.87940705128206,LF,GM,1,5
2760,81.03966346153847,LF,GM,1,5
2790,80.56891025641026,LF,GM,1,5
2820,80.69911858974359,LF,GM,1,5
2850,81.18990384615384,LF,GM,1,5
2880,80.8193108974359,LF,GM,1,5
2910,81.13982371794872,LF,GM,1,5
2940,81.03966346153847,LF,GM,1,5
2970,80.78926282051282,LF,GM,1,5
3000,80.859375,LF,GM,1,5
30,14.122596153846153,mimic,GM,1,5
60,17.888621794871796,mimic,GM,1,5
90,23.71794871794872,mimic,GM,1,5
120,28.545673076923077,mimic,GM,1,5
150,29.056490384615383,mimic,GM,1,5
180,32.78245192307692,mimic,GM,1,5
210,37.59014423076923,mimic,GM,1,5
240,36.39823717948718,mimic,GM,1,5
270,40.28445512820513,mimic,GM,1,5
300,41.55649038461539,mimic,GM,1,5
330,41.927083333333336,mimic,GM,1,5
360,42.43790064102564,mimic,GM,1,5
390,45.36258012820513,mimic,GM,1,5
420,46.04366987179487,mimic,GM,1,5
450,47.64623397435897,mimic,GM,1,5
480,49.92988782051282,mimic,GM,1,5
510,51.071714743589745,mimic,GM,1,5
540,51.672676282051285,mimic,GM,1,5
570,53.27524038461539,mimic,GM,1,5
600,53.32532051282051,mimic,GM,1,5
630,53.21514423076923,mimic,GM,1,5
660,53.8661858974359,mimic,GM,1,5
690,56.26001602564103,mimic,GM,1,5
720,57.49198717948718,mimic,GM,1,5
750,59.635416666666664,mimic,GM,1,5
780,60.03605769230769,mimic,GM,1,5
810,59.94591346153846,mimic,GM,1,5
840,61.16786858974359,mimic,GM,1,5
870,58.483573717948715,mimic,GM,1,5
900,61.74879807692308,mimic,GM,1,5
930,63.2411858974359,mimic,GM,1,5
960,62.53004807692308,mimic,GM,1,5
990,62.64022435897436,mimic,GM,1,5
1020,61.39823717948718,mimic,GM,1,5
1050,64.83373397435898,mimic,GM,1,5
1080,65.34455128205128,mimic,GM,1,5
1110,65.71514423076923,mimic,GM,1,5
1140,66.53645833333333,mimic,GM,1,5
1170,67.31770833333333,mimic,GM,1,5
1200,67.54807692307692,mimic,GM,1,5
1230,66.55649038461539,mimic,GM,1,5
1260,67.44791666666667,mimic,GM,1,5
1290,66.29607371794872,mimic,GM,1,5
1320,66.45633012820512,mimic,GM,1,5
1350,67.59815705128206,mimic,GM,1,5
1380,64.89383012820512,mimic,GM,1,5
1410,65.7451923076923,mimic,GM,1,5
1440,68.0889423076923,mimic,GM,1,5
1470,68.0889423076923,mimic,GM,1,5
1500,68.07892628205128,mimic,GM,1,5
1530,68.29927884615384,mimic,GM,1,5
1560,69.93189102564102,mimic,GM,1,5
1590,66.796875,mimic,GM,1,5
1620,69.70152243589743,mimic,GM,1,5
1650,70.24238782051282,mimic,GM,1,5
1680,70.89342948717949,mimic,GM,1,5
1710,69.42107371794872,mimic,GM,1,5
1740,69.2207532051282,mimic,GM,1,5
1770,71.1738782051282,mimic,GM,1,5
1800,71.71474358974359,mimic,GM,1,5
1830,71.89503205128206,mimic,GM,1,5
1860,71.61458333333333,mimic,GM,1,5
1890,70.69310897435898,mimic,GM,1,5
1920,73.06690705128206,mimic,GM,1,5
1950,71.31410256410257,mimic,GM,1,5
1980,74.03846153846153,mimic,GM,1,5
2010,72.28565705128206,mimic,GM,1,5
2040,72.82652243589743,mimic,GM,1,5
2070,72.49599358974359,mimic,GM,1,5
2100,71.9551282051282,mimic,GM,1,5
2130,73.7079326923077,mimic,GM,1,5
2160,72.5360576923077,mimic,GM,1,5
2190,74.23878205128206,mimic,GM,1,5
2220,73.84815705128206,mimic,GM,1,5
2250,74.24879807692308,mimic,GM,1,5
2280,76.16185897435898,mimic,GM,1,5
2310,76.67267628205128,mimic,GM,1,5
2340,76.84294871794872,mimic,GM,1,5
2370,77.11338141025641,mimic,GM,1,5
2400,76.53245192307692,mimic,GM,1,5
2430,76.81290064102564,mimic,GM,1,5
2460,77.09334935897436,mimic,GM,1,5
2490,77.50400641025641,mimic,GM,1,5
2520,76.84294871794872,mimic,GM,1,5
2550,77.19350961538461,mimic,GM,1,5
2580,77.01322115384616,mimic,GM,1,5
2610,76.77283653846153,mimic,GM,1,5
2640,76.9931891025641,mimic,GM,1,5
2670,77.54407051282051,mimic,GM,1,5
2700,77.50400641025641,mimic,GM,1,5
2730,77.51402243589743,mimic,GM,1,5
2760,77.6141826923077,mimic,GM,1,5
2790,77.79447115384616,mimic,GM,1,5
2820,77.70432692307692,mimic,GM,1,5
2850,77.4639423076923,mimic,GM,1,5
2880,77.3838141025641,mimic,GM,1,5
2910,77.48397435897436,mimic,GM,1,5
2940,77.8145032051282,mimic,GM,1,5
2970,77.14342948717949,mimic,GM,1,5
3000,77.3036858974359,mimic,GM,1,5
30,13.261217948717949,IPM,GM,1,5
60,19.07051282051282,IPM,GM,1,5
90,24.208733974358974,IPM,GM,1,5
120,27.373798076923077,IPM,GM,1,5
150,27.243589743589745,IPM,GM,1,5
180,30.719150641025642,IPM,GM,1,5
210,32.25160256410256,IPM,GM,1,5
240,33.40344551282051,IPM,GM,1,5
270,30.298477564102566,IPM,GM,1,5
300,34.93589743589744,IPM,GM,1,5
330,35.5869391025641,IPM,GM,1,5
360,36.17788461538461,IPM,GM,1,5
390,35.61698717948718,IPM,GM,1,5
420,36.71875,IPM,GM,1,5
450,39.09254807692308,IPM,GM,1,5
480,38.08092948717949,IPM,GM,1,5
510,40.26442307692308,IPM,GM,1,5
540,40.38461538461539,IPM,GM,1,5
570,42.107371794871796,IPM,GM,1,5
600,42.20753205128205,IPM,GM,1,5
630,42.99879807692308,IPM,GM,1,5
660,43.10897435897436,IPM,GM,1,5
690,44.791666666666664,IPM,GM,1,5
720,44.29086538461539,IPM,GM,1,5
750,44.52123397435897,IPM,GM,1,5
780,47.29567307692308,IPM,GM,1,5
810,46.875,IPM,GM,1,5
840,48.34735576923077,IPM,GM,1,5
870,48.01682692307692,IPM,GM,1,5
900,49.01842948717949,IPM,GM,1,5
930,48.68790064102564,IPM,GM,1,5
960,50.14022435897436,IPM,GM,1,5
990,49.90985576923077,IPM,GM,1,5
1020,50.07011217948718,IPM,GM,1,5
1050,49.328926282051285,IPM,GM,1,5
1080,51.10176282051282,IPM,GM,1,5
1110,52.6943108974359,IPM,GM,1,5
1140,51.90304487179487,IPM,GM,1,5
1170,52.66426282051282,IPM,GM,1,5
1200,53.56570512820513,IPM,GM,1,5
1230,55.10817307692308,IPM,GM,1,5
1260,53.90625,IPM,GM,1,5
1290,52.49399038461539,IPM,GM,1,5
1320,55.749198717948715,IPM,GM,1,5
1350,56.19991987179487,IPM,GM,1,5
1380,57.321714743589745,IPM,GM,1,5
1410,54.296875,IPM,GM,1,5
1440,57.62219551282051,IPM,GM,1,5
1470,56.750801282051285,IPM,GM,1,5
1500,58.29326923076923,IPM,GM,1,5
1530,58.2431891025641,IPM,GM,1,5
1560,57.88261217948718,IPM,GM,1,5
1590,59.01442307692308,IPM,GM,1,5
1620,58.71394230769231,IPM,GM,1,5
1650,59.01442307692308,IPM,GM,1,5
1680,58.854166666666664,IPM,GM,1,5
1710,59.51522435897436,IPM,GM,1,5
1740,60.026041666666664,IPM,GM,1,5
1770,60.9375,IPM,GM,1,5
1800,60.47676282051282,IPM,GM,1,5
1830,61.35817307692308,IPM,GM,1,5
1860,61.00761217948718,IPM,GM,1,5
1890,61.41826923076923,IPM,GM,1,5
1920,62.12940705128205,IPM,GM,1,5
1950,61.77884615384615,IPM,GM,1,5
1980,63.2411858974359,IPM,GM,1,5
2010,62.0693108974359,IPM,GM,1,5
2040,62.72035256410256,IPM,GM,1,5
2070,62.1494391025641,IPM,GM,1,5
2100,61.66866987179487,IPM,GM,1,5
2130,64.09254807692308,IPM,GM,1,5
2160,62.40985576923077,IPM,GM,1,5
2190,63.591746794871796,IPM,GM,1,5
2220,64.8838141025641,IPM,GM,1,5
2250,63.88221153846154,IPM,GM,1,5
2280,65.13421474358974,IPM,GM,1,5
2310,65.37459935897436,IPM,GM,1,5
2340,65.56490384615384,IPM,GM,1,5
2370,65.51482371794872,IPM,GM,1,5
2400,65.38461538461539,IPM,GM,1,5
2430,65.73517628205128,IPM,GM,1,5
2460,65.65504807692308,IPM,GM,1,5
2490,65.46474358974359,IPM,GM,1,5
2520,65.88541666666667,IPM,GM,1,5
2550,65.6650641025641,IPM,GM,1,5
2580,65.47475961538461,IPM,GM,1,5
2610,65.60496794871794,IPM,GM,1,5
2640,65.79527243589743,IPM,GM,1,5
2670,66.00560897435898,IPM,GM,1,5
2700,66.18589743589743,IPM,GM,1,5
2730,66.04567307692308,IPM,GM,1,5
2760,65.60496794871794,IPM,GM,1,5
2790,65.59495192307692,IPM,GM,1,5
2820,66.26602564102564,IPM,GM,1,5
2850,66.22596153846153,IPM,GM,1,5
2880,65.82532051282051,IPM,GM,1,5
2910,65.90544871794872,IPM,GM,1,5
2940,66.26602564102564,IPM,GM,1,5
2970,66.06570512820512,IPM,GM,1,5
3000,66.12580128205128,IPM,GM,1,5
30,24.318910256410255,ALIE,GM,1,5
60,31.71073717948718,ALIE,GM,1,5
90,35.076121794871796,ALIE,GM,1,5
120,37.760416666666664,ALIE,GM,1,5
150,39.50320512820513,ALIE,GM,1,5
180,42.23758012820513,ALIE,GM,1,5
210,43.21915064102564,ALIE,GM,1,5
240,45.86338141025641,ALIE,GM,1,5
270,45.73317307692308,ALIE,GM,1,5
300,46.78485576923077,ALIE,GM,1,5
330,47.526041666666664,ALIE,GM,1,5
360,46.47435897435897,ALIE,GM,1,5
390,47.46594551282051,ALIE,GM,1,5
420,48.94831730769231,ALIE,GM,1,5
450,48.23717948717949,ALIE,GM,1,5
480,47.53605769230769,ALIE,GM,1,5
510,48.52764423076923,ALIE,GM,1,5
540,48.11698717948718,ALIE,GM,1,5
570,47.67628205128205,ALIE,GM,1,5
600,46.78485576923077,ALIE,GM,1,5
630,45.82331730769231,ALIE,GM,1,5
660,47.62620192307692,ALIE,GM,1,5
690,47.35576923076923,ALIE,GM,1,5
720,42.45793269230769,ALIE,GM,1,5
750,45.28245192307692,ALIE,GM,1,5
780,44.451121794871796,ALIE,GM,1,5
810,38.49158653846154,ALIE,GM,1,5
840,44.39102564102564,ALIE,GM,1,5
870,41.96714743589744,ALIE,GM,1,5
900,41.56650641025641,ALIE,GM,1,5
930,39.86378205128205,ALIE,GM,1,5
960,42.04727564102564,ALIE,GM,1,5
990,43.42948717948718,ALIE,GM,1,5
1020,40.20432692307692,ALIE,GM,1,5
1050,41.93709935897436,ALIE,GM,1,5
1080,42.5380608974359,ALIE,GM,1,5
1110,41.88701923076923,ALIE,GM,1,5
1140,40.28445512820513,ALIE,GM,1,5
1170,43.078926282051285,ALIE,GM,1,5
1200,36.07772435897436,ALIE,GM,1,5
1230,40.87540064102564,ALIE,GM,1,5
1260,42.1474358974359,ALIE,GM,1,5
1290,43.30929487179487,ALIE,GM,1,5
1320,41.115785256410255,ALIE,GM,1,5
1350,42.32772435897436,ALIE,GM,1,5
1380,41.42628205128205,ALIE,GM,1,5
1410,33.83413461538461,ALIE,GM,1,5
1440,10.566907051282051,ALIE,GM,1,5
1470,10.9375,ALIE,GM,1,5
1500,10.70713141025641,ALIE,GM,1,5
1530,13.100961538461538,ALIE,GM,1,5
1560,15.194310897435898,ALIE,GM,1,5
1590,13.381410256410257,ALIE,GM,1,5
1620,13.151041666666666,ALIE,GM,1,5
1650,12.449919871794872,ALIE,GM,1,5
1680,14.833733974358974,ALIE,GM,1,5
1710,15.034054487179487,ALIE,GM,1,5
1740,14.433092948717949,ALIE,GM,1,5
1770,16.276041666666668,ALIE,GM,1,5
1800,16.08573717948718,ALIE,GM,1,5
1830,16.08573717948718,ALIE,GM,1,5
1860,12.520032051282051,ALIE,GM,1,5
1890,10.006009615384615,ALIE,GM,1,5
1920,10.006009615384615,ALIE,GM,1,5
1950,10.006009615384615,ALIE,GM,1,5
