Iterations,Accuracy (%),ATK,Aggregator,seed,f
2850,74.61939102564102,mimic,CC,1,5
2880,74.77964743589743,mimic,CC,1,5
2910,74.2588141025641,mimic,CC,1,5
2940,74.67948717948718,mimic,CC,1,5
2970,74.11858974358974,mimic,CC,1,5
3000,74.98998397435898,mimic,CC,1,5
30,13.641826923076923,IPM,CC,1,5
60,22.616185897435898,IPM,CC,1,5
90,26.001602564102566,IPM,CC,1,5
120,25.771233974358974,IPM,CC,1,5
150,26.592548076923077,IPM,CC,1,5
180,30.829326923076923,IPM,CC,1,5
210,29.637419871794872,IPM,CC,1,5
240,33.17307692307692,IPM,CC,1,5
270,31.32011217948718,IPM,CC,1,5
300,34.04447115384615,IPM,CC,1,5
330,34.05448717948718,IPM,CC,1,5
360,35.266426282051285,IPM,CC,1,5
390,35.78725961538461,IPM,CC,1,5
420,37.94070512820513,IPM,CC,1,5
450,36.638621794871796,IPM,CC,1,5
480,36.49839743589744,IPM,CC,1,5
510,40.37459935897436,IPM,CC,1,5
540,38.10096153846154,IPM,CC,1,5
570,37.37980769230769,IPM,CC,1,5
600,36.64863782051282,IPM,CC,1,5
630,38.50160256410256,IPM,CC,1,5
660,35.01602564102564,IPM,CC,1,5
690,33.39342948717949,IPM,CC,1,5
720,38.09094551282051,IPM,CC,1,5
750,39.48317307692308,IPM,CC,1,5
780,39.42307692307692,IPM,CC,1,5
810,38.34134615384615,IPM,CC,1,5
840,39.86378205128205,IPM,CC,1,5
870,39.40304487179487,IPM,CC,1,5
900,42.6181891025641,IPM,CC,1,5
930,43.469551282051285,IPM,CC,1,5
960,36.08774038461539,IPM,CC,1,5
990,28.856169871794872,IPM,CC,1,5
1020,34.8056891025641,IPM,CC,1,5
1050,36.94911858974359,IPM,CC,1,5
1080,38.7119391025641,IPM,CC,1,5
1110,45.592948717948715,IPM,CC,1,5
1140,36.51842948717949,IPM,CC,1,5
1170,44.23076923076923,IPM,CC,1,5
1200,46.9150641025641,IPM,CC,1,5
1230,36.067708333333336,IPM,CC,1,5
1260,38.87219551282051,IPM,CC,1,5
1290,44.611378205128204,IPM,CC,1,5
1320,38.87219551282051,IPM,CC,1,5
1350,34.59535256410256,IPM,CC,1,5
1380,46.84495192307692,IPM,CC,1,5
1410,43.68990384615385,IPM,CC,1,5
1440,37.27964743589744,IPM,CC,1,5
1470,39.75360576923077,IPM,CC,1,5
1500,47.81650641025641,IPM,CC,1,5
1530,39.57331730769231,IPM,CC,1,5
1560,42.42788461538461,IPM,CC,1,5
1590,48.58774038461539,IPM,CC,1,5
1620,40.154246794871796,IPM,CC,1,5
1650,40.154246794871796,IPM,CC,1,5
1680,47.33573717948718,IPM,CC,1,5
1710,42.858573717948715,IPM,CC,1,5
1740,39.1025641025641,IPM,CC,1,5
1770,45.232371794871796,IPM,CC,1,5
1800,49.30889423076923,IPM,CC,1,5
1830,41.97716346153846,IPM,CC,1,5
1860,46.62459935897436,IPM,CC,1,5
1890,49.07852564102564,IPM,CC,1,5
1920,41.095753205128204,IPM,CC,1,5
1950,46.67467948717949,IPM,CC,1,5
1980,45.51282051282051,IPM,CC,1,5
2010,40.21434294871795,IPM,CC,1,5
2040,50.37059294871795,IPM,CC,1,5
2070,43.249198717948715,IPM,CC,1,5
2100,49.69951923076923,IPM,CC,1,5
2130,50.98157051282051,IPM,CC,1,5
2160,43.3193108974359,IPM,CC,1,5
2190,49.509214743589745,IPM,CC,1,5
2220,51.74278846153846,IPM,CC,1,5
2250,39.713541666666664,IPM,CC,1,5
2280,52.48397435897436,IPM,CC,1,5
2310,51.94310897435897,IPM,CC,1,5
2340,51.98317307692308,IPM,CC,1,5
2370,51.96314102564103,IPM,CC,1,5
2400,52.37379807692308,IPM,CC,1,5
2430,52.36378205128205,IPM,CC,1,5
2460,52.40384615384615,IPM,CC,1,5
2490,52.00320512820513,IPM,CC,1,5
2520,52.52403846153846,IPM,CC,1,5
2550,51.9931891025641,IPM,CC,1,5
2580,52.423878205128204,IPM,CC,1,5
2610,51.852964743589745,IPM,CC,1,5
2640,52.04326923076923,IPM,CC,1,5
2670,52.50400641025641,IPM,CC,1,5
2700,52.734375,IPM,CC,1,5
2730,51.76282051282051,IPM,CC,1,5
2760,52.56410256410256,IPM,CC,1,5
2790,52.18349358974359,IPM,CC,1,5
2820,52.96474358974359,IPM,CC,1,5
2850,52.85456730769231,IPM,CC,1,5
2880,52.64423076923077,IPM,CC,1,5
2910,51.77283653846154,IPM,CC,1,5
2940,53.66586538461539,IPM,CC,1,5
2970,52.70432692307692,IPM,CC,1,5
3000,53.11498397435897,IPM,CC,1,5
30,21.98517628205128,ALIE,CC,1,5
60,29.18669871794872,ALIE,CC,1,5
90,34.61538461538461,ALIE,CC,1,5
120,36.29807692307692,ALIE,CC,1,5
150,37.26963141025641,ALIE,CC,1,5
180,40.25440705128205,ALIE,CC,1,5
210,42.25761217948718,ALIE,CC,1,5
240,43.87019230769231,ALIE,CC,1,5
270,46.384214743589745,ALIE,CC,1,5
300,46.223958333333336,ALIE,CC,1,5
330,47.02524038461539,ALIE,CC,1,5
360,47.576121794871796,ALIE,CC,1,5
390,49.58934294871795,ALIE,CC,1,5
420,46.94511217948718,ALIE,CC,1,5
450,49.54927884615385,ALIE,CC,1,5
480,51.34214743589744,ALIE,CC,1,5
510,52.53405448717949,ALIE,CC,1,5
540,53.90625,ALIE,CC,1,5
570,53.72596153846154,ALIE,CC,1,5
600,52.473958333333336,ALIE,CC,1,5
630,54.05649038461539,ALIE,CC,1,5
660,52.734375,ALIE,CC,1,5
690,53.56570512820513,ALIE,CC,1,5
720,52.22355769230769,ALIE,CC,1,5
750,54.016426282051285,ALIE,CC,1,5
780,52.78445512820513,ALIE,CC,1,5
810,51.58253205128205,ALIE,CC,1,5
840,51.9931891025641,ALIE,CC,1,5
870,53.385416666666664,ALIE,CC,1,5
900,48.42748397435897,ALIE,CC,1,5
930,52.52403846153846,ALIE,CC,1,5
960,44.5713141025641,ALIE,CC,1,5
990,45.75320512820513,ALIE,CC,1,5
1020,47.19551282051282,ALIE,CC,1,5
1050,44.47115384615385,ALIE,CC,1,5
1080,46.18389423076923,ALIE,CC,1,5
1110,47.29567307692308,ALIE,CC,1,5
1140,48.83814102564103,ALIE,CC,1,5
1170,39.75360576923077,ALIE,CC,1,5
1200,43.29927884615385,ALIE,CC,1,5
1230,38.591746794871796,ALIE,CC,1,5
1260,42.81850961538461,ALIE,CC,1,5
1290,45.6630608974359,ALIE,CC,1,5
1320,45.87339743589744,ALIE,CC,1,5
1350,44.59134615384615,ALIE,CC,1,5
1380,45.06209935897436,ALIE,CC,1,5
1410,43.36939102564103,ALIE,CC,1,5
1440,28.084935897435898,ALIE,CC,1,5
1470,42.62820512820513,ALIE,CC,1,5
1500,45.12219551282051,ALIE,CC,1,5
1530,45.182291666666664,ALIE,CC,1,5
1560,46.04366987179487,ALIE,CC,1,5
1590,44.89182692307692,ALIE,CC,1,5
1620,45.592948717948715,ALIE,CC,1,5
1650,42.69831730769231,ALIE,CC,1,5
1680,43.76001602564103,ALIE,CC,1,5
1710,44.29086538461539,ALIE,CC,1,5
1740,46.10376602564103,ALIE,CC,1,5
1770,45.47275641025641,ALIE,CC,1,5
1800,42.63822115384615,ALIE,CC,1,5
1830,33.483573717948715,ALIE,CC,1,5
1860,42.6181891025641,ALIE,CC,1,5
1890,41.82692307692308,ALIE,CC,1,5
1920,43.0088141025641,ALIE,CC,1,5
1950,43.56971153846154,ALIE,CC,1,5
1980,43.08894230769231,ALIE,CC,1,5
2010,43.02884615384615,ALIE,CC,1,5
2040,42.297676282051285,ALIE,CC,1,5
2070,39.87379807692308,ALIE,CC,1,5
2100,42.06730769230769,ALIE,CC,1,5
2130,43.77003205128205,ALIE,CC,1,5
2160,44.39102564102564,ALIE,CC,1,5
2190,43.91025641025641,ALIE,CC,1,5
2220,43.93028846153846,ALIE,CC,1,5
2250,30.64903846153846,ALIE,CC,1,5
2280,36.428285256410255,ALIE,CC,1,5
2310,37.810496794871796,ALIE,CC,1,5
2340,39.21274038461539,ALIE,CC,1,5
2370,40.59495192307692,ALIE,CC,1,5
2400,41.38621794871795,ALIE,CC,1,5
2430,39.763621794871796,ALIE,CC,1,5
2460,41.39623397435897,ALIE,CC,1,5
2490,41.15584935897436,ALIE,CC,1,5
2520,40.89543269230769,ALIE,CC,1,5
2550,41.64663461538461,ALIE,CC,1,5
2580,41.72676282051282,ALIE,CC,1,5
2610,41.06570512820513,ALIE,CC,1,5
2640,41.796875,ALIE,CC,1,5
2670,41.63661858974359,ALIE,CC,1,5
2700,41.23597756410256,ALIE,CC,1,5
2730,41.31610576923077,ALIE,CC,1,5
2760,40.43469551282051,ALIE,CC,1,5
2790,40.80528846153846,ALIE,CC,1,5
2820,40.32451923076923,ALIE,CC,1,5
2850,41.10576923076923,ALIE,CC,1,5
2880,39.70352564102564,ALIE,CC,1,5
2910,39.75360576923077,ALIE,CC,1,5
2940,38.982371794871796,ALIE,CC,1,5
2970,37.8505608974359,ALIE,CC,1,5
3000,36.18790064102564,ALIE,CC,1,5
30,14.032451923076923,GA,CC,2,5
60,23.357371794871796,GA,CC,2,5
90,27.153445512820515,GA,CC,2,5
120,30.959535256410255,GA,CC,2,5
150,34.20472756410256,GA,CC,2,5
180,34.39503205128205,GA,CC,2,5
210,33.39342948717949,GA,CC,2,5
240,39.08253205128205,GA,CC,2,5
270,37.43990384615385,GA,CC,2,5
300,37.25961538461539,GA,CC,2,5
330,39.23277243589744,GA,CC,2,5
360,39.8838141025641,GA,CC,2,5
390,40.84535256410256,GA,CC,2,5
420,41.907051282051285,GA,CC,2,5
450,45.51282051282051,GA,CC,2,5
480,44.59134615384615,GA,CC,2,5
510,47.32572115384615,GA,CC,2,5
540,46.23397435897436,GA,CC,2,5
570,43.0088141025641,GA,CC,2,5
600,49.67948717948718,GA,CC,2,5
630,48.7880608974359,GA,CC,2,5
660,52.09334935897436,GA,CC,2,5
690,51.47235576923077,GA,CC,2,5
720,51.822916666666664,GA,CC,2,5
750,50.87139423076923,GA,CC,2,5
780,55.88942307692308,GA,CC,2,5
810,55.31850961538461,GA,CC,2,5
840,55.69911858974359,GA,CC,2,5
870,57.62219551282051,GA,CC,2,5
900,56.540464743589745,GA,CC,2,5
930,54.66746794871795,GA,CC,2,5
960,60.40665064102564,GA,CC,2,5
990,58.03285256410256,GA,CC,2,5
1020,58.693910256410255,GA,CC,2,5
1050,59.55528846153846,GA,CC,2,5
1080,63.50160256410256,GA,CC,2,5
1110,63.86217948717949,GA,CC,2,5
1140,63.06089743589744,GA,CC,2,5
1170,60.35657051282051,GA,CC,2,5
1200,64.36298076923077,GA,CC,2,5
1230,64.25280448717949,GA,CC,2,5
1260,63.671875,GA,CC,2,5
1290,65.1542467948718,GA,CC,2,5
1320,67.35777243589743,GA,CC,2,5
1350,68.37940705128206,GA,CC,2,5
1380,65.96554487179488,GA,CC,2,5
1410,66.76682692307692,GA,CC,2,5
1440,67.8485576923077,GA,CC,2,5
1470,68.7099358974359,GA,CC,2,5
1500,69.68149038461539,GA,CC,2,5
1530,70.12219551282051,GA,CC,2,5
1560,71.02363782051282,GA,CC,2,5
1590,70.98357371794872,GA,CC,2,5
1620,69.8818108974359,GA,CC,2,5
1650,68.0488782051282,GA,CC,2,5
1680,72.36578525641026,GA,CC,2,5
1710,70.96354166666667,GA,CC,2,5
1740,73.44751602564102,GA,CC,2,5
1770,73.49759615384616,GA,CC,2,5
1800,73.9483173076923,GA,CC,2,5
1830,73.7079326923077,GA,CC,2,5
1860,72.5761217948718,GA,CC,2,5
1890,73.65785256410257,GA,CC,2,5
1920,75.71113782051282,GA,CC,2,5
1950,74.57932692307692,GA,CC,2,5
1980,74.50921474358974,GA,CC,2,5
2010,75.8213141025641,GA,CC,2,5
2040,72.75641025641026,GA,CC,2,5
2070,73.59775641025641,GA,CC,2,5
2100,74.15865384615384,GA,CC,2,5
2130,76.72275641025641,GA,CC,2,5
2160,77.71434294871794,GA,CC,2,5
2190,77.17347756410257,GA,CC,2,5
2220,76.30208333333333,GA,CC,2,5
2250,76.66266025641026,GA,CC,2,5
2280,79.9979967948718,GA,CC,2,5
2310,80.21834935897436,GA,CC,2,5
2340,80.3886217948718,GA,CC,2,5
2370,80.39863782051282,GA,CC,2,5
2400,80.32852564102564,GA,CC,2,5
2430,80.49879807692308,GA,CC,2,5
2460,80.47876602564102,GA,CC,2,5
2490,80.61899038461539,GA,CC,2,5
2520,80.5088141025641,GA,CC,2,5
2550,80.61899038461539,GA,CC,2,5
2580,80.70913461538461,GA,CC,2,5
2610,80.57892628205128,GA,CC,2,5
2640,80.64903846153847,GA,CC,2,5
2670,80.67908653846153,GA,CC,2,5
2700,80.68910256410257,GA,CC,2,5
2730,80.83934294871794,GA,CC,2,5
2760,80.74919871794872,GA,CC,2,5
2790,80.75921474358974,GA,CC,2,5
2820,80.8994391025641,GA,CC,2,5
2850,80.91947115384616,GA,CC,2,5
2880,81.01963141025641,GA,CC,2,5
2910,80.90945512820512,GA,CC,2,5
2940,80.96955128205128,GA,CC,2,5
2970,81.09975961538461,GA,CC,2,5
3000,80.88942307692308,GA,CC,2,5
30,14.302884615384615,SF,CC,2,5
60,11.698717948717949,SF,CC,2,5
90,19.76161858974359,SF,CC,2,5
120,16.666666666666668,SF,CC,2,5
150,24.639423076923077,SF,CC,2,5
180,20.622996794871796,SF,CC,2,5
210,22.506009615384617,SF,CC,2,5
240,24.71955128205128,SF,CC,2,5
270,26.702724358974358,SF,CC,2,5
300,27.564102564102566,SF,CC,2,5
330,30.53886217948718,SF,CC,2,5
360,24.208733974358974,SF,CC,2,5
390,22.435897435897434,SF,CC,2,5
420,29.70753205128205,SF,CC,2,5
450,32.49198717948718,SF,CC,2,5
480,24.489182692307693,SF,CC,2,5
510,27.784455128205128,SF,CC,2,5
540,28.21514423076923,SF,CC,2,5
570,31.43028846153846,SF,CC,2,5
600,33.71394230769231,SF,CC,2,5
630,30.659054487179485,SF,CC,2,5
660,35.75721153846154,SF,CC,2,5
690,34.244791666666664,SF,CC,2,5
720,33.03285256410256,SF,CC,2,5
750,35.24639423076923,SF,CC,2,5
780,34.22475961538461,SF,CC,2,5
810,34.51522435897436,SF,CC,2,5
840,36.68870192307692,SF,CC,2,5
870,37.42988782051282,SF,CC,2,5
900,28.81610576923077,SF,CC,2,5
930,34.95592948717949,SF,CC,2,5
960,39.172676282051285,SF,CC,2,5
990,32.27163461538461,SF,CC,2,5
1020,37.15945512820513,SF,CC,2,5
1050,37.73036858974359,SF,CC,2,5
1080,39.89383012820513,SF,CC,2,5
1110,37.51001602564103,SF,CC,2,5
1140,40.92548076923077,SF,CC,2,5
1170,40.03405448717949,SF,CC,2,5
1200,30.388621794871796,SF,CC,2,5
1230,34.4150641025641,SF,CC,2,5
1260,35.78725961538461,SF,CC,2,5
1290,40.56490384615385,SF,CC,2,5
1320,33.11298076923077,SF,CC,2,5
1350,41.64663461538461,SF,CC,2,5
1380,41.18589743589744,SF,CC,2,5
1410,27.784455128205128,SF,CC,2,5
1440,39.38301282051282,SF,CC,2,5
1470,42.00721153846154,SF,CC,2,5
1500,40.905448717948715,SF,CC,2,5
1530,34.81570512820513,SF,CC,2,5
1560,39.07251602564103,SF,CC,2,5
1590,42.42788461538461,SF,CC,2,5
1620,34.92588141025641,SF,CC,2,5
1650,42.467948717948715,SF,CC,2,5
1680,33.34334935897436,SF,CC,2,5
1710,39.57331730769231,SF,CC,2,5
1740,40.47475961538461,SF,CC,2,5
1770,38.53165064102564,SF,CC,2,5
1800,44.38100961538461,SF,CC,2,5
1830,40.40464743589744,SF,CC,2,5
1860,35.55689102564103,SF,CC,2,5
1890,43.98036858974359,SF,CC,2,5
1920,40.1943108974359,SF,CC,2,5
1950,39.64342948717949,SF,CC,2,5
1980,40.94551282051282,SF,CC,2,5
2010,42.21754807692308,SF,CC,2,5
2040,38.3213141025641,SF,CC,2,5
2070,44.35096153846154,SF,CC,2,5
2100,44.44110576923077,SF,CC,2,5
2130,44.68149038461539,SF,CC,2,5
2160,34.58533653846154,SF,CC,2,5
2190,44.80168269230769,SF,CC,2,5
2220,38.49158653846154,SF,CC,2,5
2250,45.12219551282051,SF,CC,2,5
2280,44.65144230769231,SF,CC,2,5
2310,45.10216346153846,SF,CC,2,5
2340,45.052083333333336,SF,CC,2,5
2370,44.93189102564103,SF,CC,2,5
2400,45.3525641025641,SF,CC,2,5
2430,45.442708333333336,SF,CC,2,5
2460,45.19230769230769,SF,CC,2,5
2490,44.65144230769231,SF,CC,2,5
2520,45.6630608974359,SF,CC,2,5
2550,44.85176282051282,SF,CC,2,5
2580,45.002003205128204,SF,CC,2,5
2610,45.33253205128205,SF,CC,2,5
2640,44.451121794871796,SF,CC,2,5
2670,45.07211538461539,SF,CC,2,5
2700,46.013621794871796,SF,CC,2,5
2730,44.26081730769231,SF,CC,2,5
2760,46.26402243589744,SF,CC,2,5
2790,45.7431891025641,SF,CC,2,5
2820,45.77323717948718,SF,CC,2,5
2850,46.33413461538461,SF,CC,2,5
2880,45.84334935897436,SF,CC,2,5
2910,44.95192307692308,SF,CC,2,5
2940,47.06530448717949,SF,CC,2,5
2970,46.404246794871796,SF,CC,2,5
3000,47.06530448717949,SF,CC,2,5
30,23.197115384615383,LF,CC,2,5
60,31.310096153846153,LF,CC,2,5
90,34.05448717948718,LF,CC,2,5
120,32.62219551282051,LF,CC,2,5
150,34.895833333333336,LF,CC,2,5
180,36.227964743589745,LF,CC,2,5
210,40.344551282051285,LF,CC,2,5
240,43.42948717948718,LF,CC,2,5
270,46.18389423076923,LF,CC,2,5
300,45.2724358974359,LF,CC,2,5
330,44.140625,LF,CC,2,5
360,45.63301282051282,LF,CC,2,5
390,49.24879807692308,LF,CC,2,5
420,48.157051282051285,LF,CC,2,5
450,46.86498397435897,LF,CC,2,5
480,49.12860576923077,LF,CC,2,5
510,51.58253205128205,LF,CC,2,5
540,53.67588141025641,LF,CC,2,5
570,52.71434294871795,LF,CC,2,5
600,54.86778846153846,LF,CC,2,5
630,53.9463141025641,LF,CC,2,5
660,58.313301282051285,LF,CC,2,5
690,56.71073717948718,LF,CC,2,5
720,52.50400641025641,LF,CC,2,5
750,59.31490384615385,LF,CC,2,5
780,59.14463141025641,LF,CC,2,5
810,57.39182692307692,LF,CC,2,5
840,58.99439102564103,LF,CC,2,5
870,59.17467948717949,LF,CC,2,5
900,61.23798076923077,LF,CC,2,5
930,61.64863782051282,LF,CC,2,5
960,60.48677884615385,LF,CC,2,5
990,61.608573717948715,LF,CC,2,5
1020,62.57011217948718,LF,CC,2,5
1050,63.37139423076923,LF,CC,2,5
1080,63.76201923076923,LF,CC,2,5
1110,64.03245192307692,LF,CC,2,5
1140,65.73517628205128,LF,CC,2,5
1170,63.92227564102564,LF,CC,2,5
1200,66.3661858974359,LF,CC,2,5
1230,65.2744391025641,LF,CC,2,5
1260,64.98397435897436,LF,CC,2,5
1290,67.42788461538461,LF,CC,2,5
1320,67.58814102564102,LF,CC,2,5
1350,68.18910256410257,LF,CC,2,5
1380,66.03565705128206,LF,CC,2,5
1410,64.87379807692308,LF,CC,2,5
1440,69.63141025641026,LF,CC,2,5
1470,69.91185897435898,LF,CC,2,5
1500,71.14383012820512,LF,CC,2,5
1530,71.03365384615384,LF,CC,2,5
1560,70.13221153846153,LF,CC,2,5
1590,69.74158653846153,LF,CC,2,5
1620,70.22235576923077,LF,CC,2,5
1650,71.23397435897436,LF,CC,2,5
1680,71.22395833333333,LF,CC,2,5
1710,73.19711538461539,LF,CC,2,5
1740,73.44751602564102,LF,CC,2,5
1770,72.48597756410257,LF,CC,2,5
1800,71.62459935897436,LF,CC,2,5
1830,73.02684294871794,LF,CC,2,5
1860,73.8681891025641,LF,CC,2,5
1890,70.3525641025641,LF,CC,2,5
1920,72.27564102564102,LF,CC,2,5
1950,72.65625,LF,CC,2,5
1980,71.25400641025641,LF,CC,2,5
2010,74.22876602564102,LF,CC,2,5
2040,74.90985576923077,LF,CC,2,5
2070,72.1854967948718,LF,CC,2,5
2100,75.0801282051282,LF,CC,2,5
2130,74.98998397435898,LF,CC,2,5
2160,73.17708333333333,LF,CC,2,5
2190,75.64102564102564,LF,CC,2,5
2220,72.60616987179488,LF,CC,2,5
2250,72.83653846153847,LF,CC,2,5
2280,78.2451923076923,LF,CC,2,5
2310,78.67588141025641,LF,CC,2,5
2340,79.01642628205128,LF,CC,2,5
2370,79.32692307692308,LF,CC,2,5
2400,79.35697115384616,LF,CC,2,5
2430,79.22676282051282,LF,CC,2,5
2460,79.42708333333333,LF,CC,2,5
2490,79.42708333333333,LF,CC,2,5
2520,79.32692307692308,LF,CC,2,5
2550,79.52724358974359,LF,CC,2,5
2580,79.40705128205128,LF,CC,2,5
2610,79.57732371794872,LF,CC,2,5
2640,79.58733974358974,LF,CC,2,5
2670,79.74759615384616,LF,CC,2,5
2700,79.59735576923077,LF,CC,2,5
2730,79.3770032051282,LF,CC,2,5
2760,79.69751602564102,LF,CC,2,5
2790,79.6073717948718,LF,CC,2,5
2820,79.84775641025641,LF,CC,2,5
2850,79.40705128205128,LF,CC,2,5
2880,79.6875,LF,CC,2,5
2910,79.77764423076923,LF,CC,2,5
2940,79.70753205128206,LF,CC,2,5
2970,79.79767628205128,LF,CC,2,5
3000,79.81770833333333,LF,CC,2,5
30,12.550080128205128,mimic,CC,2,5
60,12.900641025641026,mimic,CC,2,5
90,14.623397435897436,mimic,CC,2,5
120,16.276041666666668,mimic,CC,2,5
150,21.013621794871796,mimic,CC,2,5
180,20.122195512820515,mimic,CC,2,5
210,24.67948717948718,mimic,CC,2,5
240,26.832932692307693,mimic,CC,2,5
270,23.878205128205128,mimic,CC,2,5
300,28.705929487179485,mimic,CC,2,5
330,29.026442307692307,mimic,CC,2,5
360,31.94110576923077,mimic,CC,2,5
390,33.68389423076923,mimic,CC,2,5
420,38.42147435897436,mimic,CC,2,5
450,29.857772435897434,mimic,CC,2,5
480,33.18309294871795,mimic,CC,2,5
510,41.296073717948715,mimic,CC,2,5
540,38.40144230769231,mimic,CC,2,5
570,36.217948717948715,mimic,CC,2,5
600,43.80008012820513,mimic,CC,2,5
630,42.23758012820513,mimic,CC,2,5
660,37.5,mimic,CC,2,5
690,44.13060897435897,mimic,CC,2,5
720,48.16706730769231,mimic,CC,2,5
750,47.92668269230769,mimic,CC,2,5
780,48.046875,mimic,CC,2,5
810,49.609375,mimic,CC,2,5
840,52.00320512820513,mimic,CC,2,5
870,43.75,mimic,CC,2,5
900,52.15344551282051,mimic,CC,2,5
930,52.40384615384615,mimic,CC,2,5
960,46.46434294871795,mimic,CC,2,5
990,55.04807692307692,mimic,CC,2,5
1020,53.35536858974359,mimic,CC,2,5
1050,55.27844551282051,mimic,CC,2,5
1080,55.0380608974359,mimic,CC,2,5
1110,57.141426282051285,mimic,CC,2,5
1140,53.65584935897436,mimic,CC,2,5
1170,56.45032051282051,mimic,CC,2,5
1200,58.26322115384615,mimic,CC,2,5
1230,57.22155448717949,mimic,CC,2,5
1260,59.15464743589744,mimic,CC,2,5
1290,57.41185897435897,mimic,CC,2,5
1320,57.682291666666664,mimic,CC,2,5
1350,62.4599358974359,mimic,CC,2,5
1380,57.65224358974359,mimic,CC,2,5
1410,60.8974358974359,mimic,CC,2,5
1440,62.25961538461539,mimic,CC,2,5
1470,62.84054487179487,mimic,CC,2,5
1500,65.3145032051282,mimic,CC,2,5
1530,63.79206730769231,mimic,CC,2,5
1560,65.18429487179488,mimic,CC,2,5
1590,65.46474358974359,mimic,CC,2,5
1620,62.28966346153846,mimic,CC,2,5
1650,66.74679487179488,mimic,CC,2,5
1680,68.03886217948718,mimic,CC,2,5
1710,64.69350961538461,mimic,CC,2,5
1740,67.82852564102564,mimic,CC,2,5
1770,66.55649038461539,mimic,CC,2,5
1800,67.58814102564102,mimic,CC,2,5
1830,67.46794871794872,mimic,CC,2,5
1860,65.88541666666667,mimic,CC,2,5
1890,65.55488782051282,mimic,CC,2,5
1920,69.79166666666667,mimic,CC,2,5
1950,71.1338141025641,mimic,CC,2,5
1980,70.11217948717949,mimic,CC,2,5
2010,64.08253205128206,mimic,CC,2,5
2040,72.27564102564102,mimic,CC,2,5
2070,71.72475961538461,mimic,CC,2,5
2100,65.29447115384616,mimic,CC,2,5
2130,72.16546474358974,mimic,CC,2,5
2160,72.6963141025641,mimic,CC,2,5
2190,71.88501602564102,mimic,CC,2,5
2220,73.73798076923077,mimic,CC,2,5
2250,71.68469551282051,mimic,CC,2,5
2280,75.7411858974359,mimic,CC,2,5
2310,75.75120192307692,mimic,CC,2,5
2340,75.55088141025641,mimic,CC,2,5
2370,75.53084935897436,mimic,CC,2,5
2400,75.8213141025641,mimic,CC,2,5
2430,75.78125,mimic,CC,2,5
2460,76.15184294871794,mimic,CC,2,5
2490,75.81129807692308,mimic,CC,2,5
2520,75.94150641025641,mimic,CC,2,5
2550,75.81129807692308,mimic,CC,2,5
2580,75.87139423076923,mimic,CC,2,5
2610,76.08173076923077,mimic,CC,2,5
2640,75.88141025641026,mimic,CC,2,5
2670,76.26201923076923,mimic,CC,2,5
2700,76.58253205128206,mimic,CC,2,5
2730,76.57251602564102,mimic,CC,2,5
2760,76.57251602564102,mimic,CC,2,5
2790,76.58253205128206,mimic,CC,2,5
2820,76.30208333333333,mimic,CC,2,5
2850,76.8729967948718,mimic,CC,2,5
2880,76.55248397435898,mimic,CC,2,5
2910,76.38221153846153,mimic,CC,2,5
2940,76.6025641025641,mimic,CC,2,5
2970,76.6025641025641,mimic,CC,2,5
3000,76.74278846153847,mimic,CC,2,5
30,14.59334935897436,IPM,CC,2,5
60,12.710336538461538,IPM,CC,2,5
90,18.91025641025641,IPM,CC,2,5
120,17.618189102564102,IPM,CC,2,5
150,18.98036858974359,IPM,CC,2,5
180,26.702724358974358,IPM,CC,2,5
210,20.002003205128204,IPM,CC,2,5
240,26.26201923076923,IPM,CC,2,5
270,23.127003205128204,IPM,CC,2,5
300,23.11698717948718,IPM,CC,2,5
330,24.51923076923077,IPM,CC,2,5
360,29.70753205128205,IPM,CC,2,5
390,26.051682692307693,IPM,CC,2,5
420,30.76923076923077,IPM,CC,2,5
450,34.16466346153846,IPM,CC,2,5
480,31.780849358974358,IPM,CC,2,5
510,35.79727564102564,IPM,CC,2,5
540,33.57371794871795,IPM,CC,2,5
570,35.56690705128205,IPM,CC,2,5
600,37.24959935897436,IPM,CC,2,5
630,36.47836538461539,IPM,CC,2,5
660,35.98758012820513,IPM,CC,2,5
690,39.743589743589745,IPM,CC,2,5
720,37.66025641025641,IPM,CC,2,5
750,39.85376602564103,IPM,CC,2,5
780,38.88221153846154,IPM,CC,2,5
810,34.64543269230769,IPM,CC,2,5
840,40.77524038461539,IPM,CC,2,5
870,39.8036858974359,IPM,CC,2,5
900,42.79847756410256,IPM,CC,2,5
930,41.55649038461539,IPM,CC,2,5
960,37.109375,IPM,CC,2,5
990,43.669871794871796,IPM,CC,2,5
1020,44.15064102564103,IPM,CC,2,5
1050,42.17748397435897,IPM,CC,2,5
1080,41.8369391025641,IPM,CC,2,5
1110,43.639823717948715,IPM,CC,2,5
1140,40.124198717948715,IPM,CC,2,5
1170,42.19751602564103,IPM,CC,2,5
1200,44.451121794871796,IPM,CC,2,5
1230,45.68309294871795,IPM,CC,2,5
1260,44.30088141025641,IPM,CC,2,5
1290,42.37780448717949,IPM,CC,2,5
1320,44.38100961538461,IPM,CC,2,5
1350,46.23397435897436,IPM,CC,2,5
1380,47.23557692307692,IPM,CC,2,5
1410,45.3125,IPM,CC,2,5
1440,43.32932692307692,IPM,CC,2,5
1470,46.23397435897436,IPM,CC,2,5
1500,47.395833333333336,IPM,CC,2,5
