Iterations,Accuracy (%),Attack,Aggregator,seed,f,s
1200,97.47596153846153,Mimic,FGC,2,4,0
1230,97.50600961538461,Mimic,FGC,2,4,0
1260,97.62620192307692,Mimic,FGC,2,4,0
1290,97.7363782051282,Mimic,FGC,2,4,0
1320,97.72636217948718,Mimic,FGC,2,4,0
1350,97.58613782051282,Mimic,FGC,2,4,0
1380,97.56610576923077,Mimic,FGC,2,4,0
1410,97.66626602564102,Mimic,FGC,2,4,0
1440,97.80649038461539,Mimic,FGC,2,4,0
1470,97.72636217948718,Mimic,FGC,2,4,0
1500,97.80649038461539,Mimic,FGC,2,4,0
30,33.58373397435897,Mimic,FGC,2,6,0
60,54.84775641025641,Mimic,FGC,2,6,0
90,79.62740384615384,Mimic,FGC,2,6,0
120,80.04807692307692,Mimic,FGC,2,6,0
150,81.69070512820512,Mimic,FGC,2,6,0
180,81.6806891025641,Mimic,FGC,2,6,0
210,86.64863782051282,Mimic,FGC,2,6,0
240,89.85376602564102,Mimic,FGC,2,6,0
270,88.56169871794872,Mimic,FGC,2,6,0
300,90.43469551282051,Mimic,FGC,2,6,0
330,90.46474358974359,Mimic,FGC,2,6,0
360,91.29607371794872,Mimic,FGC,2,6,0
390,92.00721153846153,Mimic,FGC,2,6,0
420,92.76842948717949,Mimic,FGC,2,6,0
450,93.82011217948718,Mimic,FGC,2,6,0
480,93.61979166666667,Mimic,FGC,2,6,0
510,94.23076923076923,Mimic,FGC,2,6,0
540,94.35096153846153,Mimic,FGC,2,6,0
570,95.12219551282051,Mimic,FGC,2,6,0
600,95.07211538461539,Mimic,FGC,2,6,0
630,95.45272435897436,Mimic,FGC,2,6,0
660,95.55288461538461,Mimic,FGC,2,6,0
690,95.91346153846153,Mimic,FGC,2,6,0
720,95.99358974358974,Mimic,FGC,2,6,0
750,95.84334935897436,Mimic,FGC,2,6,0
780,96.2139423076923,Mimic,FGC,2,6,0
810,96.08373397435898,Mimic,FGC,2,6,0
840,96.11378205128206,Mimic,FGC,2,6,0
870,96.51442307692308,Mimic,FGC,2,6,0
900,95.57291666666667,Mimic,FGC,2,6,0
930,96.96514423076923,Mimic,FGC,2,6,0
960,96.94511217948718,Mimic,FGC,2,6,0
990,95.2724358974359,Mimic,FGC,2,6,0
1020,96.41426282051282,Mimic,FGC,2,6,0
1050,96.68469551282051,Mimic,FGC,2,6,0
1080,97.11538461538461,Mimic,FGC,2,6,0
1110,97.13541666666667,Mimic,FGC,2,6,0
1140,96.89503205128206,Mimic,FGC,2,6,0
1170,97.43589743589743,Mimic,FGC,2,6,0
1200,97.3858173076923,Mimic,FGC,2,6,0
1230,97.41586538461539,Mimic,FGC,2,6,0
1260,97.6161858974359,Mimic,FGC,2,6,0
1290,97.45592948717949,Mimic,FGC,2,6,0
1320,97.33573717948718,Mimic,FGC,2,6,0
1350,96.98517628205128,Mimic,FGC,2,6,0
1380,97.67628205128206,Mimic,FGC,2,6,0
1410,97.48597756410257,Mimic,FGC,2,6,0
1440,97.37580128205128,Mimic,FGC,2,6,0
1470,97.68629807692308,Mimic,FGC,2,6,0
1500,97.52604166666667,Mimic,FGC,2,6,0
30,48.147035256410255,ALIE,FGC,2,2,0
60,74.05849358974359,ALIE,FGC,2,2,0
90,80.87940705128206,ALIE,FGC,2,2,0
120,85.57692307692308,ALIE,FGC,2,2,0
150,87.84054487179488,ALIE,FGC,2,2,0
180,89.30288461538461,ALIE,FGC,2,2,0
210,90.5448717948718,ALIE,FGC,2,2,0
240,91.08573717948718,ALIE,FGC,2,2,0
270,92.1073717948718,ALIE,FGC,2,2,0
300,92.39783653846153,ALIE,FGC,2,2,0
330,93.2391826923077,ALIE,FGC,2,2,0
360,93.81009615384616,ALIE,FGC,2,2,0
390,93.95032051282051,ALIE,FGC,2,2,0
420,94.47115384615384,ALIE,FGC,2,2,0
450,94.43108974358974,ALIE,FGC,2,2,0
480,94.94190705128206,ALIE,FGC,2,2,0
510,95.34254807692308,ALIE,FGC,2,2,0
540,95.57291666666667,ALIE,FGC,2,2,0
570,95.5829326923077,ALIE,FGC,2,2,0
600,95.86338141025641,ALIE,FGC,2,2,0
630,95.95352564102564,ALIE,FGC,2,2,0
660,96.07371794871794,ALIE,FGC,2,2,0
690,96.43429487179488,ALIE,FGC,2,2,0
720,96.46434294871794,ALIE,FGC,2,2,0
750,96.46434294871794,ALIE,FGC,2,2,0
780,96.53445512820512,ALIE,FGC,2,2,0
810,96.7948717948718,ALIE,FGC,2,2,0
840,96.7948717948718,ALIE,FGC,2,2,0
870,96.89503205128206,ALIE,FGC,2,2,0
900,97.1454326923077,ALIE,FGC,2,2,0
930,97.3056891025641,ALIE,FGC,2,2,0
960,97.10536858974359,ALIE,FGC,2,2,0
990,97.09535256410257,ALIE,FGC,2,2,0
1020,97.37580128205128,ALIE,FGC,2,2,0
1050,97.44591346153847,ALIE,FGC,2,2,0
1080,97.5761217948718,ALIE,FGC,2,2,0
1110,97.58613782051282,ALIE,FGC,2,2,0
1140,97.65625,ALIE,FGC,2,2,0
1170,97.59615384615384,ALIE,FGC,2,2,0
1200,97.74639423076923,ALIE,FGC,2,2,0
1230,97.85657051282051,ALIE,FGC,2,2,0
1260,97.72636217948718,ALIE,FGC,2,2,0
1290,97.79647435897436,ALIE,FGC,2,2,0
1320,97.89663461538461,ALIE,FGC,2,2,0
1350,97.9266826923077,ALIE,FGC,2,2,0
1380,97.87660256410257,ALIE,FGC,2,2,0
1410,97.90665064102564,ALIE,FGC,2,2,0
1440,98.03685897435898,ALIE,FGC,2,2,0
1470,98.06690705128206,ALIE,FGC,2,2,0
1500,98.1670673076923,ALIE,FGC,2,2,0
30,60.026041666666664,ALIE,FGC,2,4,0
60,75.17027243589743,ALIE,FGC,2,4,0
90,83.56370192307692,ALIE,FGC,2,4,0
120,86.0576923076923,ALIE,FGC,2,4,0
150,87.890625,ALIE,FGC,2,4,0
180,89.87379807692308,ALIE,FGC,2,4,0
210,89.98397435897436,ALIE,FGC,2,4,0
240,91.31610576923077,ALIE,FGC,2,4,0
270,91.8770032051282,ALIE,FGC,2,4,0
300,92.6181891025641,ALIE,FGC,2,4,0
330,92.97876602564102,ALIE,FGC,2,4,0
360,93.12900641025641,ALIE,FGC,2,4,0
390,93.6698717948718,ALIE,FGC,2,4,0
420,93.90024038461539,ALIE,FGC,2,4,0
450,94.13060897435898,ALIE,FGC,2,4,0
480,94.15064102564102,ALIE,FGC,2,4,0
510,94.74158653846153,ALIE,FGC,2,4,0
540,94.51121794871794,ALIE,FGC,2,4,0
570,94.70152243589743,ALIE,FGC,2,4,0
600,95.13221153846153,ALIE,FGC,2,4,0
630,94.73157051282051,ALIE,FGC,2,4,0
660,94.95192307692308,ALIE,FGC,2,4,0
690,94.66145833333333,ALIE,FGC,2,4,0
720,94.5713141025641,ALIE,FGC,2,4,0
750,95.21233974358974,ALIE,FGC,2,4,0
780,95.48277243589743,ALIE,FGC,2,4,0
810,95.76322115384616,ALIE,FGC,2,4,0
840,95.75320512820512,ALIE,FGC,2,4,0
870,95.75320512820512,ALIE,FGC,2,4,0
900,95.85336538461539,ALIE,FGC,2,4,0
930,95.86338141025641,ALIE,FGC,2,4,0
960,96.31410256410257,ALIE,FGC,2,4,0
990,96.19391025641026,ALIE,FGC,2,4,0
1020,96.38421474358974,ALIE,FGC,2,4,0
1050,96.51442307692308,ALIE,FGC,2,4,0
1080,96.20392628205128,ALIE,FGC,2,4,0
1110,96.63461538461539,ALIE,FGC,2,4,0
1140,96.5645032051282,ALIE,FGC,2,4,0
1170,96.42427884615384,ALIE,FGC,2,4,0
1200,96.9551282051282,ALIE,FGC,2,4,0
1230,96.9150641025641,ALIE,FGC,2,4,0
1260,96.65464743589743,ALIE,FGC,2,4,0
1290,97.05528846153847,ALIE,FGC,2,4,0
1320,96.94511217948718,ALIE,FGC,2,4,0
1350,96.9551282051282,ALIE,FGC,2,4,0
1380,97.17548076923077,ALIE,FGC,2,4,0
1410,96.76482371794872,ALIE,FGC,2,4,0
1440,97.20552884615384,ALIE,FGC,2,4,0
1470,97.10536858974359,ALIE,FGC,2,4,0
1500,97.2255608974359,ALIE,FGC,2,4,0
30,31.22996794871795,ALIE,FGC,2,6,0
60,74.54927884615384,ALIE,FGC,2,6,0
90,80.3485576923077,ALIE,FGC,2,6,0
120,86.33814102564102,ALIE,FGC,2,6,0
150,86.6786858974359,ALIE,FGC,2,6,0
180,88.9823717948718,ALIE,FGC,2,6,0
210,90.1943108974359,ALIE,FGC,2,6,0
240,90.77524038461539,ALIE,FGC,2,6,0
270,91.38621794871794,ALIE,FGC,2,6,0
300,91.03565705128206,ALIE,FGC,2,6,0
330,91.0957532051282,ALIE,FGC,2,6,0
360,92.82852564102564,ALIE,FGC,2,6,0
390,92.94871794871794,ALIE,FGC,2,6,0
420,92.5380608974359,ALIE,FGC,2,6,0
450,92.85857371794872,ALIE,FGC,2,6,0
480,92.77844551282051,ALIE,FGC,2,6,0
510,92.41786858974359,ALIE,FGC,2,6,0
540,93.56971153846153,ALIE,FGC,2,6,0
570,93.94030448717949,ALIE,FGC,2,6,0
600,94.29086538461539,ALIE,FGC,2,6,0
630,93.78004807692308,ALIE,FGC,2,6,0
660,94.63141025641026,ALIE,FGC,2,6,0
690,94.28084935897436,ALIE,FGC,2,6,0
720,94.73157051282051,ALIE,FGC,2,6,0
750,94.79166666666667,ALIE,FGC,2,6,0
780,94.67147435897436,ALIE,FGC,2,6,0
810,95.11217948717949,ALIE,FGC,2,6,0
840,95.02203525641026,ALIE,FGC,2,6,0
870,95.54286858974359,ALIE,FGC,2,6,0
900,95.40264423076923,ALIE,FGC,2,6,0
930,95.0020032051282,ALIE,FGC,2,6,0
960,95.53285256410257,ALIE,FGC,2,6,0
990,95.0420673076923,ALIE,FGC,2,6,0
1020,95.7832532051282,ALIE,FGC,2,6,0
1050,95.38261217948718,ALIE,FGC,2,6,0
1080,95.92347756410257,ALIE,FGC,2,6,0
1110,96.04366987179488,ALIE,FGC,2,6,0
1140,95.96354166666667,ALIE,FGC,2,6,0
1170,96.27403846153847,ALIE,FGC,2,6,0
1200,96.08373397435898,ALIE,FGC,2,6,0
1230,95.98357371794872,ALIE,FGC,2,6,0
1260,96.24399038461539,ALIE,FGC,2,6,0
1290,96.19391025641026,ALIE,FGC,2,6,0
1320,96.14383012820512,ALIE,FGC,2,6,0
1350,96.35416666666667,ALIE,FGC,2,6,0
1380,96.3641826923077,ALIE,FGC,2,6,0
1410,96.57451923076923,ALIE,FGC,2,6,0
1440,96.59455128205128,ALIE,FGC,2,6,0
1470,96.875,ALIE,FGC,2,6,0
1500,96.90504807692308,ALIE,FGC,2,6,0
30,45.703125,SF,FGC,2,2,0
60,71.18389423076923,SF,FGC,2,2,0
90,78.7860576923077,SF,FGC,2,2,0
120,83.0829326923077,SF,FGC,2,2,0
150,86.57852564102564,SF,FGC,2,2,0
180,87.1494391025641,SF,FGC,2,2,0
210,88.54166666666667,SF,FGC,2,2,0
240,89.63341346153847,SF,FGC,2,2,0
270,90.63501602564102,SF,FGC,2,2,0
300,91.08573717948718,SF,FGC,2,2,0
330,91.61658653846153,SF,FGC,2,2,0
360,92.42788461538461,SF,FGC,2,2,0
390,92.83854166666667,SF,FGC,2,2,0
420,92.41786858974359,SF,FGC,2,2,0
450,93.19911858974359,SF,FGC,2,2,0
480,93.42948717948718,SF,FGC,2,2,0
510,93.91025641025641,SF,FGC,2,2,0
540,93.77003205128206,SF,FGC,2,2,0
570,94.15064102564102,SF,FGC,2,2,0
600,94.4511217948718,SF,FGC,2,2,0
630,94.62139423076923,SF,FGC,2,2,0
660,94.56129807692308,SF,FGC,2,2,0
690,95.01201923076923,SF,FGC,2,2,0
720,95.17227564102564,SF,FGC,2,2,0
750,95.59294871794872,SF,FGC,2,2,0
780,95.3525641025641,SF,FGC,2,2,0
810,95.3525641025641,SF,FGC,2,2,0
840,95.89342948717949,SF,FGC,2,2,0
870,95.703125,SF,FGC,2,2,0
900,95.86338141025641,SF,FGC,2,2,0
930,95.64302884615384,SF,FGC,2,2,0
960,96.2139423076923,SF,FGC,2,2,0
990,96.28405448717949,SF,FGC,2,2,0
1020,96.46434294871794,SF,FGC,2,2,0
1050,96.37419871794872,SF,FGC,2,2,0
1080,96.63461538461539,SF,FGC,2,2,0
1110,96.9150641025641,SF,FGC,2,2,0
1140,96.88501602564102,SF,FGC,2,2,0
1170,96.85496794871794,SF,FGC,2,2,0
1200,96.81490384615384,SF,FGC,2,2,0
1230,97.11538461538461,SF,FGC,2,2,0
1260,96.97516025641026,SF,FGC,2,2,0
1290,97.1854967948718,SF,FGC,2,2,0
1320,97.3056891025641,SF,FGC,2,2,0
1350,97.19551282051282,SF,FGC,2,2,0
1380,97.15544871794872,SF,FGC,2,2,0
1410,97.13541666666667,SF,FGC,2,2,0
1440,97.3858173076923,SF,FGC,2,2,0
1470,97.47596153846153,SF,FGC,2,2,0
1500,97.60616987179488,SF,FGC,2,2,0
30,50.290464743589745,SF,FGC,2,4,0
60,60.10616987179487,SF,FGC,2,4,0
90,73.3173076923077,SF,FGC,2,4,0
120,79.18669871794872,SF,FGC,2,4,0
150,84.69551282051282,SF,FGC,2,4,0
180,84.04447115384616,SF,FGC,2,4,0
210,87.0292467948718,SF,FGC,2,4,0
240,88.52163461538461,SF,FGC,2,4,0
270,87.95072115384616,SF,FGC,2,4,0
300,90.04407051282051,SF,FGC,2,4,0
330,89.93389423076923,SF,FGC,2,4,0
360,91.4863782051282,SF,FGC,2,4,0
390,91.45633012820512,SF,FGC,2,4,0
420,91.7568108974359,SF,FGC,2,4,0
450,92.32772435897436,SF,FGC,2,4,0
480,92.32772435897436,SF,FGC,2,4,0
510,92.58814102564102,SF,FGC,2,4,0
540,92.70833333333333,SF,FGC,2,4,0
570,93.60977564102564,SF,FGC,2,4,0
600,93.76001602564102,SF,FGC,2,4,0
630,93.6698717948718,SF,FGC,2,4,0
660,93.57972756410257,SF,FGC,2,4,0
690,94.140625,SF,FGC,2,4,0
720,94.34094551282051,SF,FGC,2,4,0
750,94.25080128205128,SF,FGC,2,4,0
780,94.74158653846153,SF,FGC,2,4,0
810,94.66145833333333,SF,FGC,2,4,0
840,95.0420673076923,SF,FGC,2,4,0
870,94.85176282051282,SF,FGC,2,4,0
900,95.07211538461539,SF,FGC,2,4,0
930,94.98197115384616,SF,FGC,2,4,0
960,95.57291666666667,SF,FGC,2,4,0
990,94.98197115384616,SF,FGC,2,4,0
1020,95.57291666666667,SF,FGC,2,4,0
1050,95.6229967948718,SF,FGC,2,4,0
1080,95.99358974358974,SF,FGC,2,4,0
1110,95.93349358974359,SF,FGC,2,4,0
1140,95.73317307692308,SF,FGC,2,4,0
1170,95.98357371794872,SF,FGC,2,4,0
1200,96.1738782051282,SF,FGC,2,4,0
1230,96.14383012820512,SF,FGC,2,4,0
1260,96.26402243589743,SF,FGC,2,4,0
1290,96.12379807692308,SF,FGC,2,4,0
1320,96.3641826923077,SF,FGC,2,4,0
1350,96.1338141025641,SF,FGC,2,4,0
1380,96.58453525641026,SF,FGC,2,4,0
1410,96.85496794871794,SF,FGC,2,4,0
1440,96.77483974358974,SF,FGC,2,4,0
1470,96.71474358974359,SF,FGC,2,4,0
1500,96.55448717948718,SF,FGC,2,4,0
30,3.2952724358974357,SF,FGC,2,6,0
60,9.805689102564102,SF,FGC,2,6,0
90,11.668669871794872,SF,FGC,2,6,0
120,11.929086538461538,SF,FGC,2,6,0
150,18.088942307692307,SF,FGC,2,6,0
180,30.208333333333332,SF,FGC,2,6,0
210,45.803285256410255,SF,FGC,2,6,0
240,60.14623397435897,SF,FGC,2,6,0
270,69.6514423076923,SF,FGC,2,6,0
300,76.30208333333333,SF,FGC,2,6,0
330,70.54286858974359,SF,FGC,2,6,0
360,71.3641826923077,SF,FGC,2,6,0
390,81.04967948717949,SF,FGC,2,6,0
420,77.82451923076923,SF,FGC,2,6,0
450,85.48677884615384,SF,FGC,2,6,0
480,83.6338141025641,SF,FGC,2,6,0
510,87.73036858974359,SF,FGC,2,6,0
540,89.4130608974359,SF,FGC,2,6,0
570,87.80048076923077,SF,FGC,2,6,0
600,90.3545673076923,SF,FGC,2,6,0
630,88.9823717948718,SF,FGC,2,6,0
660,91.31610576923077,SF,FGC,2,6,0
690,89.81370192307692,SF,FGC,2,6,0
720,91.796875,SF,FGC,2,6,0
750,89.91386217948718,SF,FGC,2,6,0
780,92.1875,SF,FGC,2,6,0
810,91.93709935897436,SF,FGC,2,6,0
840,91.15584935897436,SF,FGC,2,6,0
870,92.87860576923077,SF,FGC,2,6,0
900,92.42788461538461,SF,FGC,2,6,0
930,93.38942307692308,SF,FGC,2,6,0
960,91.80689102564102,SF,FGC,2,6,0
990,92.6983173076923,SF,FGC,2,6,0
1020,93.09895833333333,SF,FGC,2,6,0
1050,93.76001602564102,SF,FGC,2,6,0
1080,93.25921474358974,SF,FGC,2,6,0
1110,93.7900641025641,SF,FGC,2,6,0
1140,93.18910256410257,SF,FGC,2,6,0
1170,94.16065705128206,SF,FGC,2,6,0
1200,93.15905448717949,SF,FGC,2,6,0
1230,94.35096153846153,SF,FGC,2,6,0
1260,93.14903846153847,SF,FGC,2,6,0
1290,94.68149038461539,SF,FGC,2,6,0
1320,94.140625,SF,FGC,2,6,0
1350,94.43108974358974,SF,FGC,2,6,0
1380,94.54126602564102,SF,FGC,2,6,0
1410,94.81169871794872,SF,FGC,2,6,0
1440,94.921875,SF,FGC,2,6,0
1470,94.82171474358974,SF,FGC,2,6,0
1500,94.73157051282051,SF,FGC,2,6,0
30,48.28725961538461,IPM,FGC,2,2,0
60,74.15865384615384,IPM,FGC,2,2,0
90,80.67908653846153,IPM,FGC,2,2,0
120,84.8457532051282,IPM,FGC,2,2,0
150,87.7704326923077,IPM,FGC,2,2,0
180,88.84214743589743,IPM,FGC,2,2,0
210,90.3545673076923,IPM,FGC,2,2,0
240,90.34455128205128,IPM,FGC,2,2,0
270,91.55649038461539,IPM,FGC,2,2,0
300,92.37780448717949,IPM,FGC,2,2,0
330,93.02884615384616,IPM,FGC,2,2,0
360,93.57972756410257,IPM,FGC,2,2,0
390,93.96033653846153,IPM,FGC,2,2,0
420,94.1005608974359,IPM,FGC,2,2,0
450,94.40104166666667,IPM,FGC,2,2,0
480,94.8417467948718,IPM,FGC,2,2,0
510,95.12219551282051,IPM,FGC,2,2,0
540,95.32251602564102,IPM,FGC,2,2,0
570,95.46274038461539,IPM,FGC,2,2,0
600,95.68309294871794,IPM,FGC,2,2,0
630,95.81330128205128,IPM,FGC,2,2,0
660,95.83333333333333,IPM,FGC,2,2,0
690,96.28405448717949,IPM,FGC,2,2,0
720,96.46434294871794,IPM,FGC,2,2,0
750,96.6045673076923,IPM,FGC,2,2,0
780,96.46434294871794,IPM,FGC,2,2,0
810,96.67467948717949,IPM,FGC,2,2,0
840,96.86498397435898,IPM,FGC,2,2,0
870,96.9551282051282,IPM,FGC,2,2,0
900,96.96514423076923,IPM,FGC,2,2,0
930,97.15544871794872,IPM,FGC,2,2,0
960,97.10536858974359,IPM,FGC,2,2,0
990,97.02524038461539,IPM,FGC,2,2,0
1020,97.32572115384616,IPM,FGC,2,2,0
1050,97.35576923076923,IPM,FGC,2,2,0
1080,97.46594551282051,IPM,FGC,2,2,0
1110,97.54607371794872,IPM,FGC,2,2,0
1140,97.58613782051282,IPM,FGC,2,2,0
1170,97.5360576923077,IPM,FGC,2,2,0
1200,97.64623397435898,IPM,FGC,2,2,0
1230,97.81650641025641,IPM,FGC,2,2,0
1260,97.74639423076923,IPM,FGC,2,2,0
1290,97.90665064102564,IPM,FGC,2,2,0
1320,97.82652243589743,IPM,FGC,2,2,0
1350,97.85657051282051,IPM,FGC,2,2,0
1380,97.74639423076923,IPM,FGC,2,2,0
1410,97.82652243589743,IPM,FGC,2,2,0
1440,98.0869391025641,IPM,FGC,2,2,0
1470,98.05689102564102,IPM,FGC,2,2,0
1500,98.15705128205128,IPM,FGC,2,2,0
30,59.79567307692308,IPM,FGC,2,4,0
60,76.02163461538461,IPM,FGC,2,4,0
90,78.87620192307692,IPM,FGC,2,4,0
120,85.8573717948718,IPM,FGC,2,4,0
150,86.96915064102564,IPM,FGC,2,4,0
180,87.5400641025641,IPM,FGC,2,4,0
210,89.66346153846153,IPM,FGC,2,4,0
240,89.52323717948718,IPM,FGC,2,4,0
270,91.26602564102564,IPM,FGC,2,4,0
300,91.35616987179488,IPM,FGC,2,4,0
330,92.25761217948718,IPM,FGC,2,4,0
360,92.83854166666667,IPM,FGC,2,4,0
390,93.03886217948718,IPM,FGC,2,4,0
420,93.33934294871794,IPM,FGC,2,4,0
450,93.7099358974359,IPM,FGC,2,4,0
480,93.96033653846153,IPM,FGC,2,4,0
510,94.05048076923077,IPM,FGC,2,4,0
540,94.38100961538461,IPM,FGC,2,4,0
570,94.70152243589743,IPM,FGC,2,4,0
600,94.97195512820512,IPM,FGC,2,4,0
630,94.91185897435898,IPM,FGC,2,4,0
660,95.12219551282051,IPM,FGC,2,4,0
690,94.9619391025641,IPM,FGC,2,4,0
720,95.6229967948718,IPM,FGC,2,4,0
750,95.6630608974359,IPM,FGC,2,4,0
780,95.71314102564102,IPM,FGC,2,4,0
810,95.96354166666667,IPM,FGC,2,4,0
840,95.98357371794872,IPM,FGC,2,4,0
870,96.14383012820512,IPM,FGC,2,4,0
900,96.04366987179488,IPM,FGC,2,4,0
930,96.24399038461539,IPM,FGC,2,4,0
960,96.59455128205128,IPM,FGC,2,4,0
990,96.4443108974359,IPM,FGC,2,4,0
1020,96.65464743589743,IPM,FGC,2,4,0
1050,96.71474358974359,IPM,FGC,2,4,0
1080,96.90504807692308,IPM,FGC,2,4,0
1110,97.06530448717949,IPM,FGC,2,4,0
1140,96.89503205128206,IPM,FGC,2,4,0
1170,96.875,IPM,FGC,2,4,0
1200,97.12540064102564,IPM,FGC,2,4,0
1230,97.10536858974359,IPM,FGC,2,4,0
1260,97.09535256410257,IPM,FGC,2,4,0
1290,97.23557692307692,IPM,FGC,2,4,0
1320,97.13541666666667,IPM,FGC,2,4,0
1350,97.03525641025641,IPM,FGC,2,4,0
1380,97.35576923076923,IPM,FGC,2,4,0
1410,97.41586538461539,IPM,FGC,2,4,0
1440,97.52604166666667,IPM,FGC,2,4,0
1470,97.45592948717949,IPM,FGC,2,4,0
1500,97.46594551282051,IPM,FGC,2,4,0
30,5.859375,IPM,FGC,2,6,0
60,17.748397435897434,IPM,FGC,2,6,0
90,33.38341346153846,IPM,FGC,2,6,0
120,35.47676282051282,IPM,FGC,2,6,0
150,62.75040064102564,IPM,FGC,2,6,0
180,71.80488782051282,IPM,FGC,2,6,0
210,77.27363782051282,IPM,FGC,2,6,0
240,75.83133012820512,IPM,FGC,2,6,0
270,75.16025641025641,IPM,FGC,2,6,0
300,79.71754807692308,IPM,FGC,2,6,0
330,79.39703525641026,IPM,FGC,2,6,0
360,75.48076923076923,IPM,FGC,2,6,0
390,86.99919871794872,IPM,FGC,2,6,0
420,80.76923076923077,IPM,FGC,2,6,0
450,87.20953525641026,IPM,FGC,2,6,0
480,88.1610576923077,IPM,FGC,2,6,0
510,88.80208333333333,IPM,FGC,2,6,0
540,88.52163461538461,IPM,FGC,2,6,0
570,91.07572115384616,IPM,FGC,2,6,0
600,89.7235576923077,IPM,FGC,2,6,0
630,91.21594551282051,IPM,FGC,2,6,0
660,91.00560897435898,IPM,FGC,2,6,0
690,91.84695512820512,IPM,FGC,2,6,0
720,92.23758012820512,IPM,FGC,2,6,0
750,92.2275641025641,IPM,FGC,2,6,0
780,92.83854166666667,IPM,FGC,2,6,0
810,92.83854166666667,IPM,FGC,2,6,0
840,92.8485576923077,IPM,FGC,2,6,0
870,92.62820512820512,IPM,FGC,2,6,0
900,93.49959935897436,IPM,FGC,2,6,0
930,93.3994391025641,IPM,FGC,2,6,0
960,93.8701923076923,IPM,FGC,2,6,0
990,92.46794871794872,IPM,FGC,2,6,0
1020,93.95032051282051,IPM,FGC,2,6,0
1050,93.90024038461539,IPM,FGC,2,6,0
1080,94.09054487179488,IPM,FGC,2,6,0
1110,93.89022435897436,IPM,FGC,2,6,0
1140,94.11057692307692,IPM,FGC,2,6,0
1170,94.42107371794872,IPM,FGC,2,6,0
1200,94.56129807692308,IPM,FGC,2,6,0
1230,94.2207532051282,IPM,FGC,2,6,0
1260,94.40104166666667,IPM,FGC,2,6,0
1290,94.75160256410257,IPM,FGC,2,6,0
1320,94.63141025641026,IPM,FGC,2,6,0
1350,95.11217948717949,IPM,FGC,2,6,0
1380,95.05208333333333,IPM,FGC,2,6,0
1410,95.08213141025641,IPM,FGC,2,6,0
1440,95.1923076923077,IPM,FGC,2,6,0
1470,95.34254807692308,IPM,FGC,2,6,0
1500,95.36258012820512,IPM,FGC,2,6,0
30,60.27644230769231,GA,FGC,3,2,0
60,79.63741987179488,GA,FGC,3,2,0
90,83.92427884615384,GA,FGC,3,2,0
120,87.3798076923077,GA,FGC,3,2,0
150,89.3729967948718,GA,FGC,3,2,0
180,90.22435897435898,GA,FGC,3,2,0
210,91.31610576923077,GA,FGC,3,2,0
240,91.80689102564102,GA,FGC,3,2,0
270,92.60817307692308,GA,FGC,3,2,0
300,93.07892628205128,GA,FGC,3,2,0
330,93.3994391025641,GA,FGC,3,2,0
360,94.13060897435898,GA,FGC,3,2,0
390,94.4911858974359,GA,FGC,3,2,0
420,94.69150641025641,GA,FGC,3,2,0
450,94.8417467948718,GA,FGC,3,2,0
480,95.15224358974359,GA,FGC,3,2,0
510,95.67307692307692,GA,FGC,3,2,0
540,95.56290064102564,GA,FGC,3,2,0
570,95.7832532051282,GA,FGC,3,2,0
600,95.90344551282051,GA,FGC,3,2,0
630,96.1738782051282,GA,FGC,3,2,0
660,96.30408653846153,GA,FGC,3,2,0
690,96.43429487179488,GA,FGC,3,2,0
720,96.70472756410257,GA,FGC,3,2,0
750,96.88501602564102,GA,FGC,3,2,0
780,96.88501602564102,GA,FGC,3,2,0
810,96.97516025641026,GA,FGC,3,2,0
840,97.16546474358974,GA,FGC,3,2,0
870,97.1854967948718,GA,FGC,3,2,0
900,97.31570512820512,GA,FGC,3,2,0
930,97.24559294871794,GA,FGC,3,2,0
960,97.33573717948718,GA,FGC,3,2,0
990,97.52604166666667,GA,FGC,3,2,0
1020,97.52604166666667,GA,FGC,3,2,0
1050,97.56610576923077,GA,FGC,3,2,0
1080,97.6161858974359,GA,FGC,3,2,0
1110,97.7764423076923,GA,FGC,3,2,0
1140,97.76642628205128,GA,FGC,3,2,0
1170,97.70633012820512,GA,FGC,3,2,0
1200,97.82652243589743,GA,FGC,3,2,0
1230,97.89663461538461,GA,FGC,3,2,0
1260,97.97676282051282,GA,FGC,3,2,0
1290,97.9667467948718,GA,FGC,3,2,0
1320,98.01682692307692,GA,FGC,3,2,0
1350,97.98677884615384,GA,FGC,3,2,0
1380,98.02684294871794,GA,FGC,3,2,0
1410,98.11698717948718,GA,FGC,3,2,0
1440,98.10697115384616,GA,FGC,3,2,0
1470,98.09695512820512,GA,FGC,3,2,0
1500,98.1270032051282,GA,FGC,3,2,0
30,65.95552884615384,GA,FGC,3,4,0
60,80.39863782051282,GA,FGC,3,4,0
90,84.61538461538461,GA,FGC,3,4,0
120,86.50841346153847,GA,FGC,3,4,0
150,89.0625,GA,FGC,3,4,0
180,90.1542467948718,GA,FGC,3,4,0
210,91.22596153846153,GA,FGC,3,4,0
240,91.92708333333333,GA,FGC,3,4,0
270,92.6983173076923,GA,FGC,3,4,0
300,93.01883012820512,GA,FGC,3,4,0
330,93.42948717948718,GA,FGC,3,4,0
360,93.88020833333333,GA,FGC,3,4,0
390,94.36097756410257,GA,FGC,3,4,0
420,94.58133012820512,GA,FGC,3,4,0
