Iterations,Accuracy (%),Attack,Aggregator,seed,niid,s
1020,96.63461538461539,ALIE,FGC,2,0.4,0
1050,96.875,ALIE,FGC,2,0.4,0
1080,96.80488782051282,ALIE,FGC,2,0.4,0
1110,97.05528846153847,ALIE,FGC,2,0.4,0
1140,96.89503205128206,ALIE,FGC,2,0.4,0
1170,97.27564102564102,ALIE,FGC,2,0.4,0
1200,96.9150641025641,ALIE,FGC,2,0.4,0
1230,97.265625,ALIE,FGC,2,0.4,0
1260,97.10536858974359,ALIE,FGC,2,0.4,0
1290,97.48597756410257,ALIE,FGC,2,0.4,0
1320,97.24559294871794,ALIE,FGC,2,0.4,0
1350,97.35576923076923,ALIE,FGC,2,0.4,0
1380,97.3056891025641,ALIE,FGC,2,0.4,0
1410,97.47596153846153,ALIE,FGC,2,0.4,0
1440,97.56610576923077,ALIE,FGC,2,0.4,0
1470,97.75641025641026,ALIE,FGC,2,0.4,0
1500,97.55608974358974,ALIE,FGC,2,0.4,0
30,47.65625,ALIE,FGC,2,0.5,0
60,74.2588141025641,ALIE,FGC,2,0.5,0
90,82.59214743589743,ALIE,FGC,2,0.5,0
120,84.42508012820512,ALIE,FGC,2,0.5,0
150,88.03084935897436,ALIE,FGC,2,0.5,0
180,89.27283653846153,ALIE,FGC,2,0.5,0
210,90.48477564102564,ALIE,FGC,2,0.5,0
240,91.43629807692308,ALIE,FGC,2,0.5,0
270,92.2676282051282,ALIE,FGC,2,0.5,0
300,92.36778846153847,ALIE,FGC,2,0.5,0
330,92.73838141025641,ALIE,FGC,2,0.5,0
360,93.2792467948718,ALIE,FGC,2,0.5,0
390,93.359375,ALIE,FGC,2,0.5,0
420,93.88020833333333,ALIE,FGC,2,0.5,0
450,93.7099358974359,ALIE,FGC,2,0.5,0
480,93.95032051282051,ALIE,FGC,2,0.5,0
510,94.4110576923077,ALIE,FGC,2,0.5,0
540,94.35096153846153,ALIE,FGC,2,0.5,0
570,94.67147435897436,ALIE,FGC,2,0.5,0
600,94.6514423076923,ALIE,FGC,2,0.5,0
630,94.90184294871794,ALIE,FGC,2,0.5,0
660,94.82171474358974,ALIE,FGC,2,0.5,0
690,94.69150641025641,ALIE,FGC,2,0.5,0
720,95.29246794871794,ALIE,FGC,2,0.5,0
750,95.10216346153847,ALIE,FGC,2,0.5,0
780,95.13221153846153,ALIE,FGC,2,0.5,0
810,95.76322115384616,ALIE,FGC,2,0.5,0
840,95.61298076923077,ALIE,FGC,2,0.5,0
870,95.49278846153847,ALIE,FGC,2,0.5,0
900,95.89342948717949,ALIE,FGC,2,0.5,0
930,96.12379807692308,ALIE,FGC,2,0.5,0
960,95.9735576923077,ALIE,FGC,2,0.5,0
990,96.1338141025641,ALIE,FGC,2,0.5,0
1020,96.1738782051282,ALIE,FGC,2,0.5,0
1050,96.38421474358974,ALIE,FGC,2,0.5,0
1080,96.63461538461539,ALIE,FGC,2,0.5,0
1110,96.38421474358974,ALIE,FGC,2,0.5,0
1140,96.81490384615384,ALIE,FGC,2,0.5,0
1170,96.7948717948718,ALIE,FGC,2,0.5,0
1200,96.73477564102564,ALIE,FGC,2,0.5,0
1230,96.96514423076923,ALIE,FGC,2,0.5,0
1260,97.01522435897436,ALIE,FGC,2,0.5,0
1290,97.06530448717949,ALIE,FGC,2,0.5,0
1320,97.03525641025641,ALIE,FGC,2,0.5,0
1350,96.94511217948718,ALIE,FGC,2,0.5,0
1380,97.00520833333333,ALIE,FGC,2,0.5,0
1410,97.10536858974359,ALIE,FGC,2,0.5,0
1440,97.37580128205128,ALIE,FGC,2,0.5,0
1470,97.11538461538461,ALIE,FGC,2,0.5,0
1500,97.24559294871794,ALIE,FGC,2,0.5,0
30,55.388621794871796,ALIE,FGC,2,0.6,0
60,75.5108173076923,ALIE,FGC,2,0.6,0
90,82.08133012820512,ALIE,FGC,2,0.6,0
120,86.03766025641026,ALIE,FGC,2,0.6,0
150,87.29967948717949,ALIE,FGC,2,0.6,0
180,89.31290064102564,ALIE,FGC,2,0.6,0
210,90.20432692307692,ALIE,FGC,2,0.6,0
240,90.67508012820512,ALIE,FGC,2,0.6,0
270,91.72676282051282,ALIE,FGC,2,0.6,0
300,91.82692307692308,ALIE,FGC,2,0.6,0
330,91.80689102564102,ALIE,FGC,2,0.6,0
360,92.79847756410257,ALIE,FGC,2,0.6,0
390,93.3193108974359,ALIE,FGC,2,0.6,0
420,93.359375,ALIE,FGC,2,0.6,0
450,93.3994391025641,ALIE,FGC,2,0.6,0
480,93.97035256410257,ALIE,FGC,2,0.6,0
510,93.2391826923077,ALIE,FGC,2,0.6,0
540,94.2608173076923,ALIE,FGC,2,0.6,0
570,93.95032051282051,ALIE,FGC,2,0.6,0
600,94.23076923076923,ALIE,FGC,2,0.6,0
630,94.47115384615384,ALIE,FGC,2,0.6,0
660,94.68149038461539,ALIE,FGC,2,0.6,0
690,94.32091346153847,ALIE,FGC,2,0.6,0
720,94.24078525641026,ALIE,FGC,2,0.6,0
750,94.53125,ALIE,FGC,2,0.6,0
780,95.01201923076923,ALIE,FGC,2,0.6,0
810,94.29086538461539,ALIE,FGC,2,0.6,0
840,95.3926282051282,ALIE,FGC,2,0.6,0
870,95.16225961538461,ALIE,FGC,2,0.6,0
900,95.21233974358974,ALIE,FGC,2,0.6,0
930,94.82171474358974,ALIE,FGC,2,0.6,0
960,95.81330128205128,ALIE,FGC,2,0.6,0
990,95.45272435897436,ALIE,FGC,2,0.6,0
1020,95.81330128205128,ALIE,FGC,2,0.6,0
1050,95.83333333333333,ALIE,FGC,2,0.6,0
1080,95.99358974358974,ALIE,FGC,2,0.6,0
1110,96.22395833333333,ALIE,FGC,2,0.6,0
1140,96.14383012820512,ALIE,FGC,2,0.6,0
1170,96.32411858974359,ALIE,FGC,2,0.6,0
1200,96.04366987179488,ALIE,FGC,2,0.6,0
1230,96.1738782051282,ALIE,FGC,2,0.6,0
1260,96.6045673076923,ALIE,FGC,2,0.6,0
1290,96.54447115384616,ALIE,FGC,2,0.6,0
1320,96.34415064102564,ALIE,FGC,2,0.6,0
1350,96.58453525641026,ALIE,FGC,2,0.6,0
1380,96.77483974358974,ALIE,FGC,2,0.6,0
1410,96.65464743589743,ALIE,FGC,2,0.6,0
1440,96.7548076923077,ALIE,FGC,2,0.6,0
1470,97.13541666666667,ALIE,FGC,2,0.6,0
1500,96.78485576923077,ALIE,FGC,2,0.6,0
30,35.657051282051285,SF,FGC,2,0.4,0
60,40.755208333333336,SF,FGC,2,0.4,0
90,61.78886217948718,SF,FGC,2,0.4,0
120,76.78285256410257,SF,FGC,2,0.4,0
150,79.14663461538461,SF,FGC,2,0.4,0
180,85.32652243589743,SF,FGC,2,0.4,0
210,86.08774038461539,SF,FGC,2,0.4,0
240,88.00080128205128,SF,FGC,2,0.4,0
270,88.6318108974359,SF,FGC,2,0.4,0
300,89.28285256410257,SF,FGC,2,0.4,0
330,90.1542467948718,SF,FGC,2,0.4,0
360,90.60496794871794,SF,FGC,2,0.4,0
390,91.45633012820512,SF,FGC,2,0.4,0
420,91.12580128205128,SF,FGC,2,0.4,0
450,92.46794871794872,SF,FGC,2,0.4,0
480,91.58653846153847,SF,FGC,2,0.4,0
510,93.37940705128206,SF,FGC,2,0.4,0
540,93.16907051282051,SF,FGC,2,0.4,0
570,92.81850961538461,SF,FGC,2,0.4,0
600,93.45953525641026,SF,FGC,2,0.4,0
630,93.80008012820512,SF,FGC,2,0.4,0
660,93.75,SF,FGC,2,0.4,0
690,93.95032051282051,SF,FGC,2,0.4,0
720,94.40104166666667,SF,FGC,2,0.4,0
750,94.50120192307692,SF,FGC,2,0.4,0
780,94.34094551282051,SF,FGC,2,0.4,0
810,94.78165064102564,SF,FGC,2,0.4,0
840,94.69150641025641,SF,FGC,2,0.4,0
870,94.75160256410257,SF,FGC,2,0.4,0
900,94.78165064102564,SF,FGC,2,0.4,0
930,94.97195512820512,SF,FGC,2,0.4,0
960,95.22235576923077,SF,FGC,2,0.4,0
990,94.77163461538461,SF,FGC,2,0.4,0
1020,95.13221153846153,SF,FGC,2,0.4,0
1050,95.72315705128206,SF,FGC,2,0.4,0
1080,95.3926282051282,SF,FGC,2,0.4,0
1110,95.71314102564102,SF,FGC,2,0.4,0
1140,95.71314102564102,SF,FGC,2,0.4,0
1170,96.09375,SF,FGC,2,0.4,0
1200,95.98357371794872,SF,FGC,2,0.4,0
1230,96.02363782051282,SF,FGC,2,0.4,0
1260,96.11378205128206,SF,FGC,2,0.4,0
1290,96.27403846153847,SF,FGC,2,0.4,0
1320,96.50440705128206,SF,FGC,2,0.4,0
1350,96.34415064102564,SF,FGC,2,0.4,0
1380,96.63461538461539,SF,FGC,2,0.4,0
1410,96.70472756410257,SF,FGC,2,0.4,0
1440,96.54447115384616,SF,FGC,2,0.4,0
1470,96.69471153846153,SF,FGC,2,0.4,0
1500,96.82491987179488,SF,FGC,2,0.4,0
30,17.708333333333332,SF,FGC,2,0.5,0
60,30.18830128205128,SF,FGC,2,0.5,0
90,44.611378205128204,SF,FGC,2,0.5,0
120,54.006410256410255,SF,FGC,2,0.5,0
150,79.11658653846153,SF,FGC,2,0.5,0
180,77.8145032051282,SF,FGC,2,0.5,0
210,85.05608974358974,SF,FGC,2,0.5,0
240,85.43669871794872,SF,FGC,2,0.5,0
270,87.32972756410257,SF,FGC,2,0.5,0
300,88.48157051282051,SF,FGC,2,0.5,0
330,88.66185897435898,SF,FGC,2,0.5,0
360,89.7636217948718,SF,FGC,2,0.5,0
390,90.64503205128206,SF,FGC,2,0.5,0
420,91.12580128205128,SF,FGC,2,0.5,0
450,91.57652243589743,SF,FGC,2,0.5,0
480,92.11738782051282,SF,FGC,2,0.5,0
510,92.11738782051282,SF,FGC,2,0.5,0
540,93.01883012820512,SF,FGC,2,0.5,0
570,92.80849358974359,SF,FGC,2,0.5,0
600,93.46955128205128,SF,FGC,2,0.5,0
630,93.86017628205128,SF,FGC,2,0.5,0
660,93.73998397435898,SF,FGC,2,0.5,0
690,94.20072115384616,SF,FGC,2,0.5,0
720,94.30088141025641,SF,FGC,2,0.5,0
750,94.31089743589743,SF,FGC,2,0.5,0
780,94.71153846153847,SF,FGC,2,0.5,0
810,94.78165064102564,SF,FGC,2,0.5,0
840,94.67147435897436,SF,FGC,2,0.5,0
870,94.98197115384616,SF,FGC,2,0.5,0
900,95.25240384615384,SF,FGC,2,0.5,0
930,95.32251602564102,SF,FGC,2,0.5,0
960,95.37259615384616,SF,FGC,2,0.5,0
990,95.49278846153847,SF,FGC,2,0.5,0
1020,95.90344551282051,SF,FGC,2,0.5,0
1050,95.89342948717949,SF,FGC,2,0.5,0
1080,96.06370192307692,SF,FGC,2,0.5,0
1110,96.22395833333333,SF,FGC,2,0.5,0
1140,96.07371794871794,SF,FGC,2,0.5,0
1170,96.27403846153847,SF,FGC,2,0.5,0
1200,96.5645032051282,SF,FGC,2,0.5,0
1230,96.6045673076923,SF,FGC,2,0.5,0
1260,96.53445512820512,SF,FGC,2,0.5,0
1290,96.68469551282051,SF,FGC,2,0.5,0
1320,96.70472756410257,SF,FGC,2,0.5,0
1350,96.74479166666667,SF,FGC,2,0.5,0
1380,96.84495192307692,SF,FGC,2,0.5,0
1410,96.9951923076923,SF,FGC,2,0.5,0
1440,96.81490384615384,SF,FGC,2,0.5,0
1470,97.04527243589743,SF,FGC,2,0.5,0
1500,97.15544871794872,SF,FGC,2,0.5,0
30,10.29647435897436,SF,FGC,2,0.6,0
60,31.209935897435898,SF,FGC,2,0.6,0
90,31.219951923076923,SF,FGC,2,0.6,0
120,42.15745192307692,SF,FGC,2,0.6,0
150,51.00160256410256,SF,FGC,2,0.6,0
180,69.2207532051282,SF,FGC,2,0.6,0
210,75.03004807692308,SF,FGC,2,0.6,0
240,79.09655448717949,SF,FGC,2,0.6,0
270,83.27323717948718,SF,FGC,2,0.6,0
300,84.55528846153847,SF,FGC,2,0.6,0
330,88.47155448717949,SF,FGC,2,0.6,0
360,88.14102564102564,SF,FGC,2,0.6,0
390,90.06410256410257,SF,FGC,2,0.6,0
420,89.20272435897436,SF,FGC,2,0.6,0
450,90.39463141025641,SF,FGC,2,0.6,0
480,91.23597756410257,SF,FGC,2,0.6,0
510,90.67508012820512,SF,FGC,2,0.6,0
540,92.2275641025641,SF,FGC,2,0.6,0
570,92.00721153846153,SF,FGC,2,0.6,0
600,91.78685897435898,SF,FGC,2,0.6,0
630,92.98878205128206,SF,FGC,2,0.6,0
660,92.6983173076923,SF,FGC,2,0.6,0
690,93.16907051282051,SF,FGC,2,0.6,0
720,93.89022435897436,SF,FGC,2,0.6,0
750,93.36939102564102,SF,FGC,2,0.6,0
780,93.4795673076923,SF,FGC,2,0.6,0
810,94.42107371794872,SF,FGC,2,0.6,0
840,94.2608173076923,SF,FGC,2,0.6,0
870,94.77163461538461,SF,FGC,2,0.6,0
900,94.9619391025641,SF,FGC,2,0.6,0
930,94.48116987179488,SF,FGC,2,0.6,0
960,94.86177884615384,SF,FGC,2,0.6,0
990,95.0020032051282,SF,FGC,2,0.6,0
1020,95.3525641025641,SF,FGC,2,0.6,0
1050,95.8233173076923,SF,FGC,2,0.6,0
1080,95.56290064102564,SF,FGC,2,0.6,0
1110,95.95352564102564,SF,FGC,2,0.6,0
1140,96.08373397435898,SF,FGC,2,0.6,0
1170,95.75320512820512,SF,FGC,2,0.6,0
1200,96.1738782051282,SF,FGC,2,0.6,0
1230,96.23397435897436,SF,FGC,2,0.6,0
1260,96.30408653846153,SF,FGC,2,0.6,0
1290,96.61458333333333,SF,FGC,2,0.6,0
1320,96.47435897435898,SF,FGC,2,0.6,0
1350,96.31410256410257,SF,FGC,2,0.6,0
1380,96.27403846153847,SF,FGC,2,0.6,0
1410,96.54447115384616,SF,FGC,2,0.6,0
1440,96.69471153846153,SF,FGC,2,0.6,0
1470,96.90504807692308,SF,FGC,2,0.6,0
1500,96.78485576923077,SF,FGC,2,0.6,0
30,36.91907051282051,IPM,FGC,2,0.4,0
60,67.5380608974359,IPM,FGC,2,0.4,0
90,79.1766826923077,IPM,FGC,2,0.4,0
120,83.57371794871794,IPM,FGC,2,0.4,0
150,86.42828525641026,IPM,FGC,2,0.4,0
180,87.87059294871794,IPM,FGC,2,0.4,0
210,89.56330128205128,IPM,FGC,2,0.4,0
240,90.7451923076923,IPM,FGC,2,0.4,0
270,91.00560897435898,IPM,FGC,2,0.4,0
300,92.24759615384616,IPM,FGC,2,0.4,0
330,92.55809294871794,IPM,FGC,2,0.4,0
360,92.8485576923077,IPM,FGC,2,0.4,0
390,93.55969551282051,IPM,FGC,2,0.4,0
420,93.55969551282051,IPM,FGC,2,0.4,0
450,93.82011217948718,IPM,FGC,2,0.4,0
480,94.31089743589743,IPM,FGC,2,0.4,0
510,94.32091346153847,IPM,FGC,2,0.4,0
540,94.86177884615384,IPM,FGC,2,0.4,0
570,94.66145833333333,IPM,FGC,2,0.4,0
600,94.79166666666667,IPM,FGC,2,0.4,0
630,95.22235576923077,IPM,FGC,2,0.4,0
660,95.07211538461539,IPM,FGC,2,0.4,0
690,95.46274038461539,IPM,FGC,2,0.4,0
720,95.8233173076923,IPM,FGC,2,0.4,0
750,95.703125,IPM,FGC,2,0.4,0
780,96.03365384615384,IPM,FGC,2,0.4,0
810,96.27403846153847,IPM,FGC,2,0.4,0
840,96.16386217948718,IPM,FGC,2,0.4,0
870,96.26402243589743,IPM,FGC,2,0.4,0
900,96.43429487179488,IPM,FGC,2,0.4,0
930,96.59455128205128,IPM,FGC,2,0.4,0
960,96.69471153846153,IPM,FGC,2,0.4,0
990,96.70472756410257,IPM,FGC,2,0.4,0
1020,96.88501602564102,IPM,FGC,2,0.4,0
1050,96.9951923076923,IPM,FGC,2,0.4,0
1080,96.85496794871794,IPM,FGC,2,0.4,0
1110,97.02524038461539,IPM,FGC,2,0.4,0
1140,97.19551282051282,IPM,FGC,2,0.4,0
1170,97.31570512820512,IPM,FGC,2,0.4,0
1200,97.20552884615384,IPM,FGC,2,0.4,0
1230,97.36578525641026,IPM,FGC,2,0.4,0
1260,97.37580128205128,IPM,FGC,2,0.4,0
1290,97.39583333333333,IPM,FGC,2,0.4,0
1320,97.46594551282051,IPM,FGC,2,0.4,0
1350,97.47596153846153,IPM,FGC,2,0.4,0
1380,97.58613782051282,IPM,FGC,2,0.4,0
1410,97.66626602564102,IPM,FGC,2,0.4,0
1440,97.6161858974359,IPM,FGC,2,0.4,0
1470,97.60616987179488,IPM,FGC,2,0.4,0
1500,97.7363782051282,IPM,FGC,2,0.4,0
30,40.6650641025641,IPM,FGC,2,0.5,0
60,65.82532051282051,IPM,FGC,2,0.5,0
90,80.65905448717949,IPM,FGC,2,0.5,0
120,83.40344551282051,IPM,FGC,2,0.5,0
150,86.00761217948718,IPM,FGC,2,0.5,0
180,86.55849358974359,IPM,FGC,2,0.5,0
210,88.99238782051282,IPM,FGC,2,0.5,0
240,89.97395833333333,IPM,FGC,2,0.5,0
270,90.96554487179488,IPM,FGC,2,0.5,0
300,91.41626602564102,IPM,FGC,2,0.5,0
330,91.7167467948718,IPM,FGC,2,0.5,0
360,92.83854166666667,IPM,FGC,2,0.5,0
390,92.1875,IPM,FGC,2,0.5,0
420,93.11899038461539,IPM,FGC,2,0.5,0
450,93.46955128205128,IPM,FGC,2,0.5,0
480,94.140625,IPM,FGC,2,0.5,0
510,94.38100961538461,IPM,FGC,2,0.5,0
540,94.17067307692308,IPM,FGC,2,0.5,0
570,94.74158653846153,IPM,FGC,2,0.5,0
600,94.90184294871794,IPM,FGC,2,0.5,0
630,95.03205128205128,IPM,FGC,2,0.5,0
660,95.11217948717949,IPM,FGC,2,0.5,0
690,95.33253205128206,IPM,FGC,2,0.5,0
720,95.60296474358974,IPM,FGC,2,0.5,0
750,95.71314102564102,IPM,FGC,2,0.5,0
780,95.85336538461539,IPM,FGC,2,0.5,0
810,96.04366987179488,IPM,FGC,2,0.5,0
840,95.7431891025641,IPM,FGC,2,0.5,0
870,96.0136217948718,IPM,FGC,2,0.5,0
900,96.35416666666667,IPM,FGC,2,0.5,0
930,96.18389423076923,IPM,FGC,2,0.5,0
960,96.31410256410257,IPM,FGC,2,0.5,0
990,96.61458333333333,IPM,FGC,2,0.5,0
1020,96.63461538461539,IPM,FGC,2,0.5,0
1050,96.77483974358974,IPM,FGC,2,0.5,0
1080,96.73477564102564,IPM,FGC,2,0.5,0
1110,96.90504807692308,IPM,FGC,2,0.5,0
1140,97.03525641025641,IPM,FGC,2,0.5,0
1170,97.05528846153847,IPM,FGC,2,0.5,0
1200,97.28565705128206,IPM,FGC,2,0.5,0
1230,97.25560897435898,IPM,FGC,2,0.5,0
1260,97.09535256410257,IPM,FGC,2,0.5,0
1290,97.43589743589743,IPM,FGC,2,0.5,0
1320,97.33573717948718,IPM,FGC,2,0.5,0
1350,97.3457532051282,IPM,FGC,2,0.5,0
1380,97.45592948717949,IPM,FGC,2,0.5,0
1410,97.56610576923077,IPM,FGC,2,0.5,0
1440,97.45592948717949,IPM,FGC,2,0.5,0
1470,97.6963141025641,IPM,FGC,2,0.5,0
1500,97.58613782051282,IPM,FGC,2,0.5,0
30,42.35777243589744,IPM,FGC,2,0.6,0
60,62.790464743589745,IPM,FGC,2,0.6,0
90,78.71594551282051,IPM,FGC,2,0.6,0
120,82.94270833333333,IPM,FGC,2,0.6,0
150,84.62540064102564,IPM,FGC,2,0.6,0
180,85.91746794871794,IPM,FGC,2,0.6,0
210,86.91907051282051,IPM,FGC,2,0.6,0
240,88.61177884615384,IPM,FGC,2,0.6,0
270,90.33453525641026,IPM,FGC,2,0.6,0
300,90.33453525641026,IPM,FGC,2,0.6,0
330,91.26602564102564,IPM,FGC,2,0.6,0
360,91.51642628205128,IPM,FGC,2,0.6,0
390,92.07732371794872,IPM,FGC,2,0.6,0
420,92.44791666666667,IPM,FGC,2,0.6,0
450,93.25921474358974,IPM,FGC,2,0.6,0
480,92.96875,IPM,FGC,2,0.6,0
510,92.66826923076923,IPM,FGC,2,0.6,0
540,94.2608173076923,IPM,FGC,2,0.6,0
570,94.04046474358974,IPM,FGC,2,0.6,0
600,94.05048076923077,IPM,FGC,2,0.6,0
630,94.36097756410257,IPM,FGC,2,0.6,0
660,94.140625,IPM,FGC,2,0.6,0
690,94.87179487179488,IPM,FGC,2,0.6,0
720,95.32251602564102,IPM,FGC,2,0.6,0
750,95.12219551282051,IPM,FGC,2,0.6,0
780,95.47275641025641,IPM,FGC,2,0.6,0
810,95.73317307692308,IPM,FGC,2,0.6,0
840,95.81330128205128,IPM,FGC,2,0.6,0
870,96.04366987179488,IPM,FGC,2,0.6,0
900,96.11378205128206,IPM,FGC,2,0.6,0
930,96.24399038461539,IPM,FGC,2,0.6,0
960,96.54447115384616,IPM,FGC,2,0.6,0
990,96.23397435897436,IPM,FGC,2,0.6,0
1020,96.24399038461539,IPM,FGC,2,0.6,0
1050,96.66466346153847,IPM,FGC,2,0.6,0
1080,96.6045673076923,IPM,FGC,2,0.6,0
1110,96.7948717948718,IPM,FGC,2,0.6,0
1140,97.02524038461539,IPM,FGC,2,0.6,0
1170,96.90504807692308,IPM,FGC,2,0.6,0
1200,97.12540064102564,IPM,FGC,2,0.6,0
1230,97.1854967948718,IPM,FGC,2,0.6,0
1260,97.16546474358974,IPM,FGC,2,0.6,0
1290,97.24559294871794,IPM,FGC,2,0.6,0
1320,97.43589743589743,IPM,FGC,2,0.6,0
1350,97.46594551282051,IPM,FGC,2,0.6,0
1380,97.46594551282051,IPM,FGC,2,0.6,0
1410,97.46594551282051,IPM,FGC,2,0.6,0
1440,97.42588141025641,IPM,FGC,2,0.6,0
1470,97.51602564102564,IPM,FGC,2,0.6,0
1500,97.66626602564102,IPM,FGC,2,0.6,0
30,56.931089743589745,GA,FGC,3,0.4,0
60,78.73597756410257,GA,FGC,3,0.4,0
90,83.45352564102564,GA,FGC,3,0.4,0
120,86.94911858974359,GA,FGC,3,0.4,0
150,88.17107371794872,GA,FGC,3,0.4,0
180,89.54326923076923,GA,FGC,3,0.4,0
210,90.7051282051282,GA,FGC,3,0.4,0
240,91.3261217948718,GA,FGC,3,0.4,0
270,92.00721153846153,GA,FGC,3,0.4,0
300,92.58814102564102,GA,FGC,3,0.4,0
330,92.99879807692308,GA,FGC,3,0.4,0
360,93.50961538461539,GA,FGC,3,0.4,0
390,94.03044871794872,GA,FGC,3,0.4,0
420,94.32091346153847,GA,FGC,3,0.4,0
450,94.68149038461539,GA,FGC,3,0.4,0
480,94.8417467948718,GA,FGC,3,0.4,0
510,95.4326923076923,GA,FGC,3,0.4,0
540,95.6229967948718,GA,FGC,3,0.4,0
570,95.7832532051282,GA,FGC,3,0.4,0
600,95.7832532051282,GA,FGC,3,0.4,0
630,95.94350961538461,GA,FGC,3,0.4,0
660,96.30408653846153,GA,FGC,3,0.4,0
690,96.53445512820512,GA,FGC,3,0.4,0
720,96.74479166666667,GA,FGC,3,0.4,0
750,96.875,GA,FGC,3,0.4,0
780,96.7548076923077,GA,FGC,3,0.4,0
810,96.98517628205128,GA,FGC,3,0.4,0
840,97.09535256410257,GA,FGC,3,0.4,0
870,97.10536858974359,GA,FGC,3,0.4,0
900,97.2255608974359,GA,FGC,3,0.4,0
930,97.20552884615384,GA,FGC,3,0.4,0
960,97.39583333333333,GA,FGC,3,0.4,0
990,97.49599358974359,GA,FGC,3,0.4,0
1020,97.51602564102564,GA,FGC,3,0.4,0
1050,97.51602564102564,GA,FGC,3,0.4,0
1080,97.63621794871794,GA,FGC,3,0.4,0
1110,97.90665064102564,GA,FGC,3,0.4,0
1140,97.81650641025641,GA,FGC,3,0.4,0
1170,97.93669871794872,GA,FGC,3,0.4,0
1200,97.9667467948718,GA,FGC,3,0.4,0
1230,97.99679487179488,GA,FGC,3,0.4,0
1260,97.95673076923077,GA,FGC,3,0.4,0
1290,98.06690705128206,GA,FGC,3,0.4,0
1320,98.1270032051282,GA,FGC,3,0.4,0
1350,98.09695512820512,GA,FGC,3,0.4,0
1380,98.14703525641026,GA,FGC,3,0.4,0
1410,98.14703525641026,GA,FGC,3,0.4,0
1440,98.17708333333333,GA,FGC,3,0.4,0
1470,98.1670673076923,GA,FGC,3,0.4,0
1500,98.23717948717949,GA,FGC,3,0.4,0
30,66.42628205128206,GA,FGC,3,0.5,0
60,81.49038461538461,GA,FGC,3,0.5,0
90,84.65544871794872,GA,FGC,3,0.5,0
120,86.57852564102564,GA,FGC,3,0.5,0
150,88.57171474358974,GA,FGC,3,0.5,0
180,89.89383012820512,GA,FGC,3,0.5,0
210,90.96554487179488,GA,FGC,3,0.5,0
240,91.39623397435898,GA,FGC,3,0.5,0
270,92.0673076923077,GA,FGC,3,0.5,0
300,92.52804487179488,GA,FGC,3,0.5,0
330,93.05889423076923,GA,FGC,3,0.5,0
360,93.52964743589743,GA,FGC,3,0.5,0
390,93.7099358974359,GA,FGC,3,0.5,0
420,94.36097756410257,GA,FGC,3,0.5,0
450,94.66145833333333,GA,FGC,3,0.5,0
480,94.90184294871794,GA,FGC,3,0.5,0
510,95.02203525641026,GA,FGC,3,0.5,0
540,95.32251602564102,GA,FGC,3,0.5,0
570,95.53285256410257,GA,FGC,3,0.5,0
600,95.83333333333333,GA,FGC,3,0.5,0
630,96.09375,GA,FGC,3,0.5,0
660,96.14383012820512,GA,FGC,3,0.5,0
690,96.1338141025641,GA,FGC,3,0.5,0
720,96.39423076923077,GA,FGC,3,0.5,0
750,96.7548076923077,GA,FGC,3,0.5,0
780,96.85496794871794,GA,FGC,3,0.5,0
810,96.98517628205128,GA,FGC,3,0.5,0
840,97.00520833333333,GA,FGC,3,0.5,0
870,96.9551282051282,GA,FGC,3,0.5,0
900,97.12540064102564,GA,FGC,3,0.5,0
930,97.21554487179488,GA,FGC,3,0.5,0
960,97.23557692307692,GA,FGC,3,0.5,0
990,97.40584935897436,GA,FGC,3,0.5,0
1020,97.52604166666667,GA,FGC,3,0.5,0
1050,97.45592948717949,GA,FGC,3,0.5,0
1080,97.59615384615384,GA,FGC,3,0.5,0
1110,97.63621794871794,GA,FGC,3,0.5,0
1140,97.76642628205128,GA,FGC,3,0.5,0
1170,97.64623397435898,GA,FGC,3,0.5,0
1200,97.67628205128206,GA,FGC,3,0.5,0
1230,97.83653846153847,GA,FGC,3,0.5,0
1260,97.9266826923077,GA,FGC,3,0.5,0
1290,97.9266826923077,GA,FGC,3,0.5,0
1320,97.89663461538461,GA,FGC,3,0.5,0
1350,97.94671474358974,GA,FGC,3,0.5,0
1380,97.93669871794872,GA,FGC,3,0.5,0
1410,97.99679487179488,GA,FGC,3,0.5,0
1440,98.03685897435898,GA,FGC,3,0.5,0
1470,97.98677884615384,GA,FGC,3,0.5,0
1500,98.06690705128206,GA,FGC,3,0.5,0
30,59.85576923076923,GA,FGC,3,0.6,0
60,80.31850961538461,GA,FGC,3,0.6,0
90,83.93429487179488,GA,FGC,3,0.6,0
120,86.23798076923077,GA,FGC,3,0.6,0
150,88.5917467948718,GA,FGC,3,0.6,0
180,89.34294871794872,GA,FGC,3,0.6,0
210,90.55488782051282,GA,FGC,3,0.6,0
240,91.2860576923077,GA,FGC,3,0.6,0
270,92.1474358974359,GA,FGC,3,0.6,0
300,92.93870192307692,GA,FGC,3,0.6,0
330,92.85857371794872,GA,FGC,3,0.6,0
360,93.52964743589743,GA,FGC,3,0.6,0
390,93.89022435897436,GA,FGC,3,0.6,0
420,94.46113782051282,GA,FGC,3,0.6,0
450,94.62139423076923,GA,FGC,3,0.6,0
480,95.03205128205128,GA,FGC,3,0.6,0
510,95.15224358974359,GA,FGC,3,0.6,0
540,95.36258012820512,GA,FGC,3,0.6,0
570,95.87339743589743,GA,FGC,3,0.6,0
600,96.03365384615384,GA,FGC,3,0.6,0
