Iterations,Accuracy (%),ATK,$|\mathcal{B}|$,seed
1410,86.87900641025641,LF,8,1
1440,78.88621794871794,LF,8,1
1470,87.63020833333333,LF,8,1
1500,55.32852564102564,LF,8,1
30,45.592948717948715,MIMIC,1,1
60,74.50921474358974,MIMIC,1,1
90,78.46554487179488,MIMIC,1,1
120,80.9795673076923,MIMIC,1,1
150,84.32491987179488,MIMIC,1,1
180,85.33653846153847,MIMIC,1,1
210,88.33133012820512,MIMIC,1,1
240,89.23277243589743,MIMIC,1,1
270,89.78365384615384,MIMIC,1,1
300,90.48477564102564,MIMIC,1,1
330,90.81530448717949,MIMIC,1,1
360,91.50641025641026,MIMIC,1,1
390,92.17748397435898,MIMIC,1,1
420,92.07732371794872,MIMIC,1,1
450,92.47796474358974,MIMIC,1,1
480,92.93870192307692,MIMIC,1,1
510,92.94871794871794,MIMIC,1,1
540,93.29927884615384,MIMIC,1,1
570,93.57972756410257,MIMIC,1,1
600,93.7900641025641,MIMIC,1,1
630,93.90024038461539,MIMIC,1,1
660,94.15064102564102,MIMIC,1,1
690,94.44110576923077,MIMIC,1,1
720,94.46113782051282,MIMIC,1,1
750,94.64142628205128,MIMIC,1,1
780,94.85176282051282,MIMIC,1,1
810,94.90184294871794,MIMIC,1,1
840,95.0020032051282,MIMIC,1,1
870,94.95192307692308,MIMIC,1,1
900,95.30248397435898,MIMIC,1,1
930,95.3525641025641,MIMIC,1,1
960,95.57291666666667,MIMIC,1,1
990,95.63301282051282,MIMIC,1,1
1020,95.3926282051282,MIMIC,1,1
1050,95.60296474358974,MIMIC,1,1
1080,95.8233173076923,MIMIC,1,1
1110,95.99358974358974,MIMIC,1,1
1140,96.03365384615384,MIMIC,1,1
1170,96.2139423076923,MIMIC,1,1
1200,96.15384615384616,MIMIC,1,1
1230,96.19391025641026,MIMIC,1,1
1260,96.24399038461539,MIMIC,1,1
1290,96.43429487179488,MIMIC,1,1
1320,96.39423076923077,MIMIC,1,1
1350,96.28405448717949,MIMIC,1,1
1380,96.61458333333333,MIMIC,1,1
1410,96.57451923076923,MIMIC,1,1
1440,96.54447115384616,MIMIC,1,1
1470,96.73477564102564,MIMIC,1,1
1500,96.76482371794872,MIMIC,1,1
30,38.51161858974359,MIMIC,2,1
60,61.999198717948715,MIMIC,2,1
90,76.28205128205128,MIMIC,2,1
120,81.25,MIMIC,2,1
150,84.38501602564102,MIMIC,2,1
180,85.5068108974359,MIMIC,2,1
210,87.90064102564102,MIMIC,2,1
240,87.70032051282051,MIMIC,2,1
270,89.68349358974359,MIMIC,2,1
300,90.3545673076923,MIMIC,2,1
330,90.7451923076923,MIMIC,2,1
360,91.43629807692308,MIMIC,2,1
390,91.94711538461539,MIMIC,2,1
420,92.3076923076923,MIMIC,2,1
450,92.34775641025641,MIMIC,2,1
480,92.67828525641026,MIMIC,2,1
510,93.15905448717949,MIMIC,2,1
540,93.4795673076923,MIMIC,2,1
570,93.50961538461539,MIMIC,2,1
600,93.75,MIMIC,2,1
630,93.7900641025641,MIMIC,2,1
660,94.04046474358974,MIMIC,2,1
690,94.2608173076923,MIMIC,2,1
720,94.39102564102564,MIMIC,2,1
750,94.53125,MIMIC,2,1
780,94.89182692307692,MIMIC,2,1
810,94.86177884615384,MIMIC,2,1
840,94.97195512820512,MIMIC,2,1
870,95.0020032051282,MIMIC,2,1
900,95.20232371794872,MIMIC,2,1
930,95.3125,MIMIC,2,1
960,95.50280448717949,MIMIC,2,1
990,95.60296474358974,MIMIC,2,1
1020,95.72315705128206,MIMIC,2,1
1050,95.85336538461539,MIMIC,2,1
1080,95.8233173076923,MIMIC,2,1
1110,96.08373397435898,MIMIC,2,1
1140,96.16386217948718,MIMIC,2,1
1170,96.1338141025641,MIMIC,2,1
1200,96.14383012820512,MIMIC,2,1
1230,96.09375,MIMIC,2,1
1260,96.3641826923077,MIMIC,2,1
1290,96.30408653846153,MIMIC,2,1
1320,96.47435897435898,MIMIC,2,1
1350,96.5244391025641,MIMIC,2,1
1380,96.81490384615384,MIMIC,2,1
1410,96.7548076923077,MIMIC,2,1
1440,96.73477564102564,MIMIC,2,1
1470,96.70472756410257,MIMIC,2,1
1500,96.65464743589743,MIMIC,2,1
30,46.85496794871795,MIMIC,3,1
60,68.14903846153847,MIMIC,3,1
90,79.23677884615384,MIMIC,3,1
120,82.49198717948718,MIMIC,3,1
150,84.30488782051282,MIMIC,3,1
180,86.50841346153847,MIMIC,3,1
210,87.51001602564102,MIMIC,3,1
240,88.34134615384616,MIMIC,3,1
270,89.32291666666667,MIMIC,3,1
300,90.44471153846153,MIMIC,3,1
330,90.6650641025641,MIMIC,3,1
360,91.0556891025641,MIMIC,3,1
390,91.74679487179488,MIMIC,3,1
420,92.09735576923077,MIMIC,3,1
450,92.35777243589743,MIMIC,3,1
480,92.77844551282051,MIMIC,3,1
510,93.06891025641026,MIMIC,3,1
540,93.51963141025641,MIMIC,3,1
570,93.69991987179488,MIMIC,3,1
600,93.77003205128206,MIMIC,3,1
630,93.80008012820512,MIMIC,3,1
660,94.12059294871794,MIMIC,3,1
690,94.25080128205128,MIMIC,3,1
720,94.60136217948718,MIMIC,3,1
750,94.68149038461539,MIMIC,3,1
780,94.44110576923077,MIMIC,3,1
810,94.75160256410257,MIMIC,3,1
840,94.75160256410257,MIMIC,3,1
870,95.06209935897436,MIMIC,3,1
900,95.14222756410257,MIMIC,3,1
930,95.48277243589743,MIMIC,3,1
960,95.21233974358974,MIMIC,3,1
990,95.53285256410257,MIMIC,3,1
1020,95.56290064102564,MIMIC,3,1
1050,95.53285256410257,MIMIC,3,1
1080,95.6630608974359,MIMIC,3,1
1110,95.86338141025641,MIMIC,3,1
1140,95.93349358974359,MIMIC,3,1
1170,96.06370192307692,MIMIC,3,1
1200,96.18389423076923,MIMIC,3,1
1230,96.27403846153847,MIMIC,3,1
1260,96.26402243589743,MIMIC,3,1
1290,96.25400641025641,MIMIC,3,1
1320,96.37419871794872,MIMIC,3,1
1350,96.49439102564102,MIMIC,3,1
1380,96.51442307692308,MIMIC,3,1
1410,96.62459935897436,MIMIC,3,1
1440,96.65464743589743,MIMIC,3,1
1470,96.69471153846153,MIMIC,3,1
1500,96.875,MIMIC,3,1
30,39.00240384615385,MIMIC,4,1
60,57.43189102564103,MIMIC,4,1
90,73.29727564102564,MIMIC,4,1
120,79.16666666666667,MIMIC,4,1
150,81.96113782051282,MIMIC,4,1
180,83.59375,MIMIC,4,1
210,86.09775641025641,MIMIC,4,1
240,87.27964743589743,MIMIC,4,1
270,87.90064102564102,MIMIC,4,1
300,89.35296474358974,MIMIC,4,1
330,90.43469551282051,MIMIC,4,1
360,91.00560897435898,MIMIC,4,1
390,91.0556891025641,MIMIC,4,1
420,91.74679487179488,MIMIC,4,1
450,92.2676282051282,MIMIC,4,1
480,92.4979967948718,MIMIC,4,1
510,92.13741987179488,MIMIC,4,1
540,93.02884615384616,MIMIC,4,1
570,93.33934294871794,MIMIC,4,1
600,93.21915064102564,MIMIC,4,1
630,93.4395032051282,MIMIC,4,1
660,93.75,MIMIC,4,1
690,93.98036858974359,MIMIC,4,1
720,93.95032051282051,MIMIC,4,1
750,93.97035256410257,MIMIC,4,1
780,94.31089743589743,MIMIC,4,1
810,94.43108974358974,MIMIC,4,1
840,94.62139423076923,MIMIC,4,1
870,94.78165064102564,MIMIC,4,1
900,94.78165064102564,MIMIC,4,1
930,94.90184294871794,MIMIC,4,1
960,95.06209935897436,MIMIC,4,1
990,94.81169871794872,MIMIC,4,1
1020,95.44270833333333,MIMIC,4,1
1050,95.3125,MIMIC,4,1
1080,95.13221153846153,MIMIC,4,1
1110,95.55288461538461,MIMIC,4,1
1140,95.64302884615384,MIMIC,4,1
1170,95.90344551282051,MIMIC,4,1
1200,95.75320512820512,MIMIC,4,1
1230,95.26241987179488,MIMIC,4,1
1260,95.99358974358974,MIMIC,4,1
1290,96.20392628205128,MIMIC,4,1
1320,95.93349358974359,MIMIC,4,1
1350,96.03365384615384,MIMIC,4,1
1380,96.2139423076923,MIMIC,4,1
1410,96.31410256410257,MIMIC,4,1
1440,96.35416666666667,MIMIC,4,1
1470,96.46434294871794,MIMIC,4,1
1500,96.54447115384616,MIMIC,4,1
30,40.26442307692308,MIMIC,5,1
60,67.50801282051282,MIMIC,5,1
90,73.49759615384616,MIMIC,5,1
120,75.91145833333333,MIMIC,5,1
150,80.1983173076923,MIMIC,5,1
180,84.42508012820512,MIMIC,5,1
210,86.77884615384616,MIMIC,5,1
240,87.82051282051282,MIMIC,5,1
270,88.50160256410257,MIMIC,5,1
300,89.58333333333333,MIMIC,5,1
330,90.16426282051282,MIMIC,5,1
360,91.10576923076923,MIMIC,5,1
390,91.45633012820512,MIMIC,5,1
420,91.90705128205128,MIMIC,5,1
450,91.62660256410257,MIMIC,5,1
480,92.47796474358974,MIMIC,5,1
510,92.60817307692308,MIMIC,5,1
540,92.51802884615384,MIMIC,5,1
570,92.89863782051282,MIMIC,5,1
600,93.0088141025641,MIMIC,5,1
630,93.32932692307692,MIMIC,5,1
660,93.65985576923077,MIMIC,5,1
690,93.68990384615384,MIMIC,5,1
720,93.96033653846153,MIMIC,5,1
750,94.28084935897436,MIMIC,5,1
780,94.4511217948718,MIMIC,5,1
810,94.39102564102564,MIMIC,5,1
840,94.32091346153847,MIMIC,5,1
870,94.5713141025641,MIMIC,5,1
900,94.921875,MIMIC,5,1
930,95.11217948717949,MIMIC,5,1
960,94.91185897435898,MIMIC,5,1
990,94.83173076923077,MIMIC,5,1
1020,95.2323717948718,MIMIC,5,1
1050,95.36258012820512,MIMIC,5,1
1080,95.40264423076923,MIMIC,5,1
1110,95.36258012820512,MIMIC,5,1
1140,95.54286858974359,MIMIC,5,1
1170,95.33253205128206,MIMIC,5,1
1200,95.93349358974359,MIMIC,5,1
1230,96.00360576923077,MIMIC,5,1
1260,95.72315705128206,MIMIC,5,1
1290,95.90344551282051,MIMIC,5,1
1320,95.96354166666667,MIMIC,5,1
1350,95.94350961538461,MIMIC,5,1
1380,96.18389423076923,MIMIC,5,1
1410,96.30408653846153,MIMIC,5,1
1440,96.2139423076923,MIMIC,5,1
1470,96.32411858974359,MIMIC,5,1
1500,96.43429487179488,MIMIC,5,1
30,30.55889423076923,MIMIC,6,1
60,27.814503205128204,MIMIC,6,1
90,68.99038461538461,MIMIC,6,1
120,74.5292467948718,MIMIC,6,1
150,78.61578525641026,MIMIC,6,1
180,84.15464743589743,MIMIC,6,1
210,85.0761217948718,MIMIC,6,1
240,87.67027243589743,MIMIC,6,1
270,88.90224358974359,MIMIC,6,1
300,89.17267628205128,MIMIC,6,1
330,88.85216346153847,MIMIC,6,1
360,90.2744391025641,MIMIC,6,1
390,91.14583333333333,MIMIC,6,1
420,91.03565705128206,MIMIC,6,1
450,91.06570512820512,MIMIC,6,1
480,91.5264423076923,MIMIC,6,1
510,92.29767628205128,MIMIC,6,1
540,92.09735576923077,MIMIC,6,1
570,92.33774038461539,MIMIC,6,1
600,92.09735576923077,MIMIC,6,1
630,92.20753205128206,MIMIC,6,1
660,93.29927884615384,MIMIC,6,1
690,93.60977564102564,MIMIC,6,1
720,92.95873397435898,MIMIC,6,1
750,93.41947115384616,MIMIC,6,1
780,93.65985576923077,MIMIC,6,1
810,93.81009615384616,MIMIC,6,1
840,93.6298076923077,MIMIC,6,1
870,94.1005608974359,MIMIC,6,1
900,94.32091346153847,MIMIC,6,1
930,94.74158653846153,MIMIC,6,1
960,94.36097756410257,MIMIC,6,1
990,94.32091346153847,MIMIC,6,1
1020,95.02203525641026,MIMIC,6,1
1050,95.21233974358974,MIMIC,6,1
1080,95.20232371794872,MIMIC,6,1
1110,95.2724358974359,MIMIC,6,1
1140,94.63141025641026,MIMIC,6,1
1170,95.22235576923077,MIMIC,6,1
1200,95.42267628205128,MIMIC,6,1
1230,95.30248397435898,MIMIC,6,1
1260,95.17227564102564,MIMIC,6,1
1290,95.32251602564102,MIMIC,6,1
1320,95.65304487179488,MIMIC,6,1
1350,95.75320512820512,MIMIC,6,1
1380,95.42267628205128,MIMIC,6,1
1410,95.49278846153847,MIMIC,6,1
1440,95.64302884615384,MIMIC,6,1
1470,96.0536858974359,MIMIC,6,1
1500,96.1738782051282,MIMIC,6,1
30,33.78405448717949,MIMIC,7,1
60,62.17948717948718,MIMIC,7,1
90,69.77163461538461,MIMIC,7,1
120,76.11177884615384,MIMIC,7,1
150,83.95432692307692,MIMIC,7,1
180,84.23477564102564,MIMIC,7,1
210,86.39823717948718,MIMIC,7,1
240,87.47996794871794,MIMIC,7,1
270,88.11097756410257,MIMIC,7,1
300,88.74198717948718,MIMIC,7,1
330,89.46314102564102,MIMIC,7,1
360,89.7235576923077,MIMIC,7,1
390,90.81530448717949,MIMIC,7,1
420,90.75520833333333,MIMIC,7,1
450,91.64663461538461,MIMIC,7,1
480,91.8369391025641,MIMIC,7,1
510,92.35777243589743,MIMIC,7,1
540,92.64823717948718,MIMIC,7,1
570,92.47796474358974,MIMIC,7,1
600,93.2391826923077,MIMIC,7,1
630,93.51963141025641,MIMIC,7,1
660,93.58974358974359,MIMIC,7,1
690,93.73998397435898,MIMIC,7,1
720,93.86017628205128,MIMIC,7,1
750,93.85016025641026,MIMIC,7,1
780,94.33092948717949,MIMIC,7,1
810,94.37099358974359,MIMIC,7,1
840,94.51121794871794,MIMIC,7,1
870,94.4511217948718,MIMIC,7,1
900,94.85176282051282,MIMIC,7,1
930,94.93189102564102,MIMIC,7,1
960,95.06209935897436,MIMIC,7,1
990,95.20232371794872,MIMIC,7,1
1020,94.82171474358974,MIMIC,7,1
1050,95.11217948717949,MIMIC,7,1
1080,95.38261217948718,MIMIC,7,1
1110,95.09214743589743,MIMIC,7,1
1140,95.59294871794872,MIMIC,7,1
1170,95.9735576923077,MIMIC,7,1
1200,95.59294871794872,MIMIC,7,1
1230,95.87339743589743,MIMIC,7,1
1260,96.04366987179488,MIMIC,7,1
1290,96.3641826923077,MIMIC,7,1
1320,96.30408653846153,MIMIC,7,1
1350,96.58453525641026,MIMIC,7,1
1380,96.35416666666667,MIMIC,7,1
1410,96.24399038461539,MIMIC,7,1
1440,96.19391025641026,MIMIC,7,1
1470,96.484375,MIMIC,7,1
1500,96.62459935897436,MIMIC,7,1
30,30.158253205128204,MIMIC,8,1
60,37.07932692307692,MIMIC,8,1
90,60.49679487179487,MIMIC,8,1
120,69.44110576923077,MIMIC,8,1
150,79.06650641025641,MIMIC,8,1
180,82.52203525641026,MIMIC,8,1
210,83.62379807692308,MIMIC,8,1
240,84.3349358974359,MIMIC,8,1
270,86.04767628205128,MIMIC,8,1
300,87.84054487179488,MIMIC,8,1
330,88.08092948717949,MIMIC,8,1
360,89.00240384615384,MIMIC,8,1
390,89.46314102564102,MIMIC,8,1
420,89.1826923076923,MIMIC,8,1
450,90.01402243589743,MIMIC,8,1
480,89.75360576923077,MIMIC,8,1
510,90.63501602564102,MIMIC,8,1
540,91.10576923076923,MIMIC,8,1
570,91.60657051282051,MIMIC,8,1
600,91.54647435897436,MIMIC,8,1
630,91.49639423076923,MIMIC,8,1
660,92.07732371794872,MIMIC,8,1
690,92.41786858974359,MIMIC,8,1
720,92.47796474358974,MIMIC,8,1
750,92.63822115384616,MIMIC,8,1
780,93.11899038461539,MIMIC,8,1
810,93.26923076923077,MIMIC,8,1
840,93.0889423076923,MIMIC,8,1
870,93.48958333333333,MIMIC,8,1
900,93.80008012820512,MIMIC,8,1
930,93.54967948717949,MIMIC,8,1
960,93.72996794871794,MIMIC,8,1
990,93.8701923076923,MIMIC,8,1
1020,94.11057692307692,MIMIC,8,1
1050,93.3994391025641,MIMIC,8,1
1080,94.38100961538461,MIMIC,8,1
1110,94.50120192307692,MIMIC,8,1
1140,94.55128205128206,MIMIC,8,1
1170,94.51121794871794,MIMIC,8,1
1200,94.40104166666667,MIMIC,8,1
1230,94.24078525641026,MIMIC,8,1
1260,94.24078525641026,MIMIC,8,1
1290,94.97195512820512,MIMIC,8,1
1320,95.05208333333333,MIMIC,8,1
1350,94.86177884615384,MIMIC,8,1
1380,94.4110576923077,MIMIC,8,1
1410,94.98197115384616,MIMIC,8,1
1440,94.99198717948718,MIMIC,8,1
1470,95.14222756410257,MIMIC,8,1
1500,95.4326923076923,MIMIC,8,1
30,50.76121794871795,ALIE,1,1
60,74.2988782051282,ALIE,1,1
90,79.07652243589743,ALIE,1,1
120,81.2900641025641,ALIE,1,1
150,84.7255608974359,ALIE,1,1
180,85.53685897435898,ALIE,1,1
210,88.28125,ALIE,1,1
240,89.1025641025641,ALIE,1,1
270,89.8838141025641,ALIE,1,1
300,90.32451923076923,ALIE,1,1
330,91.02564102564102,ALIE,1,1
360,91.3661858974359,ALIE,1,1
390,91.9170673076923,ALIE,1,1
420,92.1474358974359,ALIE,1,1
450,92.64823717948718,ALIE,1,1
480,92.94871794871794,ALIE,1,1
510,92.9286858974359,ALIE,1,1
540,93.52964743589743,ALIE,1,1
570,93.63982371794872,ALIE,1,1
600,93.8301282051282,ALIE,1,1
630,93.94030448717949,ALIE,1,1
660,94.0604967948718,ALIE,1,1
690,94.36097756410257,ALIE,1,1
720,94.47115384615384,ALIE,1,1
750,94.70152243589743,ALIE,1,1
780,94.79166666666667,ALIE,1,1
810,94.9619391025641,ALIE,1,1
840,95.10216346153847,ALIE,1,1
870,95.06209935897436,ALIE,1,1
900,95.22235576923077,ALIE,1,1
930,95.3926282051282,ALIE,1,1
960,95.48277243589743,ALIE,1,1
990,95.49278846153847,ALIE,1,1
1020,95.54286858974359,ALIE,1,1
1050,95.80328525641026,ALIE,1,1
1080,95.98357371794872,ALIE,1,1
1110,96.00360576923077,ALIE,1,1
1140,96.10376602564102,ALIE,1,1
1170,96.20392628205128,ALIE,1,1
1200,96.10376602564102,ALIE,1,1
1230,96.24399038461539,ALIE,1,1
1260,96.35416666666667,ALIE,1,1
1290,96.46434294871794,ALIE,1,1
1320,96.49439102564102,ALIE,1,1
1350,96.4443108974359,ALIE,1,1
1380,96.63461538461539,ALIE,1,1
1410,96.62459935897436,ALIE,1,1
1440,96.61458333333333,ALIE,1,1
1470,96.81490384615384,ALIE,1,1
1500,96.84495192307692,ALIE,1,1
30,40.57491987179487,ALIE,2,1
60,65.2744391025641,ALIE,2,1
90,76.82291666666667,ALIE,2,1
120,82.21153846153847,ALIE,2,1
150,84.40504807692308,ALIE,2,1
180,85.56690705128206,ALIE,2,1
210,87.60016025641026,ALIE,2,1
240,87.98076923076923,ALIE,2,1
270,89.3729967948718,ALIE,2,1
300,90.32451923076923,ALIE,2,1
330,90.68509615384616,ALIE,2,1
360,91.17588141025641,ALIE,2,1
390,91.54647435897436,ALIE,2,1
420,92.09735576923077,ALIE,2,1
450,92.2275641025641,ALIE,2,1
480,92.67828525641026,ALIE,2,1
510,93.02884615384616,ALIE,2,1
540,93.2792467948718,ALIE,2,1
570,93.6298076923077,ALIE,2,1
600,93.80008012820512,ALIE,2,1
630,93.78004807692308,ALIE,2,1
660,94.05048076923077,ALIE,2,1
690,94.39102564102564,ALIE,2,1
720,94.60136217948718,ALIE,2,1
750,94.53125,ALIE,2,1
780,94.70152243589743,ALIE,2,1
810,95.0420673076923,ALIE,2,1
840,95.11217948717949,ALIE,2,1
870,95.05208333333333,ALIE,2,1
900,95.15224358974359,ALIE,2,1
930,95.51282051282051,ALIE,2,1
960,95.3926282051282,ALIE,2,1
990,95.54286858974359,ALIE,2,1
1020,95.7431891025641,ALIE,2,1
1050,95.80328525641026,ALIE,2,1
1080,95.94350961538461,ALIE,2,1
1110,96.02363782051282,ALIE,2,1
1140,96.0536858974359,ALIE,2,1
1170,95.9735576923077,ALIE,2,1
1200,96.22395833333333,ALIE,2,1
1230,96.34415064102564,ALIE,2,1
1260,96.29407051282051,ALIE,2,1
1290,96.42427884615384,ALIE,2,1
1320,96.5244391025641,ALIE,2,1
1350,96.59455128205128,ALIE,2,1
1380,96.66466346153847,ALIE,2,1
1410,96.67467948717949,ALIE,2,1
1440,96.6045673076923,ALIE,2,1
1470,96.69471153846153,ALIE,2,1
1500,96.74479166666667,ALIE,2,1
30,34.74559294871795,ALIE,3,1
60,69.47115384615384,ALIE,3,1
90,79.15665064102564,ALIE,3,1
120,81.87099358974359,ALIE,3,1
150,84.85576923076923,ALIE,3,1
180,86.49839743589743,ALIE,3,1
210,87.72035256410257,ALIE,3,1
240,88.6318108974359,ALIE,3,1
270,89.36298076923077,ALIE,3,1
300,89.97395833333333,ALIE,3,1
330,90.5048076923077,ALIE,3,1
360,90.92548076923077,ALIE,3,1
390,91.31610576923077,ALIE,3,1
420,91.90705128205128,ALIE,3,1
450,92.0673076923077,ALIE,3,1
480,92.67828525641026,ALIE,3,1
510,92.85857371794872,ALIE,3,1
540,93.19911858974359,ALIE,3,1
570,93.4395032051282,ALIE,3,1
600,93.71995192307692,ALIE,3,1
630,93.6698717948718,ALIE,3,1
660,93.89022435897436,ALIE,3,1
690,94.11057692307692,ALIE,3,1
720,94.30088141025641,ALIE,3,1
750,94.37099358974359,ALIE,3,1
780,94.42107371794872,ALIE,3,1
810,94.70152243589743,ALIE,3,1
840,94.72155448717949,ALIE,3,1
870,94.9619391025641,ALIE,3,1
900,95.0020032051282,ALIE,3,1
930,95.21233974358974,ALIE,3,1
960,95.40264423076923,ALIE,3,1
990,95.49278846153847,ALIE,3,1
1020,95.51282051282051,ALIE,3,1
1050,95.38261217948718,ALIE,3,1
1080,95.61298076923077,ALIE,3,1
1110,95.69310897435898,ALIE,3,1
1140,95.75320512820512,ALIE,3,1
1170,95.79326923076923,ALIE,3,1
1200,95.95352564102564,ALIE,3,1
1230,96.06370192307692,ALIE,3,1
1260,96.1338141025641,ALIE,3,1
1290,96.14383012820512,ALIE,3,1
1320,96.23397435897436,ALIE,3,1
1350,96.30408653846153,ALIE,3,1
1380,96.37419871794872,ALIE,3,1
1410,96.4443108974359,ALIE,3,1
1440,96.55448717948718,ALIE,3,1
1470,96.43429487179488,ALIE,3,1
1500,96.57451923076923,ALIE,3,1
30,55.368589743589745,ALIE,4,1
60,66.37620192307692,ALIE,4,1
90,79.69751602564102,ALIE,4,1
120,82.53205128205128,ALIE,4,1
150,84.30488782051282,ALIE,4,1
180,86.13782051282051,ALIE,4,1
210,88.29126602564102,ALIE,4,1
240,88.7119391025641,ALIE,4,1
270,89.61338141025641,ALIE,4,1
300,90.12419871794872,ALIE,4,1
330,90.63501602564102,ALIE,4,1
360,90.98557692307692,ALIE,4,1
390,91.72676282051282,ALIE,4,1
420,91.88701923076923,ALIE,4,1
450,92.17748397435898,ALIE,4,1
480,92.38782051282051,ALIE,4,1
510,92.79847756410257,ALIE,4,1
540,92.76842948717949,ALIE,4,1
570,93.05889423076923,ALIE,4,1
600,93.3994391025641,ALIE,4,1
630,93.48958333333333,ALIE,4,1
660,93.7099358974359,ALIE,4,1
690,93.86017628205128,ALIE,4,1
720,93.65985576923077,ALIE,4,1
750,93.71995192307692,ALIE,4,1
780,94.12059294871794,ALIE,4,1
810,94.20072115384616,ALIE,4,1
840,94.25080128205128,ALIE,4,1
870,94.54126602564102,ALIE,4,1
900,94.68149038461539,ALIE,4,1
930,94.73157051282051,ALIE,4,1
960,94.53125,ALIE,4,1
990,94.91185897435898,ALIE,4,1
1020,94.67147435897436,ALIE,4,1
1050,95.07211538461539,ALIE,4,1
1080,94.72155448717949,ALIE,4,1
1110,95.21233974358974,ALIE,4,1
1140,95.15224358974359,ALIE,4,1
1170,95.29246794871794,ALIE,4,1
1200,95.38261217948718,ALIE,4,1
1230,95.32251602564102,ALIE,4,1
1260,95.63301282051282,ALIE,4,1
1290,95.73317307692308,ALIE,4,1
1320,95.30248397435898,ALIE,4,1
1350,95.60296474358974,ALIE,4,1
1380,95.4326923076923,ALIE,4,1
1410,95.68309294871794,ALIE,4,1
1440,95.87339743589743,ALIE,4,1
1470,95.8233173076923,ALIE,4,1
1500,95.96354166666667,ALIE,4,1
30,41.145833333333336,ALIE,5,1
60,61.68870192307692,ALIE,5,1
90,78.66586538461539,ALIE,5,1
120,81.79086538461539,ALIE,5,1
150,84.62540064102564,ALIE,5,1
180,85.70713141025641,ALIE,5,1
210,87.26963141025641,ALIE,5,1
240,88.11097756410257,ALIE,5,1
270,89.44310897435898,ALIE,5,1
300,89.86378205128206,ALIE,5,1
330,90.5448717948718,ALIE,5,1
360,90.99559294871794,ALIE,5,1
390,91.23597756410257,ALIE,5,1
420,91.8770032051282,ALIE,5,1
450,92.17748397435898,ALIE,5,1
480,91.95713141025641,ALIE,5,1
510,92.38782051282051,ALIE,5,1
540,92.75841346153847,ALIE,5,1
570,92.78846153846153,ALIE,5,1
600,92.74839743589743,ALIE,5,1
630,93.15905448717949,ALIE,5,1
660,93.15905448717949,ALIE,5,1
690,93.30929487179488,ALIE,5,1
720,93.49959935897436,ALIE,5,1
750,93.50961538461539,ALIE,5,1
780,93.73998397435898,ALIE,5,1
810,93.8301282051282,ALIE,5,1
840,94.05048076923077,ALIE,5,1
870,94.08052884615384,ALIE,5,1
900,94.1005608974359,ALIE,5,1
930,94.35096153846153,ALIE,5,1
960,94.48116987179488,ALIE,5,1
990,94.40104166666667,ALIE,5,1
1020,94.54126602564102,ALIE,5,1
1050,94.58133012820512,ALIE,5,1
1080,94.62139423076923,ALIE,5,1
1110,94.8417467948718,ALIE,5,1
1140,94.87179487179488,ALIE,5,1
1170,95.0020032051282,ALIE,5,1
1200,95.18229166666667,ALIE,5,1
1230,95.20232371794872,ALIE,5,1
1260,95.15224358974359,ALIE,5,1
1290,95.21233974358974,ALIE,5,1
1320,95.42267628205128,ALIE,5,1
1350,95.48277243589743,ALIE,5,1
1380,95.55288461538461,ALIE,5,1
1410,95.44270833333333,ALIE,5,1
1440,95.69310897435898,ALIE,5,1
1470,95.69310897435898,ALIE,5,1
1500,95.91346153846153,ALIE,5,1
30,28.435496794871796,ALIE,6,1
60,67.16746794871794,ALIE,6,1
90,73.62780448717949,ALIE,6,1
120,78.83613782051282,ALIE,6,1
150,82.48197115384616,ALIE,6,1
180,85.15625,ALIE,6,1
210,87.40985576923077,ALIE,6,1
240,88.68189102564102,ALIE,6,1
270,89.27283653846153,ALIE,6,1
300,89.95392628205128,ALIE,6,1
330,90.69511217948718,ALIE,6,1
360,91.07572115384616,ALIE,6,1
390,91.3661858974359,ALIE,6,1
420,91.98717948717949,ALIE,6,1
450,91.74679487179488,ALIE,6,1
480,92.27764423076923,ALIE,6,1
510,92.23758012820512,ALIE,6,1
540,92.73838141025641,ALIE,6,1
570,92.75841346153847,ALIE,6,1
600,92.93870192307692,ALIE,6,1
630,93.24919871794872,ALIE,6,1
660,93.0889423076923,ALIE,6,1
690,93.12900641025641,ALIE,6,1
720,93.30929487179488,ALIE,6,1
750,93.38942307692308,ALIE,6,1
780,93.3193108974359,ALIE,6,1
810,93.54967948717949,ALIE,6,1
840,93.34935897435898,ALIE,6,1
870,93.96033653846153,ALIE,6,1
900,93.86017628205128,ALIE,6,1
930,93.94030448717949,ALIE,6,1
960,93.97035256410257,ALIE,6,1
990,94.40104166666667,ALIE,6,1
1020,94.08052884615384,ALIE,6,1
1050,94.31089743589743,ALIE,6,1
1080,94.55128205128206,ALIE,6,1
1110,94.63141025641026,ALIE,6,1
1140,94.12059294871794,ALIE,6,1
1170,94.52123397435898,ALIE,6,1
1200,94.4911858974359,ALIE,6,1
1230,94.70152243589743,ALIE,6,1
1260,94.82171474358974,ALIE,6,1
1290,94.85176282051282,ALIE,6,1
1320,94.99198717948718,ALIE,6,1
1350,94.44110576923077,ALIE,6,1
1380,95.28245192307692,ALIE,6,1
1410,95.09214743589743,ALIE,6,1
1440,94.6113782051282,ALIE,6,1
1470,94.76161858974359,ALIE,6,1
1500,95.0020032051282,ALIE,6,1
