Iterations,Accuracy (%),ATK,$|\mathcal{B}|$,seed
30,33.333333333333336,ALIE,7,1
60,67.51802884615384,ALIE,7,1
90,75.5108173076923,ALIE,7,1
120,79.54727564102564,ALIE,7,1
150,83.70392628205128,ALIE,7,1
180,84.58533653846153,ALIE,7,1
210,86.53846153846153,ALIE,7,1
240,87.69030448717949,ALIE,7,1
270,88.19110576923077,ALIE,7,1
300,89.09254807692308,ALIE,7,1
330,89.4130608974359,ALIE,7,1
360,90.42467948717949,ALIE,7,1
390,91.02564102564102,ALIE,7,1
420,90.67508012820512,ALIE,7,1
450,91.60657051282051,ALIE,7,1
480,91.64663461538461,ALIE,7,1
510,91.73677884615384,ALIE,7,1
540,91.69671474358974,ALIE,7,1
570,92.4579326923077,ALIE,7,1
600,92.15745192307692,ALIE,7,1
630,92.75841346153847,ALIE,7,1
660,92.94871794871794,ALIE,7,1
690,92.91866987179488,ALIE,7,1
720,93.4395032051282,ALIE,7,1
750,93.28926282051282,ALIE,7,1
780,93.65985576923077,ALIE,7,1
810,93.58974358974359,ALIE,7,1
840,93.59975961538461,ALIE,7,1
870,93.98036858974359,ALIE,7,1
900,93.45953525641026,ALIE,7,1
930,94.1005608974359,ALIE,7,1
960,93.88020833333333,ALIE,7,1
990,94.01041666666667,ALIE,7,1
1020,94.27083333333333,ALIE,7,1
1050,93.96033653846153,ALIE,7,1
1080,94.42107371794872,ALIE,7,1
1110,94.44110576923077,ALIE,7,1
1140,94.56129807692308,ALIE,7,1
1170,94.86177884615384,ALIE,7,1
1200,94.29086538461539,ALIE,7,1
1230,94.86177884615384,ALIE,7,1
1260,94.75160256410257,ALIE,7,1
1290,94.8818108974359,ALIE,7,1
1320,94.91185897435898,ALIE,7,1
1350,94.82171474358974,ALIE,7,1
1380,94.67147435897436,ALIE,7,1
1410,94.90184294871794,ALIE,7,1
1440,95.06209935897436,ALIE,7,1
1470,94.95192307692308,ALIE,7,1
1500,95.44270833333333,ALIE,7,1
30,9.815705128205128,ALIE,8,1
60,9.815705128205128,ALIE,8,1
90,9.815705128205128,ALIE,8,1
120,9.815705128205128,ALIE,8,1
150,9.815705128205128,ALIE,8,1
180,9.815705128205128,ALIE,8,1
210,9.815705128205128,ALIE,8,1
240,9.815705128205128,ALIE,8,1
270,9.815705128205128,ALIE,8,1
300,9.815705128205128,ALIE,8,1
330,9.815705128205128,ALIE,8,1
360,9.815705128205128,ALIE,8,1
390,9.815705128205128,ALIE,8,1
420,9.815705128205128,ALIE,8,1
450,9.815705128205128,ALIE,8,1
480,9.815705128205128,ALIE,8,1
510,9.815705128205128,ALIE,8,1
540,9.815705128205128,ALIE,8,1
570,9.815705128205128,ALIE,8,1
600,9.815705128205128,ALIE,8,1
630,9.815705128205128,ALIE,8,1
660,9.815705128205128,ALIE,8,1
690,9.815705128205128,ALIE,8,1
720,9.815705128205128,ALIE,8,1
750,9.815705128205128,ALIE,8,1
780,9.815705128205128,ALIE,8,1
810,9.815705128205128,ALIE,8,1
840,9.815705128205128,ALIE,8,1
870,9.815705128205128,ALIE,8,1
900,9.815705128205128,ALIE,8,1
930,9.815705128205128,ALIE,8,1
960,9.815705128205128,ALIE,8,1
990,9.815705128205128,ALIE,8,1
1020,9.815705128205128,ALIE,8,1
1050,9.815705128205128,ALIE,8,1
1080,9.815705128205128,ALIE,8,1
1110,9.815705128205128,ALIE,8,1
1140,9.815705128205128,ALIE,8,1
1170,9.815705128205128,ALIE,8,1
1200,9.815705128205128,ALIE,8,1
1230,9.815705128205128,ALIE,8,1
1260,9.815705128205128,ALIE,8,1
1290,9.815705128205128,ALIE,8,1
1320,9.815705128205128,ALIE,8,1
1350,9.815705128205128,ALIE,8,1
1380,9.815705128205128,ALIE,8,1
1410,9.815705128205128,ALIE,8,1
1440,9.815705128205128,ALIE,8,1
1470,9.815705128205128,ALIE,8,1
1500,9.815705128205128,ALIE,8,1
30,50.14022435897436,SF,1,1
60,73.27724358974359,SF,1,1
90,79.18669871794872,SF,1,1
120,80.40865384615384,SF,1,1
150,84.31490384615384,SF,1,1
180,85.33653846153847,SF,1,1
210,87.8104967948718,SF,1,1
240,88.81209935897436,SF,1,1
270,89.4931891025641,SF,1,1
300,90.1141826923077,SF,1,1
330,90.67508012820512,SF,1,1
360,91.0556891025641,SF,1,1
390,91.796875,SF,1,1
420,91.7568108974359,SF,1,1
450,92.33774038461539,SF,1,1
480,92.66826923076923,SF,1,1
510,92.86858974358974,SF,1,1
540,93.17908653846153,SF,1,1
570,93.41947115384616,SF,1,1
600,93.41947115384616,SF,1,1
630,93.51963141025641,SF,1,1
660,93.60977564102564,SF,1,1
690,93.92027243589743,SF,1,1
720,94.08052884615384,SF,1,1
750,94.19070512820512,SF,1,1
780,94.27083333333333,SF,1,1
810,94.54126602564102,SF,1,1
840,94.6514423076923,SF,1,1
870,94.60136217948718,SF,1,1
900,94.71153846153847,SF,1,1
930,94.921875,SF,1,1
960,95.06209935897436,SF,1,1
990,95.1923076923077,SF,1,1
1020,95.07211538461539,SF,1,1
1050,95.17227564102564,SF,1,1
1080,95.59294871794872,SF,1,1
1110,95.64302884615384,SF,1,1
1140,95.44270833333333,SF,1,1
1170,95.56290064102564,SF,1,1
1200,95.7431891025641,SF,1,1
1230,95.86338141025641,SF,1,1
1260,95.84334935897436,SF,1,1
1290,96.07371794871794,SF,1,1
1320,96.03365384615384,SF,1,1
1350,96.03365384615384,SF,1,1
1380,95.95352564102564,SF,1,1
1410,96.1738782051282,SF,1,1
1440,96.15384615384616,SF,1,1
1470,96.19391025641026,SF,1,1
1500,96.32411858974359,SF,1,1
30,39.90384615384615,SF,2,1
60,67.43790064102564,SF,2,1
90,76.20192307692308,SF,2,1
120,80.25841346153847,SF,2,1
150,82.55208333333333,SF,2,1
180,84.35496794871794,SF,2,1
210,86.89903846153847,SF,2,1
240,87.92067307692308,SF,2,1
270,88.671875,SF,2,1
300,89.60336538461539,SF,2,1
330,90.56490384615384,SF,2,1
360,90.72516025641026,SF,2,1
390,91.24599358974359,SF,2,1
420,91.55649038461539,SF,2,1
450,91.8770032051282,SF,2,1
480,92.15745192307692,SF,2,1
510,92.51802884615384,SF,2,1
540,92.72836538461539,SF,2,1
570,92.87860576923077,SF,2,1
600,93.30929487179488,SF,2,1
630,93.36939102564102,SF,2,1
660,93.59975961538461,SF,2,1
690,93.64983974358974,SF,2,1
720,93.84014423076923,SF,2,1
750,93.97035256410257,SF,2,1
780,94.12059294871794,SF,2,1
810,94.11057692307692,SF,2,1
840,94.21073717948718,SF,2,1
870,94.44110576923077,SF,2,1
900,94.44110576923077,SF,2,1
930,94.6113782051282,SF,2,1
960,94.71153846153847,SF,2,1
990,94.76161858974359,SF,2,1
1020,94.90184294871794,SF,2,1
1050,94.9619391025641,SF,2,1
1080,95.03205128205128,SF,2,1
1110,95.20232371794872,SF,2,1
1140,95.2724358974359,SF,2,1
1170,95.41266025641026,SF,2,1
1200,95.45272435897436,SF,2,1
1230,95.46274038461539,SF,2,1
1260,95.47275641025641,SF,2,1
1290,95.57291666666667,SF,2,1
1320,95.6229967948718,SF,2,1
1350,95.81330128205128,SF,2,1
1380,95.89342948717949,SF,2,1
1410,95.81330128205128,SF,2,1
1440,95.99358974358974,SF,2,1
1470,96.07371794871794,SF,2,1
1500,96.07371794871794,SF,2,1
30,29.38701923076923,SF,3,1
60,68.91025641025641,SF,3,1
90,76.94310897435898,SF,3,1
120,80.79927884615384,SF,3,1
150,84.05448717948718,SF,3,1
180,85.56690705128206,SF,3,1
210,87.1895032051282,SF,3,1
240,87.95072115384616,SF,3,1
270,88.68189102564102,SF,3,1
300,89.09254807692308,SF,3,1
330,89.73357371794872,SF,3,1
360,90.22435897435898,SF,3,1
390,90.37459935897436,SF,3,1
420,90.9354967948718,SF,3,1
450,91.20592948717949,SF,3,1
480,91.47636217948718,SF,3,1
510,91.74679487179488,SF,3,1
540,92.08733974358974,SF,3,1
570,92.27764423076923,SF,3,1
600,92.4579326923077,SF,3,1
630,92.54807692307692,SF,3,1
660,92.71834935897436,SF,3,1
690,92.85857371794872,SF,3,1
720,93.02884615384616,SF,3,1
750,93.13902243589743,SF,3,1
780,93.24919871794872,SF,3,1
810,93.359375,SF,3,1
840,93.4395032051282,SF,3,1
870,93.52964743589743,SF,3,1
900,93.78004807692308,SF,3,1
930,93.95032051282051,SF,3,1
960,94.140625,SF,3,1
990,94.19070512820512,SF,3,1
1020,94.1005608974359,SF,3,1
1050,94.25080128205128,SF,3,1
1080,94.28084935897436,SF,3,1
1110,94.32091346153847,SF,3,1
1140,94.52123397435898,SF,3,1
1170,94.58133012820512,SF,3,1
1200,94.55128205128206,SF,3,1
1230,94.64142628205128,SF,3,1
1260,94.8417467948718,SF,3,1
1290,94.97195512820512,SF,3,1
1320,95.05208333333333,SF,3,1
1350,95.02203525641026,SF,3,1
1380,95.10216346153847,SF,3,1
1410,95.29246794871794,SF,3,1
1440,95.41266025641026,SF,3,1
1470,95.34254807692308,SF,3,1
1500,95.17227564102564,SF,3,1
30,50.34054487179487,SF,4,1
60,72.58613782051282,SF,4,1
90,76.89302884615384,SF,4,1
120,82.67227564102564,SF,4,1
150,84.15464743589743,SF,4,1
180,85.90745192307692,SF,4,1
210,87.4599358974359,SF,4,1
240,88.53165064102564,SF,4,1
270,88.68189102564102,SF,4,1
300,89.43309294871794,SF,4,1
330,89.64342948717949,SF,4,1
360,89.98397435897436,SF,4,1
390,90.47475961538461,SF,4,1
420,90.86538461538461,SF,4,1
450,91.21594551282051,SF,4,1
480,91.37620192307692,SF,4,1
510,91.64663461538461,SF,4,1
540,91.7167467948718,SF,4,1
570,91.85697115384616,SF,4,1
600,91.89703525641026,SF,4,1
630,91.97716346153847,SF,4,1
660,92.24759615384616,SF,4,1
690,92.28766025641026,SF,4,1
720,92.37780448717949,SF,4,1
750,92.39783653846153,SF,4,1
780,92.62820512820512,SF,4,1
810,92.66826923076923,SF,4,1
840,93.0088141025641,SF,4,1
870,92.93870192307692,SF,4,1
900,93.19911858974359,SF,4,1
930,93.06891025641026,SF,4,1
960,93.44951923076923,SF,4,1
990,93.359375,SF,4,1
1020,93.49959935897436,SF,4,1
1050,93.60977564102564,SF,4,1
1080,93.72996794871794,SF,4,1
1110,93.69991987179488,SF,4,1
1140,93.81009615384616,SF,4,1
1170,93.97035256410257,SF,4,1
1200,93.92027243589743,SF,4,1
1230,94.09054487179488,SF,4,1
1260,94.0604967948718,SF,4,1
1290,94.09054487179488,SF,4,1
1320,94.20072115384616,SF,4,1
1350,94.20072115384616,SF,4,1
1380,94.19070512820512,SF,4,1
1410,94.30088141025641,SF,4,1
1440,94.40104166666667,SF,4,1
1470,94.43108974358974,SF,4,1
1500,94.51121794871794,SF,4,1
30,34.475160256410255,SF,5,1
60,51.252003205128204,SF,5,1
90,74.43910256410257,SF,5,1
120,80.51883012820512,SF,5,1
150,83.00280448717949,SF,5,1
180,84.8457532051282,SF,5,1
210,85.36658653846153,SF,5,1
240,86.26802884615384,SF,5,1
270,87.59014423076923,SF,5,1
300,87.42988782051282,SF,5,1
330,88.19110576923077,SF,5,1
360,88.88221153846153,SF,5,1
390,88.83213141025641,SF,5,1
420,89.27283653846153,SF,5,1
450,89.60336538461539,SF,5,1
480,90.13421474358974,SF,5,1
510,90.20432692307692,SF,5,1
540,89.9639423076923,SF,5,1
570,90.45472756410257,SF,5,1
600,90.625,SF,5,1
630,90.82532051282051,SF,5,1
660,90.73517628205128,SF,5,1
690,90.64503205128206,SF,5,1
720,90.83533653846153,SF,5,1
750,91.29607371794872,SF,5,1
780,91.15584935897436,SF,5,1
810,91.61658653846153,SF,5,1
840,91.15584935897436,SF,5,1
870,91.50641025641026,SF,5,1
900,91.49639423076923,SF,5,1
930,91.9170673076923,SF,5,1
960,91.53645833333333,SF,5,1
990,91.9170673076923,SF,5,1
1020,92.07732371794872,SF,5,1
1050,92.09735576923077,SF,5,1
1080,91.85697115384616,SF,5,1
1110,92.05729166666667,SF,5,1
1140,92.38782051282051,SF,5,1
1170,92.578125,SF,5,1
1200,92.66826923076923,SF,5,1
1230,92.40785256410257,SF,5,1
1260,92.36778846153847,SF,5,1
1290,92.67828525641026,SF,5,1
1320,92.75841346153847,SF,5,1
1350,92.6181891025641,SF,5,1
1380,92.74839743589743,SF,5,1
1410,92.68830128205128,SF,5,1
1440,92.89863782051282,SF,5,1
1470,93.01883012820512,SF,5,1
1500,93.03886217948718,SF,5,1
30,10.126201923076923,SF,6,1
60,33.102964743589745,SF,6,1
90,43.37940705128205,SF,6,1
120,72.2255608974359,SF,6,1
150,78.70592948717949,SF,6,1
180,81.61057692307692,SF,6,1
210,84.2548076923077,SF,6,1
240,85.5068108974359,SF,6,1
270,85.98758012820512,SF,6,1
300,87.109375,SF,6,1
330,87.33974358974359,SF,6,1
360,87.84054487179488,SF,6,1
390,88.41145833333333,SF,6,1
420,88.46153846153847,SF,6,1
450,88.60176282051282,SF,6,1
480,88.52163461538461,SF,6,1
510,89.04246794871794,SF,6,1
540,89.20272435897436,SF,6,1
570,89.35296474358974,SF,6,1
600,89.42307692307692,SF,6,1
630,89.79366987179488,SF,6,1
660,89.8036858974359,SF,6,1
690,90.07411858974359,SF,6,1
720,89.38301282051282,SF,6,1
750,90.234375,SF,6,1
780,89.62339743589743,SF,6,1
810,90.49479166666667,SF,6,1
840,89.7235576923077,SF,6,1
870,90.73517628205128,SF,6,1
900,90.55488782051282,SF,6,1
930,90.95552884615384,SF,6,1
960,90.75520833333333,SF,6,1
990,91.0957532051282,SF,6,1
1020,91.00560897435898,SF,6,1
1050,91.3661858974359,SF,6,1
1080,91.40625,SF,6,1
1110,91.23597756410257,SF,6,1
1140,91.29607371794872,SF,6,1
1170,91.43629807692308,SF,6,1
1200,91.50641025641026,SF,6,1
1230,91.7568108974359,SF,6,1
1260,91.77684294871794,SF,6,1
1290,91.8369391025641,SF,6,1
1320,91.74679487179488,SF,6,1
1350,91.95713141025641,SF,6,1
1380,91.61658653846153,SF,6,1
1410,92.01722756410257,SF,6,1
1440,91.99719551282051,SF,6,1
1470,92.04727564102564,SF,6,1
1500,92.0673076923077,SF,6,1
30,11.368189102564102,SF,7,1
60,3.796073717948718,SF,7,1
90,18.309294871794872,SF,7,1
120,15.955528846153847,SF,7,1
150,23.06690705128205,SF,7,1
180,42.54807692307692,SF,7,1
210,43.21915064102564,SF,7,1
240,53.72596153846154,SF,7,1
270,65.00400641025641,SF,7,1
300,67.82852564102564,SF,7,1
330,72.16546474358974,SF,7,1
360,77.53405448717949,SF,7,1
390,80.1983173076923,SF,7,1
420,81.40024038461539,SF,7,1
450,81.28004807692308,SF,7,1
480,79.0264423076923,SF,7,1
510,78.17508012820512,SF,7,1
540,79.5673076923077,SF,7,1
570,79.79767628205128,SF,7,1
600,79.46714743589743,SF,7,1
630,80.05809294871794,SF,7,1
660,80.60897435897436,SF,7,1
690,79.77764423076923,SF,7,1
720,79.44711538461539,SF,7,1
750,78.28525641025641,SF,7,1
780,79.65745192307692,SF,7,1
810,80.76923076923077,SF,7,1
840,80.60897435897436,SF,7,1
870,79.04647435897436,SF,7,1
900,78.48557692307692,SF,7,1
930,80.17828525641026,SF,7,1
960,80.56891025641026,SF,7,1
990,79.0264423076923,SF,7,1
1020,78.01482371794872,SF,7,1
1050,79.6875,SF,7,1
1080,80.56891025641026,SF,7,1
1110,78.84615384615384,SF,7,1
1140,77.98477564102564,SF,7,1
1170,80.33854166666667,SF,7,1
1200,80.24839743589743,SF,7,1
1230,79.97796474358974,SF,7,1
1260,79.06650641025641,SF,7,1
1290,78.26522435897436,SF,7,1
1320,77.84455128205128,SF,7,1
1350,78.32532051282051,SF,7,1
1380,78.75600961538461,SF,7,1
1410,78.49559294871794,SF,7,1
1440,78.3954326923077,SF,7,1
1470,78.92628205128206,SF,7,1
1500,79.4170673076923,SF,7,1
30,9.815705128205128,SF,8,1
60,9.815705128205128,SF,8,1
90,9.815705128205128,SF,8,1
120,9.815705128205128,SF,8,1
150,9.815705128205128,SF,8,1
180,9.815705128205128,SF,8,1
210,9.815705128205128,SF,8,1
240,9.815705128205128,SF,8,1
270,9.815705128205128,SF,8,1
300,9.815705128205128,SF,8,1
330,9.815705128205128,SF,8,1
360,9.815705128205128,SF,8,1
390,9.815705128205128,SF,8,1
420,9.815705128205128,SF,8,1
450,9.815705128205128,SF,8,1
480,9.815705128205128,SF,8,1
510,9.815705128205128,SF,8,1
540,9.815705128205128,SF,8,1
570,9.815705128205128,SF,8,1
600,9.815705128205128,SF,8,1
630,9.815705128205128,SF,8,1
660,9.815705128205128,SF,8,1
690,9.815705128205128,SF,8,1
720,9.815705128205128,SF,8,1
750,9.815705128205128,SF,8,1
780,9.815705128205128,SF,8,1
810,9.815705128205128,SF,8,1
840,9.815705128205128,SF,8,1
870,9.815705128205128,SF,8,1
900,9.815705128205128,SF,8,1
930,9.815705128205128,SF,8,1
960,9.815705128205128,SF,8,1
990,9.815705128205128,SF,8,1
1020,9.815705128205128,SF,8,1
1050,9.815705128205128,SF,8,1
1080,9.815705128205128,SF,8,1
1110,9.815705128205128,SF,8,1
1140,9.815705128205128,SF,8,1
1170,9.815705128205128,SF,8,1
1200,9.815705128205128,SF,8,1
1230,9.815705128205128,SF,8,1
1260,9.815705128205128,SF,8,1
1290,9.815705128205128,SF,8,1
1320,9.815705128205128,SF,8,1
1350,9.815705128205128,SF,8,1
1380,9.815705128205128,SF,8,1
1410,9.815705128205128,SF,8,1
1440,9.815705128205128,SF,8,1
1470,9.815705128205128,SF,8,1
1500,9.815705128205128,SF,8,1
30,51.00160256410256,IPM,1,1
60,74.23878205128206,IPM,1,1
90,79.07652243589743,IPM,1,1
120,81.18990384615384,IPM,1,1
150,84.70552884615384,IPM,1,1
180,85.53685897435898,IPM,1,1
210,88.26121794871794,IPM,1,1
240,89.09254807692308,IPM,1,1
270,89.8036858974359,IPM,1,1
300,90.26442307692308,IPM,1,1
330,90.98557692307692,IPM,1,1
360,91.34615384615384,IPM,1,1
390,91.9170673076923,IPM,1,1
420,92.08733974358974,IPM,1,1
450,92.66826923076923,IPM,1,1
480,92.89863782051282,IPM,1,1
510,92.8886217948718,IPM,1,1
540,93.42948717948718,IPM,1,1
570,93.6298076923077,IPM,1,1
600,93.73998397435898,IPM,1,1
630,93.85016025641026,IPM,1,1
660,94.04046474358974,IPM,1,1
690,94.31089743589743,IPM,1,1
720,94.42107371794872,IPM,1,1
750,94.64142628205128,IPM,1,1
780,94.75160256410257,IPM,1,1
810,94.9619391025641,IPM,1,1
840,95.09214743589743,IPM,1,1
870,95.05208333333333,IPM,1,1
900,95.21233974358974,IPM,1,1
930,95.37259615384616,IPM,1,1
960,95.49278846153847,IPM,1,1
990,95.53285256410257,IPM,1,1
1020,95.53285256410257,IPM,1,1
1050,95.77323717948718,IPM,1,1
1080,95.99358974358974,IPM,1,1
1110,95.95352564102564,IPM,1,1
1140,96.08373397435898,IPM,1,1
1170,96.2139423076923,IPM,1,1
1200,96.14383012820512,IPM,1,1
1230,96.24399038461539,IPM,1,1
1260,96.3641826923077,IPM,1,1
1290,96.50440705128206,IPM,1,1
1320,96.4042467948718,IPM,1,1
1350,96.42427884615384,IPM,1,1
1380,96.61458333333333,IPM,1,1
1410,96.62459935897436,IPM,1,1
1440,96.5645032051282,IPM,1,1
1470,96.77483974358974,IPM,1,1
1500,96.82491987179488,IPM,1,1
30,42.94871794871795,IPM,2,1
60,64.11258012820512,IPM,2,1
90,76.45232371794872,IPM,2,1
120,82.12139423076923,IPM,2,1
150,84.05448717948718,IPM,2,1
180,85.05608974358974,IPM,2,1
210,87.07932692307692,IPM,2,1
240,88.03084935897436,IPM,2,1
270,89.29286858974359,IPM,2,1
300,90.08413461538461,IPM,2,1
330,90.80528846153847,IPM,2,1
360,91.12580128205128,IPM,2,1
390,91.58653846153847,IPM,2,1
420,92.03725961538461,IPM,2,1
450,92.27764423076923,IPM,2,1
480,92.51802884615384,IPM,2,1
510,92.80849358974359,IPM,2,1
540,93.21915064102564,IPM,2,1
570,93.64983974358974,IPM,2,1
600,93.8301282051282,IPM,2,1
630,93.85016025641026,IPM,2,1
660,93.97035256410257,IPM,2,1
690,94.24078525641026,IPM,2,1
720,94.58133012820512,IPM,2,1
750,94.64142628205128,IPM,2,1
780,94.63141025641026,IPM,2,1
810,94.8818108974359,IPM,2,1
840,95.0020032051282,IPM,2,1
870,95.06209935897436,IPM,2,1
900,95.02203525641026,IPM,2,1
930,95.41266025641026,IPM,2,1
960,95.28245192307692,IPM,2,1
990,95.52283653846153,IPM,2,1
1020,95.71314102564102,IPM,2,1
1050,95.703125,IPM,2,1
1080,95.77323717948718,IPM,2,1
1110,95.9735576923077,IPM,2,1
1140,95.92347756410257,IPM,2,1
1170,95.86338141025641,IPM,2,1
1200,96.08373397435898,IPM,2,1
1230,96.2139423076923,IPM,2,1
1260,96.28405448717949,IPM,2,1
1290,96.33413461538461,IPM,2,1
1320,96.4042467948718,IPM,2,1
1350,96.5244391025641,IPM,2,1
1380,96.57451923076923,IPM,2,1
1410,96.6045673076923,IPM,2,1
1440,96.65464743589743,IPM,2,1
1470,96.69471153846153,IPM,2,1
1500,96.70472756410257,IPM,2,1
30,34.79567307692308,IPM,3,1
60,71.07371794871794,IPM,3,1
90,78.84615384615384,IPM,3,1
120,81.62059294871794,IPM,3,1
150,84.93589743589743,IPM,3,1
180,86.3681891025641,IPM,3,1
210,87.65024038461539,IPM,3,1
240,88.6318108974359,IPM,3,1
270,89.16266025641026,IPM,3,1
300,89.99399038461539,IPM,3,1
330,90.30448717948718,IPM,3,1
360,90.84535256410257,IPM,3,1
390,91.12580128205128,IPM,3,1
420,91.70673076923077,IPM,3,1
450,91.97716346153847,IPM,3,1
480,92.42788461538461,IPM,3,1
510,92.76842948717949,IPM,3,1
540,93.0488782051282,IPM,3,1
570,93.29927884615384,IPM,3,1
600,93.40945512820512,IPM,3,1
630,93.55969551282051,IPM,3,1
660,93.65985576923077,IPM,3,1
690,93.8701923076923,IPM,3,1
720,93.96033653846153,IPM,3,1
750,94.09054487179488,IPM,3,1
780,94.140625,IPM,3,1
810,94.50120192307692,IPM,3,1
840,94.43108974358974,IPM,3,1
870,94.71153846153847,IPM,3,1
900,94.68149038461539,IPM,3,1
930,95.02203525641026,IPM,3,1
960,94.95192307692308,IPM,3,1
990,95.24238782051282,IPM,3,1
1020,95.26241987179488,IPM,3,1
1050,95.32251602564102,IPM,3,1
1080,95.2323717948718,IPM,3,1
1110,95.38261217948718,IPM,3,1
1140,95.45272435897436,IPM,3,1
1170,95.50280448717949,IPM,3,1
1200,95.68309294871794,IPM,3,1
1230,95.7431891025641,IPM,3,1
1260,95.90344551282051,IPM,3,1
1290,95.98357371794872,IPM,3,1
1320,95.95352564102564,IPM,3,1
1350,95.94350961538461,IPM,3,1
1380,96.12379807692308,IPM,3,1
1410,96.23397435897436,IPM,3,1
1440,96.24399038461539,IPM,3,1
1470,96.14383012820512,IPM,3,1
1500,96.29407051282051,IPM,3,1
30,55.84935897435897,IPM,4,1
60,70.80328525641026,IPM,4,1
90,80.06810897435898,IPM,4,1
120,82.29166666666667,IPM,4,1
150,84.26482371794872,IPM,4,1
180,86.12780448717949,IPM,4,1
210,88.19110576923077,IPM,4,1
240,88.70192307692308,IPM,4,1
270,89.4130608974359,IPM,4,1
300,90.04407051282051,IPM,4,1
330,90.46474358974359,IPM,4,1
360,90.88541666666667,IPM,4,1
390,91.27604166666667,IPM,4,1
420,91.76682692307692,IPM,4,1
450,92.05729166666667,IPM,4,1
480,92.24759615384616,IPM,4,1
510,92.41786858974359,IPM,4,1
540,92.74839743589743,IPM,4,1
570,92.83854166666667,IPM,4,1
600,92.82852564102564,IPM,4,1
630,93.05889423076923,IPM,4,1
660,93.26923076923077,IPM,4,1
690,93.40945512820512,IPM,4,1
720,93.6298076923077,IPM,4,1
750,93.6698717948718,IPM,4,1
780,93.75,IPM,4,1
810,94.08052884615384,IPM,4,1
840,94.20072115384616,IPM,4,1
870,94.09054487179488,IPM,4,1
900,94.4511217948718,IPM,4,1
930,94.55128205128206,IPM,4,1
960,94.48116987179488,IPM,4,1
990,94.60136217948718,IPM,4,1
1020,94.8417467948718,IPM,4,1
1050,94.77163461538461,IPM,4,1
1080,94.64142628205128,IPM,4,1
1110,94.81169871794872,IPM,4,1
1140,95.15224358974359,IPM,4,1
1170,95.06209935897436,IPM,4,1
1200,95.16225961538461,IPM,4,1
1230,95.1923076923077,IPM,4,1
1260,95.30248397435898,IPM,4,1
1290,95.36258012820512,IPM,4,1
1320,95.30248397435898,IPM,4,1
1350,95.30248397435898,IPM,4,1
1380,95.45272435897436,IPM,4,1
1410,95.44270833333333,IPM,4,1
1440,95.59294871794872,IPM,4,1
1470,95.6229967948718,IPM,4,1
1500,95.56290064102564,IPM,4,1
30,34.15464743589744,IPM,5,1
60,65.03405448717949,IPM,5,1
90,77.05328525641026,IPM,5,1
120,79.42708333333333,IPM,5,1
150,84.38501602564102,IPM,5,1
180,85.51682692307692,IPM,5,1
210,86.30809294871794,IPM,5,1
240,87.53004807692308,IPM,5,1
270,88.44150641025641,IPM,5,1
300,88.62179487179488,IPM,5,1
330,89.11258012820512,IPM,5,1
360,89.65344551282051,IPM,5,1
390,89.98397435897436,IPM,5,1
420,90.39463141025641,IPM,5,1
450,90.57491987179488,IPM,5,1
480,90.80528846153847,IPM,5,1
510,90.95552884615384,IPM,5,1
540,90.92548076923077,IPM,5,1
570,91.10576923076923,IPM,5,1
600,91.39623397435898,IPM,5,1
630,91.4463141025641,IPM,5,1
660,91.37620192307692,IPM,5,1
690,91.3661858974359,IPM,5,1
720,91.68669871794872,IPM,5,1
750,92.03725961538461,IPM,5,1
780,92.12740384615384,IPM,5,1
810,92.1073717948718,IPM,5,1
840,91.95713141025641,IPM,5,1
870,92.33774038461539,IPM,5,1
900,92.56810897435898,IPM,5,1
930,92.4979967948718,IPM,5,1
960,92.44791666666667,IPM,5,1
990,92.77844551282051,IPM,5,1
1020,92.89863782051282,IPM,5,1
1050,92.95873397435898,IPM,5,1
1080,92.85857371794872,IPM,5,1
1110,92.87860576923077,IPM,5,1
1140,93.0488782051282,IPM,5,1
1170,93.21915064102564,IPM,5,1
1200,93.37940705128206,IPM,5,1
1230,93.17908653846153,IPM,5,1
1260,93.17908653846153,IPM,5,1
1290,93.46955128205128,IPM,5,1
1320,93.61979166666667,IPM,5,1
1350,93.64983974358974,IPM,5,1
1380,93.44951923076923,IPM,5,1
1410,93.64983974358974,IPM,5,1
1440,93.8301282051282,IPM,5,1
1470,93.8701923076923,IPM,5,1
1500,93.78004807692308,IPM,5,1
30,26.88301282051282,IPM,6,1
60,35.37660256410256,IPM,6,1
90,68.40945512820512,IPM,6,1
120,77.34375,IPM,6,1
150,80.25841346153847,IPM,6,1
180,83.7139423076923,IPM,6,1
210,85.08613782051282,IPM,6,1
240,86.47836538461539,IPM,6,1
270,87.24959935897436,IPM,6,1
300,87.5801282051282,IPM,6,1
330,87.9306891025641,IPM,6,1
360,88.35136217948718,IPM,6,1
390,88.90224358974359,IPM,6,1
420,88.89222756410257,IPM,6,1
450,89.08253205128206,IPM,6,1
480,89.51322115384616,IPM,6,1
510,89.60336538461539,IPM,6,1
540,90.00400641025641,IPM,6,1
570,90.08413461538461,IPM,6,1
600,90.3145032051282,IPM,6,1
630,90.43469551282051,IPM,6,1
660,90.625,IPM,6,1
690,90.63501602564102,IPM,6,1
720,90.5849358974359,IPM,6,1
750,90.80528846153847,IPM,6,1
780,90.625,IPM,6,1
810,91.15584935897436,IPM,6,1
840,90.81530448717949,IPM,6,1
870,91.31610576923077,IPM,6,1
900,91.23597756410257,IPM,6,1
930,91.27604166666667,IPM,6,1
