Iterations,Accuracy (%),ATK,Aggregator,seed,f,niid
1260,96.42427884615384,GA,FGC,1,2,0.1
1290,96.53445512820512,GA,FGC,1,2,0.1
1320,96.53445512820512,GA,FGC,1,2,0.1
1350,96.70472756410257,GA,FGC,1,2,0.1
1380,96.64463141025641,GA,FGC,1,2,0.1
1410,96.72475961538461,GA,FGC,1,2,0.1
1440,96.7548076923077,GA,FGC,1,2,0.1
1470,96.81490384615384,GA,FGC,1,2,0.1
1500,96.84495192307692,GA,FGC,1,2,0.1
30,33.62379807692308,GA,FGC,1,3,0.1
60,72.99679487179488,GA,FGC,1,3,0.1
90,79.2568108974359,GA,FGC,1,3,0.1
120,82.14142628205128,GA,FGC,1,3,0.1
150,85.32652243589743,GA,FGC,1,3,0.1
180,85.8573717948718,GA,FGC,1,3,0.1
210,87.91065705128206,GA,FGC,1,3,0.1
240,88.90224358974359,GA,FGC,1,3,0.1
270,89.5733173076923,GA,FGC,1,3,0.1
300,90.22435897435898,GA,FGC,1,3,0.1
330,91.04567307692308,GA,FGC,1,3,0.1
360,91.56650641025641,GA,FGC,1,3,0.1
390,91.57652243589743,GA,FGC,1,3,0.1
420,92.09735576923077,GA,FGC,1,3,0.1
450,92.56810897435898,GA,FGC,1,3,0.1
480,92.8485576923077,GA,FGC,1,3,0.1
510,93.06891025641026,GA,FGC,1,3,0.1
540,93.50961538461539,GA,FGC,1,3,0.1
570,93.68990384615384,GA,FGC,1,3,0.1
600,93.72996794871794,GA,FGC,1,3,0.1
630,93.94030448717949,GA,FGC,1,3,0.1
660,94.03044871794872,GA,FGC,1,3,0.1
690,94.36097756410257,GA,FGC,1,3,0.1
720,94.60136217948718,GA,FGC,1,3,0.1
750,94.8016826923077,GA,FGC,1,3,0.1
780,94.94190705128206,GA,FGC,1,3,0.1
810,95.08213141025641,GA,FGC,1,3,0.1
840,95.08213141025641,GA,FGC,1,3,0.1
870,95.05208333333333,GA,FGC,1,3,0.1
900,95.42267628205128,GA,FGC,1,3,0.1
930,95.57291666666667,GA,FGC,1,3,0.1
960,95.48277243589743,GA,FGC,1,3,0.1
990,95.48277243589743,GA,FGC,1,3,0.1
1020,95.6229967948718,GA,FGC,1,3,0.1
1050,95.73317307692308,GA,FGC,1,3,0.1
1080,95.88341346153847,GA,FGC,1,3,0.1
1110,95.94350961538461,GA,FGC,1,3,0.1
1140,96.0136217948718,GA,FGC,1,3,0.1
1170,96.25400641025641,GA,FGC,1,3,0.1
1200,96.30408653846153,GA,FGC,1,3,0.1
1230,96.22395833333333,GA,FGC,1,3,0.1
1260,96.27403846153847,GA,FGC,1,3,0.1
1290,96.39423076923077,GA,FGC,1,3,0.1
1320,96.53445512820512,GA,FGC,1,3,0.1
1350,96.53445512820512,GA,FGC,1,3,0.1
1380,96.55448717948718,GA,FGC,1,3,0.1
1410,96.69471153846153,GA,FGC,1,3,0.1
1440,96.8349358974359,GA,FGC,1,3,0.1
1470,96.82491987179488,GA,FGC,1,3,0.1
1500,96.77483974358974,GA,FGC,1,3,0.1
30,58.122996794871796,GA,FGC,1,4,0.1
60,71.12379807692308,GA,FGC,1,4,0.1
90,81.54046474358974,GA,FGC,1,4,0.1
120,82.4619391025641,GA,FGC,1,4,0.1
150,84.63541666666667,GA,FGC,1,4,0.1
180,86.37820512820512,GA,FGC,1,4,0.1
210,88.2011217948718,GA,FGC,1,4,0.1
240,89.12259615384616,GA,FGC,1,4,0.1
270,89.79366987179488,GA,FGC,1,4,0.1
300,90.61498397435898,GA,FGC,1,4,0.1
330,91.1358173076923,GA,FGC,1,4,0.1
360,91.64663461538461,GA,FGC,1,4,0.1
390,91.89703525641026,GA,FGC,1,4,0.1
420,92.27764423076923,GA,FGC,1,4,0.1
450,92.71834935897436,GA,FGC,1,4,0.1
480,93.11899038461539,GA,FGC,1,4,0.1
510,93.26923076923077,GA,FGC,1,4,0.1
540,93.51963141025641,GA,FGC,1,4,0.1
570,93.85016025641026,GA,FGC,1,4,0.1
600,93.97035256410257,GA,FGC,1,4,0.1
630,94.2608173076923,GA,FGC,1,4,0.1
660,94.32091346153847,GA,FGC,1,4,0.1
690,94.46113782051282,GA,FGC,1,4,0.1
720,94.58133012820512,GA,FGC,1,4,0.1
750,94.63141025641026,GA,FGC,1,4,0.1
780,94.69150641025641,GA,FGC,1,4,0.1
810,94.89182692307692,GA,FGC,1,4,0.1
840,95.12219551282051,GA,FGC,1,4,0.1
870,95.11217948717949,GA,FGC,1,4,0.1
900,95.22235576923077,GA,FGC,1,4,0.1
930,95.48277243589743,GA,FGC,1,4,0.1
960,95.72315705128206,GA,FGC,1,4,0.1
990,95.64302884615384,GA,FGC,1,4,0.1
1020,95.7832532051282,GA,FGC,1,4,0.1
1050,95.80328525641026,GA,FGC,1,4,0.1
1080,95.83333333333333,GA,FGC,1,4,0.1
1110,96.0136217948718,GA,FGC,1,4,0.1
1140,95.98357371794872,GA,FGC,1,4,0.1
1170,96.10376602564102,GA,FGC,1,4,0.1
1200,96.11378205128206,GA,FGC,1,4,0.1
1230,96.23397435897436,GA,FGC,1,4,0.1
1260,96.30408653846153,GA,FGC,1,4,0.1
1290,96.41426282051282,GA,FGC,1,4,0.1
1320,96.47435897435898,GA,FGC,1,4,0.1
1350,96.51442307692308,GA,FGC,1,4,0.1
1380,96.47435897435898,GA,FGC,1,4,0.1
1410,96.53445512820512,GA,FGC,1,4,0.1
1440,96.59455128205128,GA,FGC,1,4,0.1
1470,96.69471153846153,GA,FGC,1,4,0.1
1500,96.67467948717949,GA,FGC,1,4,0.1
30,43.078926282051285,GA,FGC,1,5,0.1
60,74.07852564102564,GA,FGC,1,5,0.1
90,80.33854166666667,GA,FGC,1,5,0.1
120,82.9326923076923,GA,FGC,1,5,0.1
150,85.29647435897436,GA,FGC,1,5,0.1
180,85.49679487179488,GA,FGC,1,5,0.1
210,87.86057692307692,GA,FGC,1,5,0.1
240,89.08253205128206,GA,FGC,1,5,0.1
270,89.52323717948718,GA,FGC,1,5,0.1
300,90.49479166666667,GA,FGC,1,5,0.1
330,91.00560897435898,GA,FGC,1,5,0.1
360,91.43629807692308,GA,FGC,1,5,0.1
390,91.82692307692308,GA,FGC,1,5,0.1
420,92.2275641025641,GA,FGC,1,5,0.1
450,92.37780448717949,GA,FGC,1,5,0.1
480,92.6181891025641,GA,FGC,1,5,0.1
510,92.86858974358974,GA,FGC,1,5,0.1
540,93.0088141025641,GA,FGC,1,5,0.1
570,93.45953525641026,GA,FGC,1,5,0.1
600,93.63982371794872,GA,FGC,1,5,0.1
630,93.6698717948718,GA,FGC,1,5,0.1
660,93.92027243589743,GA,FGC,1,5,0.1
690,94.1005608974359,GA,FGC,1,5,0.1
720,94.33092948717949,GA,FGC,1,5,0.1
750,94.42107371794872,GA,FGC,1,5,0.1
780,94.50120192307692,GA,FGC,1,5,0.1
810,94.60136217948718,GA,FGC,1,5,0.1
840,94.74158653846153,GA,FGC,1,5,0.1
870,94.85176282051282,GA,FGC,1,5,0.1
900,95.07211538461539,GA,FGC,1,5,0.1
930,95.28245192307692,GA,FGC,1,5,0.1
960,95.3525641025641,GA,FGC,1,5,0.1
990,95.55288461538461,GA,FGC,1,5,0.1
1020,95.61298076923077,GA,FGC,1,5,0.1
1050,95.63301282051282,GA,FGC,1,5,0.1
1080,95.85336538461539,GA,FGC,1,5,0.1
1110,95.81330128205128,GA,FGC,1,5,0.1
1140,95.96354166666667,GA,FGC,1,5,0.1
1170,96.07371794871794,GA,FGC,1,5,0.1
1200,96.08373397435898,GA,FGC,1,5,0.1
1230,95.91346153846153,GA,FGC,1,5,0.1
1260,96.11378205128206,GA,FGC,1,5,0.1
1290,96.32411858974359,GA,FGC,1,5,0.1
1320,96.38421474358974,GA,FGC,1,5,0.1
1350,96.29407051282051,GA,FGC,1,5,0.1
1380,96.42427884615384,GA,FGC,1,5,0.1
1410,96.54447115384616,GA,FGC,1,5,0.1
1440,96.61458333333333,GA,FGC,1,5,0.1
1470,96.50440705128206,GA,FGC,1,5,0.1
1500,96.66466346153847,GA,FGC,1,5,0.1
30,37.600160256410255,GA,FGC,1,6,0.1
60,68.56971153846153,GA,FGC,1,6,0.1
90,77.55408653846153,GA,FGC,1,6,0.1
120,82.0713141025641,GA,FGC,1,6,0.1
150,84.54527243589743,GA,FGC,1,6,0.1
180,85.20633012820512,GA,FGC,1,6,0.1
210,88.10096153846153,GA,FGC,1,6,0.1
240,89.25280448717949,GA,FGC,1,6,0.1
270,89.5332532051282,GA,FGC,1,6,0.1
300,90.64503205128206,GA,FGC,1,6,0.1
330,91.0556891025641,GA,FGC,1,6,0.1
360,91.5264423076923,GA,FGC,1,6,0.1
390,91.99719551282051,GA,FGC,1,6,0.1
420,92.3076923076923,GA,FGC,1,6,0.1
450,92.51802884615384,GA,FGC,1,6,0.1
480,92.80849358974359,GA,FGC,1,6,0.1
510,93.25921474358974,GA,FGC,1,6,0.1
540,93.46955128205128,GA,FGC,1,6,0.1
570,93.7900641025641,GA,FGC,1,6,0.1
600,93.7900641025641,GA,FGC,1,6,0.1
630,94.07051282051282,GA,FGC,1,6,0.1
660,94.19070512820512,GA,FGC,1,6,0.1
690,94.4911858974359,GA,FGC,1,6,0.1
720,94.50120192307692,GA,FGC,1,6,0.1
750,94.72155448717949,GA,FGC,1,6,0.1
780,94.83173076923077,GA,FGC,1,6,0.1
810,95.01201923076923,GA,FGC,1,6,0.1
840,95.17227564102564,GA,FGC,1,6,0.1
870,95.2323717948718,GA,FGC,1,6,0.1
900,95.36258012820512,GA,FGC,1,6,0.1
930,95.49278846153847,GA,FGC,1,6,0.1
960,95.69310897435898,GA,FGC,1,6,0.1
990,95.59294871794872,GA,FGC,1,6,0.1
1020,95.69310897435898,GA,FGC,1,6,0.1
1050,95.85336538461539,GA,FGC,1,6,0.1
1080,95.88341346153847,GA,FGC,1,6,0.1
1110,95.86338141025641,GA,FGC,1,6,0.1
1140,96.04366987179488,GA,FGC,1,6,0.1
1170,96.0536858974359,GA,FGC,1,6,0.1
1200,96.09375,GA,FGC,1,6,0.1
1230,96.09375,GA,FGC,1,6,0.1
1260,96.32411858974359,GA,FGC,1,6,0.1
1290,96.31410256410257,GA,FGC,1,6,0.1
1320,96.4443108974359,GA,FGC,1,6,0.1
1350,96.3641826923077,GA,FGC,1,6,0.1
1380,96.62459935897436,GA,FGC,1,6,0.1
1410,96.72475961538461,GA,FGC,1,6,0.1
1440,96.68469551282051,GA,FGC,1,6,0.1
1470,96.71474358974359,GA,FGC,1,6,0.1
1500,96.73477564102564,GA,FGC,1,6,0.1
30,36.51842948717949,GA,FGC,1,7,0.1
60,74.80969551282051,GA,FGC,1,7,0.1
90,77.44391025641026,GA,FGC,1,7,0.1
120,82.76241987179488,GA,FGC,1,7,0.1
150,85.59695512820512,GA,FGC,1,7,0.1
180,86.09775641025641,GA,FGC,1,7,0.1
210,87.80048076923077,GA,FGC,1,7,0.1
240,88.87219551282051,GA,FGC,1,7,0.1
270,89.24278846153847,GA,FGC,1,7,0.1
300,90.01402243589743,GA,FGC,1,7,0.1
330,90.79527243589743,GA,FGC,1,7,0.1
360,91.3661858974359,GA,FGC,1,7,0.1
390,91.81690705128206,GA,FGC,1,7,0.1
420,92.04727564102564,GA,FGC,1,7,0.1
450,92.25761217948718,GA,FGC,1,7,0.1
480,92.6582532051282,GA,FGC,1,7,0.1
510,92.86858974358974,GA,FGC,1,7,0.1
540,93.09895833333333,GA,FGC,1,7,0.1
570,93.3994391025641,GA,FGC,1,7,0.1
600,93.63982371794872,GA,FGC,1,7,0.1
630,93.88020833333333,GA,FGC,1,7,0.1
660,94.16065705128206,GA,FGC,1,7,0.1
690,94.33092948717949,GA,FGC,1,7,0.1
720,94.4511217948718,GA,FGC,1,7,0.1
750,94.64142628205128,GA,FGC,1,7,0.1
780,94.60136217948718,GA,FGC,1,7,0.1
810,94.78165064102564,GA,FGC,1,7,0.1
840,94.99198717948718,GA,FGC,1,7,0.1
870,95.14222756410257,GA,FGC,1,7,0.1
900,95.24238782051282,GA,FGC,1,7,0.1
930,95.37259615384616,GA,FGC,1,7,0.1
960,95.30248397435898,GA,FGC,1,7,0.1
990,95.65304487179488,GA,FGC,1,7,0.1
1020,95.5829326923077,GA,FGC,1,7,0.1
1050,95.71314102564102,GA,FGC,1,7,0.1
1080,95.68309294871794,GA,FGC,1,7,0.1
1110,95.87339743589743,GA,FGC,1,7,0.1
1140,96.07371794871794,GA,FGC,1,7,0.1
1170,96.10376602564102,GA,FGC,1,7,0.1
1200,96.0136217948718,GA,FGC,1,7,0.1
1230,96.04366987179488,GA,FGC,1,7,0.1
1260,96.11378205128206,GA,FGC,1,7,0.1
1290,96.39423076923077,GA,FGC,1,7,0.1
1320,96.42427884615384,GA,FGC,1,7,0.1
1350,96.38421474358974,GA,FGC,1,7,0.1
1380,96.42427884615384,GA,FGC,1,7,0.1
1410,96.50440705128206,GA,FGC,1,7,0.1
1440,96.6045673076923,GA,FGC,1,7,0.1
1470,96.77483974358974,GA,FGC,1,7,0.1
1500,96.7948717948718,GA,FGC,1,7,0.1
30,52.35376602564103,LF,FGC,1,1,0.1
60,73.29727564102564,LF,FGC,1,1,0.1
90,79.67748397435898,LF,FGC,1,1,0.1
120,81.53044871794872,LF,FGC,1,1,0.1
150,85.04607371794872,LF,FGC,1,1,0.1
180,86.17788461538461,LF,FGC,1,1,0.1
210,88.41145833333333,LF,FGC,1,1,0.1
240,89.05248397435898,LF,FGC,1,1,0.1
270,89.9639423076923,LF,FGC,1,1,0.1
300,90.29447115384616,LF,FGC,1,1,0.1
330,90.91546474358974,LF,FGC,1,1,0.1
360,91.54647435897436,LF,FGC,1,1,0.1
390,91.7167467948718,LF,FGC,1,1,0.1
420,92.20753205128206,LF,FGC,1,1,0.1
450,92.58814102564102,LF,FGC,1,1,0.1
480,92.91866987179488,LF,FGC,1,1,0.1
510,92.86858974358974,LF,FGC,1,1,0.1
540,93.49959935897436,LF,FGC,1,1,0.1
570,93.54967948717949,LF,FGC,1,1,0.1
600,93.73998397435898,LF,FGC,1,1,0.1
630,93.77003205128206,LF,FGC,1,1,0.1
660,94.03044871794872,LF,FGC,1,1,0.1
690,94.35096153846153,LF,FGC,1,1,0.1
720,94.43108974358974,LF,FGC,1,1,0.1
750,94.66145833333333,LF,FGC,1,1,0.1
780,94.8016826923077,LF,FGC,1,1,0.1
810,94.9619391025641,LF,FGC,1,1,0.1
840,95.09214743589743,LF,FGC,1,1,0.1
870,95.09214743589743,LF,FGC,1,1,0.1
900,95.29246794871794,LF,FGC,1,1,0.1
930,95.36258012820512,LF,FGC,1,1,0.1
960,95.47275641025641,LF,FGC,1,1,0.1
990,95.50280448717949,LF,FGC,1,1,0.1
1020,95.52283653846153,LF,FGC,1,1,0.1
1050,95.7832532051282,LF,FGC,1,1,0.1
1080,96.0136217948718,LF,FGC,1,1,0.1
1110,95.98357371794872,LF,FGC,1,1,0.1
1140,96.10376602564102,LF,FGC,1,1,0.1
1170,96.25400641025641,LF,FGC,1,1,0.1
1200,96.20392628205128,LF,FGC,1,1,0.1
1230,96.34415064102564,LF,FGC,1,1,0.1
1260,96.46434294871794,LF,FGC,1,1,0.1
1290,96.484375,LF,FGC,1,1,0.1
1320,96.49439102564102,LF,FGC,1,1,0.1
1350,96.46434294871794,LF,FGC,1,1,0.1
1380,96.63461538461539,LF,FGC,1,1,0.1
1410,96.62459935897436,LF,FGC,1,1,0.1
1440,96.57451923076923,LF,FGC,1,1,0.1
1470,96.88501602564102,LF,FGC,1,1,0.1
1500,96.82491987179488,LF,FGC,1,1,0.1
30,48.307291666666664,LF,FGC,1,2,0.1
60,70.6229967948718,LF,FGC,1,2,0.1
90,77.91466346153847,LF,FGC,1,2,0.1
120,82.91266025641026,LF,FGC,1,2,0.1
150,84.63541666666667,LF,FGC,1,2,0.1
180,86.61858974358974,LF,FGC,1,2,0.1
210,87.72035256410257,LF,FGC,1,2,0.1
240,88.25120192307692,LF,FGC,1,2,0.1
270,89.09254807692308,LF,FGC,1,2,0.1
300,90.04407051282051,LF,FGC,1,2,0.1
330,90.9354967948718,LF,FGC,1,2,0.1
360,91.27604166666667,LF,FGC,1,2,0.1
390,91.57652243589743,LF,FGC,1,2,0.1
420,92.03725961538461,LF,FGC,1,2,0.1
450,92.3076923076923,LF,FGC,1,2,0.1
480,92.71834935897436,LF,FGC,1,2,0.1
510,92.91866987179488,LF,FGC,1,2,0.1
540,93.16907051282051,LF,FGC,1,2,0.1
570,93.58974358974359,LF,FGC,1,2,0.1
600,93.72996794871794,LF,FGC,1,2,0.1
630,93.90024038461539,LF,FGC,1,2,0.1
660,94.13060897435898,LF,FGC,1,2,0.1
690,94.38100961538461,LF,FGC,1,2,0.1
720,94.58133012820512,LF,FGC,1,2,0.1
750,94.47115384615384,LF,FGC,1,2,0.1
780,94.72155448717949,LF,FGC,1,2,0.1
810,94.9619391025641,LF,FGC,1,2,0.1
840,94.98197115384616,LF,FGC,1,2,0.1
870,94.9619391025641,LF,FGC,1,2,0.1
900,95.13221153846153,LF,FGC,1,2,0.1
930,95.42267628205128,LF,FGC,1,2,0.1
960,95.36258012820512,LF,FGC,1,2,0.1
990,95.53285256410257,LF,FGC,1,2,0.1
1020,95.76322115384616,LF,FGC,1,2,0.1
1050,95.7832532051282,LF,FGC,1,2,0.1
1080,95.86338141025641,LF,FGC,1,2,0.1
1110,95.98357371794872,LF,FGC,1,2,0.1
1140,96.0136217948718,LF,FGC,1,2,0.1
1170,95.95352564102564,LF,FGC,1,2,0.1
1200,96.1738782051282,LF,FGC,1,2,0.1
1230,96.26402243589743,LF,FGC,1,2,0.1
1260,96.2139423076923,LF,FGC,1,2,0.1
1290,96.41426282051282,LF,FGC,1,2,0.1
1320,96.47435897435898,LF,FGC,1,2,0.1
1350,96.65464743589743,LF,FGC,1,2,0.1
1380,96.66466346153847,LF,FGC,1,2,0.1
1410,96.64463141025641,LF,FGC,1,2,0.1
1440,96.73477564102564,LF,FGC,1,2,0.1
1470,96.74479166666667,LF,FGC,1,2,0.1
1500,96.84495192307692,LF,FGC,1,2,0.1
30,41.115785256410255,LF,FGC,1,3,0.1
60,70.54286858974359,LF,FGC,1,3,0.1
90,78.44551282051282,LF,FGC,1,3,0.1
120,82.26161858974359,LF,FGC,1,3,0.1
150,84.6854967948718,LF,FGC,1,3,0.1
180,86.76883012820512,LF,FGC,1,3,0.1
210,87.7704326923077,LF,FGC,1,3,0.1
240,88.49158653846153,LF,FGC,1,3,0.1
270,89.38301282051282,LF,FGC,1,3,0.1
300,89.9639423076923,LF,FGC,1,3,0.1
330,90.57491987179488,LF,FGC,1,3,0.1
360,91.18589743589743,LF,FGC,1,3,0.1
390,91.43629807692308,LF,FGC,1,3,0.1
420,92.11738782051282,LF,FGC,1,3,0.1
450,92.16746794871794,LF,FGC,1,3,0.1
480,92.76842948717949,LF,FGC,1,3,0.1
510,93.02884615384616,LF,FGC,1,3,0.1
540,93.24919871794872,LF,FGC,1,3,0.1
570,93.4395032051282,LF,FGC,1,3,0.1
600,93.6698717948718,LF,FGC,1,3,0.1
630,93.76001602564102,LF,FGC,1,3,0.1
660,94.08052884615384,LF,FGC,1,3,0.1
690,94.15064102564102,LF,FGC,1,3,0.1
720,94.36097756410257,LF,FGC,1,3,0.1
750,94.47115384615384,LF,FGC,1,3,0.1
780,94.44110576923077,LF,FGC,1,3,0.1
810,94.74158653846153,LF,FGC,1,3,0.1
840,94.75160256410257,LF,FGC,1,3,0.1
870,95.0020032051282,LF,FGC,1,3,0.1
900,95.05208333333333,LF,FGC,1,3,0.1
930,95.41266025641026,LF,FGC,1,3,0.1
960,95.53285256410257,LF,FGC,1,3,0.1
990,95.52283653846153,LF,FGC,1,3,0.1
1020,95.6630608974359,LF,FGC,1,3,0.1
1050,95.75320512820512,LF,FGC,1,3,0.1
1080,95.81330128205128,LF,FGC,1,3,0.1
1110,95.8233173076923,LF,FGC,1,3,0.1
1140,96.00360576923077,LF,FGC,1,3,0.1
1170,95.88341346153847,LF,FGC,1,3,0.1
1200,96.08373397435898,LF,FGC,1,3,0.1
1230,96.18389423076923,LF,FGC,1,3,0.1
1260,96.26402243589743,LF,FGC,1,3,0.1
1290,96.41426282051282,LF,FGC,1,3,0.1
1320,96.47435897435898,LF,FGC,1,3,0.1
1350,96.47435897435898,LF,FGC,1,3,0.1
1380,96.49439102564102,LF,FGC,1,3,0.1
1410,96.59455128205128,LF,FGC,1,3,0.1
1440,96.69471153846153,LF,FGC,1,3,0.1
1470,96.70472756410257,LF,FGC,1,3,0.1
1500,96.82491987179488,LF,FGC,1,3,0.1
30,62.630208333333336,LF,FGC,1,4,0.1
60,73.97836538461539,LF,FGC,1,4,0.1
90,81.05969551282051,LF,FGC,1,4,0.1
120,83.64383012820512,LF,FGC,1,4,0.1
150,85.43669871794872,LF,FGC,1,4,0.1
180,86.95913461538461,LF,FGC,1,4,0.1
210,88.29126602564102,LF,FGC,1,4,0.1
240,89.11258012820512,LF,FGC,1,4,0.1
270,89.8838141025641,LF,FGC,1,4,0.1
300,90.42467948717949,LF,FGC,1,4,0.1
330,90.91546474358974,LF,FGC,1,4,0.1
360,91.2860576923077,LF,FGC,1,4,0.1
390,91.8369391025641,LF,FGC,1,4,0.1
420,92.28766025641026,LF,FGC,1,4,0.1
450,92.47796474358974,LF,FGC,1,4,0.1
480,92.8485576923077,LF,FGC,1,4,0.1
510,93.18910256410257,LF,FGC,1,4,0.1
540,93.26923076923077,LF,FGC,1,4,0.1
570,93.4395032051282,LF,FGC,1,4,0.1
600,93.64983974358974,LF,FGC,1,4,0.1
630,93.84014423076923,LF,FGC,1,4,0.1
660,94.08052884615384,LF,FGC,1,4,0.1
690,94.30088141025641,LF,FGC,1,4,0.1
720,94.23076923076923,LF,FGC,1,4,0.1
750,94.46113782051282,LF,FGC,1,4,0.1
780,94.73157051282051,LF,FGC,1,4,0.1
810,94.73157051282051,LF,FGC,1,4,0.1
840,94.94190705128206,LF,FGC,1,4,0.1
870,95.01201923076923,LF,FGC,1,4,0.1
900,95.09214743589743,LF,FGC,1,4,0.1
930,95.3125,LF,FGC,1,4,0.1
960,95.33253205128206,LF,FGC,1,4,0.1
990,95.49278846153847,LF,FGC,1,4,0.1
1020,95.45272435897436,LF,FGC,1,4,0.1
1050,95.67307692307692,LF,FGC,1,4,0.1
1080,95.64302884615384,LF,FGC,1,4,0.1
1110,95.87339743589743,LF,FGC,1,4,0.1
1140,95.89342948717949,LF,FGC,1,4,0.1
1170,95.84334935897436,LF,FGC,1,4,0.1
1200,96.14383012820512,LF,FGC,1,4,0.1
1230,96.25400641025641,LF,FGC,1,4,0.1
1260,96.19391025641026,LF,FGC,1,4,0.1
1290,96.32411858974359,LF,FGC,1,4,0.1
1320,96.28405448717949,LF,FGC,1,4,0.1
1350,96.50440705128206,LF,FGC,1,4,0.1
1380,96.65464743589743,LF,FGC,1,4,0.1
1410,96.54447115384616,LF,FGC,1,4,0.1
1440,96.63461538461539,LF,FGC,1,4,0.1
1470,96.71474358974359,LF,FGC,1,4,0.1
1500,96.76482371794872,LF,FGC,1,4,0.1
30,45.06209935897436,LF,FGC,1,5,0.1
