Iterations,Accuracy (%),ATK,Aggregator,seed,f,niid
870,94.54126602564102,SF,GM,1,3,0.3
900,94.70152243589743,SF,GM,1,3,0.3
930,94.63141025641026,SF,GM,1,3,0.3
960,94.86177884615384,SF,GM,1,3,0.3
990,94.921875,SF,GM,1,3,0.3
1020,95.08213141025641,SF,GM,1,3,0.3
1050,95.12219551282051,SF,GM,1,3,0.3
1080,95.3125,SF,GM,1,3,0.3
1110,95.37259615384616,SF,GM,1,3,0.3
1140,95.45272435897436,SF,GM,1,3,0.3
1170,95.6229967948718,SF,GM,1,3,0.3
1200,95.46274038461539,SF,GM,1,3,0.3
1230,95.93349358974359,SF,GM,1,3,0.3
1260,95.73317307692308,SF,GM,1,3,0.3
1290,95.93349358974359,SF,GM,1,3,0.3
1320,95.85336538461539,SF,GM,1,3,0.3
1350,96.0136217948718,SF,GM,1,3,0.3
1380,96.15384615384616,SF,GM,1,3,0.3
1410,96.22395833333333,SF,GM,1,3,0.3
1440,96.30408653846153,SF,GM,1,3,0.3
1470,96.24399038461539,SF,GM,1,3,0.3
1500,96.38421474358974,SF,GM,1,3,0.3
30,34.8056891025641,SF,GM,1,3,0.4
60,62.69030448717949,SF,GM,1,3,0.4
90,71.19391025641026,SF,GM,1,3,0.4
120,76.73277243589743,SF,GM,1,3,0.4
150,79.94791666666667,SF,GM,1,3,0.4
180,83.83413461538461,SF,GM,1,3,0.4
210,85.86738782051282,SF,GM,1,3,0.4
240,85.9775641025641,SF,GM,1,3,0.4
270,87.73036858974359,SF,GM,1,3,0.4
300,87.70032051282051,SF,GM,1,3,0.4
330,89.16266025641026,SF,GM,1,3,0.4
360,89.19270833333333,SF,GM,1,3,0.4
390,90.48477564102564,SF,GM,1,3,0.4
420,90.20432692307692,SF,GM,1,3,0.4
450,91.3661858974359,SF,GM,1,3,0.4
480,90.87540064102564,SF,GM,1,3,0.4
510,92.3076923076923,SF,GM,1,3,0.4
540,92.00721153846153,SF,GM,1,3,0.4
570,92.42788461538461,SF,GM,1,3,0.4
600,92.71834935897436,SF,GM,1,3,0.4
630,92.95873397435898,SF,GM,1,3,0.4
660,93.30929487179488,SF,GM,1,3,0.4
690,93.2792467948718,SF,GM,1,3,0.4
720,94.01041666666667,SF,GM,1,3,0.4
750,93.56971153846153,SF,GM,1,3,0.4
780,93.82011217948718,SF,GM,1,3,0.4
810,94.19070512820512,SF,GM,1,3,0.4
840,94.0204326923077,SF,GM,1,3,0.4
870,93.96033653846153,SF,GM,1,3,0.4
900,94.52123397435898,SF,GM,1,3,0.4
930,94.89182692307692,SF,GM,1,3,0.4
960,94.85176282051282,SF,GM,1,3,0.4
990,94.6113782051282,SF,GM,1,3,0.4
1020,94.83173076923077,SF,GM,1,3,0.4
1050,95.3525641025641,SF,GM,1,3,0.4
1080,94.98197115384616,SF,GM,1,3,0.4
1110,95.02203525641026,SF,GM,1,3,0.4
1140,95.53285256410257,SF,GM,1,3,0.4
1170,95.79326923076923,SF,GM,1,3,0.4
1200,95.4326923076923,SF,GM,1,3,0.4
1230,95.69310897435898,SF,GM,1,3,0.4
1260,95.44270833333333,SF,GM,1,3,0.4
1290,95.73317307692308,SF,GM,1,3,0.4
1320,95.93349358974359,SF,GM,1,3,0.4
1350,95.5829326923077,SF,GM,1,3,0.4
1380,95.98357371794872,SF,GM,1,3,0.4
1410,96.1738782051282,SF,GM,1,3,0.4
1440,96.00360576923077,SF,GM,1,3,0.4
1470,96.28405448717949,SF,GM,1,3,0.4
1500,96.2139423076923,SF,GM,1,3,0.4
30,29.346955128205128,SF,GM,1,3,0.5
60,46.81490384615385,SF,GM,1,3,0.5
90,56.380208333333336,SF,GM,1,3,0.5
120,73.45753205128206,SF,GM,1,3,0.5
150,75.49078525641026,SF,GM,1,3,0.5
180,80.57892628205128,SF,GM,1,3,0.5
210,84.74559294871794,SF,GM,1,3,0.5
240,85.12620192307692,SF,GM,1,3,0.5
270,86.04767628205128,SF,GM,1,3,0.5
300,86.52844551282051,SF,GM,1,3,0.5
330,88.50160256410257,SF,GM,1,3,0.5
360,88.82211538461539,SF,GM,1,3,0.5
390,88.15104166666667,SF,GM,1,3,0.5
420,89.8838141025641,SF,GM,1,3,0.5
450,90.34455128205128,SF,GM,1,3,0.5
480,91.2860576923077,SF,GM,1,3,0.5
510,90.44471153846153,SF,GM,1,3,0.5
540,91.92708333333333,SF,GM,1,3,0.5
570,91.80689102564102,SF,GM,1,3,0.5
600,92.68830128205128,SF,GM,1,3,0.5
630,92.96875,SF,GM,1,3,0.5
660,93.17908653846153,SF,GM,1,3,0.5
690,93.40945512820512,SF,GM,1,3,0.5
720,93.60977564102564,SF,GM,1,3,0.5
750,93.50961538461539,SF,GM,1,3,0.5
780,93.57972756410257,SF,GM,1,3,0.5
810,94.11057692307692,SF,GM,1,3,0.5
840,94.03044871794872,SF,GM,1,3,0.5
870,94.21073717948718,SF,GM,1,3,0.5
900,94.53125,SF,GM,1,3,0.5
930,94.6113782051282,SF,GM,1,3,0.5
960,94.81169871794872,SF,GM,1,3,0.5
990,94.8016826923077,SF,GM,1,3,0.5
1020,94.6113782051282,SF,GM,1,3,0.5
1050,95.34254807692308,SF,GM,1,3,0.5
1080,95.2323717948718,SF,GM,1,3,0.5
1110,95.2724358974359,SF,GM,1,3,0.5
1140,95.36258012820512,SF,GM,1,3,0.5
1170,95.6229967948718,SF,GM,1,3,0.5
1200,95.89342948717949,SF,GM,1,3,0.5
1230,95.61298076923077,SF,GM,1,3,0.5
1260,95.54286858974359,SF,GM,1,3,0.5
1290,95.65304487179488,SF,GM,1,3,0.5
1320,95.59294871794872,SF,GM,1,3,0.5
1350,95.91346153846153,SF,GM,1,3,0.5
1380,95.8233173076923,SF,GM,1,3,0.5
1410,96.33413461538461,SF,GM,1,3,0.5
1440,96.11378205128206,SF,GM,1,3,0.5
1470,96.24399038461539,SF,GM,1,3,0.5
1500,96.51442307692308,SF,GM,1,3,0.5
30,24.298878205128204,SF,GM,1,3,0.6
60,40.86538461538461,SF,GM,1,3,0.6
90,48.4375,SF,GM,1,3,0.6
120,53.03485576923077,SF,GM,1,3,0.6
150,70.03205128205128,SF,GM,1,3,0.6
180,75.32051282051282,SF,GM,1,3,0.6
210,81.09975961538461,SF,GM,1,3,0.6
240,83.97435897435898,SF,GM,1,3,0.6
270,81.9511217948718,SF,GM,1,3,0.6
300,82.98277243589743,SF,GM,1,3,0.6
330,85.61698717948718,SF,GM,1,3,0.6
360,86.84895833333333,SF,GM,1,3,0.6
390,88.89222756410257,SF,GM,1,3,0.6
420,88.84214743589743,SF,GM,1,3,0.6
450,89.94391025641026,SF,GM,1,3,0.6
480,90.40464743589743,SF,GM,1,3,0.6
510,90.33453525641026,SF,GM,1,3,0.6
540,91.8369391025641,SF,GM,1,3,0.6
570,90.7051282051282,SF,GM,1,3,0.6
600,91.42628205128206,SF,GM,1,3,0.6
630,92.55809294871794,SF,GM,1,3,0.6
660,91.4463141025641,SF,GM,1,3,0.6
690,91.97716346153847,SF,GM,1,3,0.6
720,92.90865384615384,SF,GM,1,3,0.6
750,93.16907051282051,SF,GM,1,3,0.6
780,93.3994391025641,SF,GM,1,3,0.6
810,93.6298076923077,SF,GM,1,3,0.6
840,92.79847756410257,SF,GM,1,3,0.6
870,93.81009615384616,SF,GM,1,3,0.6
900,94.62139423076923,SF,GM,1,3,0.6
930,94.1005608974359,SF,GM,1,3,0.6
960,94.71153846153847,SF,GM,1,3,0.6
990,94.82171474358974,SF,GM,1,3,0.6
1020,94.54126602564102,SF,GM,1,3,0.6
1050,94.93189102564102,SF,GM,1,3,0.6
1080,95.15224358974359,SF,GM,1,3,0.6
1110,95.37259615384616,SF,GM,1,3,0.6
1140,95.46274038461539,SF,GM,1,3,0.6
1170,95.53285256410257,SF,GM,1,3,0.6
1200,95.71314102564102,SF,GM,1,3,0.6
1230,95.703125,SF,GM,1,3,0.6
1260,95.64302884615384,SF,GM,1,3,0.6
1290,95.92347756410257,SF,GM,1,3,0.6
1320,95.76322115384616,SF,GM,1,3,0.6
1350,95.79326923076923,SF,GM,1,3,0.6
1380,95.98357371794872,SF,GM,1,3,0.6
1410,96.15384615384616,SF,GM,1,3,0.6
1440,96.1338141025641,SF,GM,1,3,0.6
1470,96.4042467948718,SF,GM,1,3,0.6
1500,96.26402243589743,SF,GM,1,3,0.6
30,26.512419871794872,SF,GM,1,3,0.7
60,32.84254807692308,SF,GM,1,3,0.7
90,40.14423076923077,SF,GM,1,3,0.7
120,43.17908653846154,SF,GM,1,3,0.7
150,50.44070512820513,SF,GM,1,3,0.7
180,74.53926282051282,SF,GM,1,3,0.7
210,75.01001602564102,SF,GM,1,3,0.7
240,79.5673076923077,SF,GM,1,3,0.7
270,78.33533653846153,SF,GM,1,3,0.7
300,81.42027243589743,SF,GM,1,3,0.7
330,80.47876602564102,SF,GM,1,3,0.7
360,83.85416666666667,SF,GM,1,3,0.7
390,87.35977564102564,SF,GM,1,3,0.7
420,86.16786858974359,SF,GM,1,3,0.7
450,87.6201923076923,SF,GM,1,3,0.7
480,88.72195512820512,SF,GM,1,3,0.7
510,89.39302884615384,SF,GM,1,3,0.7
540,89.90384615384616,SF,GM,1,3,0.7
570,89.60336538461539,SF,GM,1,3,0.7
600,89.35296474358974,SF,GM,1,3,0.7
630,91.26602564102564,SF,GM,1,3,0.7
660,92.15745192307692,SF,GM,1,3,0.7
690,92.33774038461539,SF,GM,1,3,0.7
720,92.34775641025641,SF,GM,1,3,0.7
750,91.51642628205128,SF,GM,1,3,0.7
780,92.32772435897436,SF,GM,1,3,0.7
810,92.08733974358974,SF,GM,1,3,0.7
840,91.84695512820512,SF,GM,1,3,0.7
870,93.6298076923077,SF,GM,1,3,0.7
900,93.63982371794872,SF,GM,1,3,0.7
930,92.56810897435898,SF,GM,1,3,0.7
960,93.28926282051282,SF,GM,1,3,0.7
990,93.71995192307692,SF,GM,1,3,0.7
1020,93.90024038461539,SF,GM,1,3,0.7
1050,94.4110576923077,SF,GM,1,3,0.7
1080,94.53125,SF,GM,1,3,0.7
1110,94.30088141025641,SF,GM,1,3,0.7
1140,94.73157051282051,SF,GM,1,3,0.7
1170,94.8417467948718,SF,GM,1,3,0.7
1200,94.76161858974359,SF,GM,1,3,0.7
1230,95.18229166666667,SF,GM,1,3,0.7
1260,94.6113782051282,SF,GM,1,3,0.7
1290,95.17227564102564,SF,GM,1,3,0.7
1320,95.33253205128206,SF,GM,1,3,0.7
1350,95.77323717948718,SF,GM,1,3,0.7
1380,95.55288461538461,SF,GM,1,3,0.7
1410,95.76322115384616,SF,GM,1,3,0.7
1440,95.83333333333333,SF,GM,1,3,0.7
1470,95.94350961538461,SF,GM,1,3,0.7
1500,95.80328525641026,SF,GM,1,3,0.7
30,16.065705128205128,SF,GM,1,3,0.8
60,27.04326923076923,SF,GM,1,3,0.8
90,41.04567307692308,SF,GM,1,3,0.8
120,43.860176282051285,SF,GM,1,3,0.8
150,46.36418269230769,SF,GM,1,3,0.8
180,65.22435897435898,SF,GM,1,3,0.8
210,72.85657051282051,SF,GM,1,3,0.8
240,77.6943108974359,SF,GM,1,3,0.8
270,79.40705128205128,SF,GM,1,3,0.8
300,79.51722756410257,SF,GM,1,3,0.8
330,80.05809294871794,SF,GM,1,3,0.8
360,80.35857371794872,SF,GM,1,3,0.8
390,81.27003205128206,SF,GM,1,3,0.8
420,82.25160256410257,SF,GM,1,3,0.8
450,82.09134615384616,SF,GM,1,3,0.8
480,82.5020032051282,SF,GM,1,3,0.8
510,85.01602564102564,SF,GM,1,3,0.8
540,87.31971153846153,SF,GM,1,3,0.8
570,89.32291666666667,SF,GM,1,3,0.8
600,88.35136217948718,SF,GM,1,3,0.8
630,87.90064102564102,SF,GM,1,3,0.8
660,89.64342948717949,SF,GM,1,3,0.8
690,90.36458333333333,SF,GM,1,3,0.8
720,90.18429487179488,SF,GM,1,3,0.8
750,90.04407051282051,SF,GM,1,3,0.8
780,90.36458333333333,SF,GM,1,3,0.8
810,91.95713141025641,SF,GM,1,3,0.8
840,91.81690705128206,SF,GM,1,3,0.8
870,91.69671474358974,SF,GM,1,3,0.8
900,91.70673076923077,SF,GM,1,3,0.8
930,92.71834935897436,SF,GM,1,3,0.8
960,92.87860576923077,SF,GM,1,3,0.8
990,92.85857371794872,SF,GM,1,3,0.8
1020,93.42948717948718,SF,GM,1,3,0.8
1050,93.2792467948718,SF,GM,1,3,0.8
1080,93.76001602564102,SF,GM,1,3,0.8
1110,94.23076923076923,SF,GM,1,3,0.8
1140,93.8301282051282,SF,GM,1,3,0.8
1170,94.0204326923077,SF,GM,1,3,0.8
1200,94.8417467948718,SF,GM,1,3,0.8
1230,94.78165064102564,SF,GM,1,3,0.8
1260,94.35096153846153,SF,GM,1,3,0.8
1290,94.8818108974359,SF,GM,1,3,0.8
1320,94.72155448717949,SF,GM,1,3,0.8
1350,94.85176282051282,SF,GM,1,3,0.8
1380,95.17227564102564,SF,GM,1,3,0.8
1410,94.77163461538461,SF,GM,1,3,0.8
1440,94.77163461538461,SF,GM,1,3,0.8
1470,95.18229166666667,SF,GM,1,3,0.8
1500,95.32251602564102,SF,GM,1,3,0.8
30,11.368189102564102,SF,GM,1,3,0.9
60,28.83613782051282,SF,GM,1,3,0.9
90,32.25160256410256,SF,GM,1,3,0.9
120,31.680689102564102,SF,GM,1,3,0.9
150,44.62139423076923,SF,GM,1,3,0.9
180,49.43910256410256,SF,GM,1,3,0.9
210,65.08413461538461,SF,GM,1,3,0.9
240,69.50120192307692,SF,GM,1,3,0.9
270,71.89503205128206,SF,GM,1,3,0.9
300,75.7411858974359,SF,GM,1,3,0.9
330,75.61097756410257,SF,GM,1,3,0.9
360,74.50921474358974,SF,GM,1,3,0.9
390,75.09014423076923,SF,GM,1,3,0.9
420,77.31370192307692,SF,GM,1,3,0.9
450,79.01642628205128,SF,GM,1,3,0.9
480,80.47876602564102,SF,GM,1,3,0.9
510,80.32852564102564,SF,GM,1,3,0.9
540,79.75761217948718,SF,GM,1,3,0.9
570,78.92628205128206,SF,GM,1,3,0.9
600,77.8145032051282,SF,GM,1,3,0.9
630,78.21514423076923,SF,GM,1,3,0.9
660,80.57892628205128,SF,GM,1,3,0.9
690,82.27163461538461,SF,GM,1,3,0.9
720,83.61378205128206,SF,GM,1,3,0.9
750,84.8457532051282,SF,GM,1,3,0.9
780,85.44671474358974,SF,GM,1,3,0.9
810,85.9375,SF,GM,1,3,0.9
840,86.38822115384616,SF,GM,1,3,0.9
870,86.49839743589743,SF,GM,1,3,0.9
900,87.64022435897436,SF,GM,1,3,0.9
930,89.74358974358974,SF,GM,1,3,0.9
960,90.55488782051282,SF,GM,1,3,0.9
990,90.33453525641026,SF,GM,1,3,0.9
1020,90.00400641025641,SF,GM,1,3,0.9
1050,89.75360576923077,SF,GM,1,3,0.9
1080,90.07411858974359,SF,GM,1,3,0.9
1110,89.56330128205128,SF,GM,1,3,0.9
1140,91.10576923076923,SF,GM,1,3,0.9
1170,93.09895833333333,SF,GM,1,3,0.9
1200,93.03886217948718,SF,GM,1,3,0.9
1230,93.30929487179488,SF,GM,1,3,0.9
1260,93.53966346153847,SF,GM,1,3,0.9
1290,93.05889423076923,SF,GM,1,3,0.9
1320,93.93028846153847,SF,GM,1,3,0.9
1350,94.5713141025641,SF,GM,1,3,0.9
1380,93.8301282051282,SF,GM,1,3,0.9
1410,94.05048076923077,SF,GM,1,3,0.9
1440,95.28245192307692,SF,GM,1,3,0.9
1470,95.67307692307692,SF,GM,1,3,0.9
1500,94.71153846153847,SF,GM,1,3,0.9
30,47.58613782051282,IPM,GM,1,3,0.1
60,72.90665064102564,IPM,GM,1,3,0.1
90,80.37860576923077,IPM,GM,1,3,0.1
120,84.60536858974359,IPM,GM,1,3,0.1
150,86.2880608974359,IPM,GM,1,3,0.1
180,87.82051282051282,IPM,GM,1,3,0.1
210,89.13261217948718,IPM,GM,1,3,0.1
240,89.8838141025641,IPM,GM,1,3,0.1
270,90.37459935897436,IPM,GM,1,3,0.1
300,90.85536858974359,IPM,GM,1,3,0.1
330,91.70673076923077,IPM,GM,1,3,0.1
360,92.21754807692308,IPM,GM,1,3,0.1
390,92.38782051282051,IPM,GM,1,3,0.1
420,92.81850961538461,IPM,GM,1,3,0.1
450,93.01883012820512,IPM,GM,1,3,0.1
480,93.42948717948718,IPM,GM,1,3,0.1
510,93.6698717948718,IPM,GM,1,3,0.1
540,93.88020833333333,IPM,GM,1,3,0.1
570,94.07051282051282,IPM,GM,1,3,0.1
600,94.12059294871794,IPM,GM,1,3,0.1
630,94.15064102564102,IPM,GM,1,3,0.1
660,94.32091346153847,IPM,GM,1,3,0.1
690,94.62139423076923,IPM,GM,1,3,0.1
720,94.70152243589743,IPM,GM,1,3,0.1
750,94.77163461538461,IPM,GM,1,3,0.1
780,94.77163461538461,IPM,GM,1,3,0.1
810,95.01201923076923,IPM,GM,1,3,0.1
840,95.1923076923077,IPM,GM,1,3,0.1
870,94.99198717948718,IPM,GM,1,3,0.1
900,95.22235576923077,IPM,GM,1,3,0.1
930,95.55288461538461,IPM,GM,1,3,0.1
960,95.72315705128206,IPM,GM,1,3,0.1
990,95.67307692307692,IPM,GM,1,3,0.1
1020,95.703125,IPM,GM,1,3,0.1
1050,95.80328525641026,IPM,GM,1,3,0.1
1080,95.77323717948718,IPM,GM,1,3,0.1
1110,95.6630608974359,IPM,GM,1,3,0.1
1140,95.95352564102564,IPM,GM,1,3,0.1
1170,95.95352564102564,IPM,GM,1,3,0.1
1200,96.04366987179488,IPM,GM,1,3,0.1
1230,96.15384615384616,IPM,GM,1,3,0.1
1260,96.23397435897436,IPM,GM,1,3,0.1
1290,96.32411858974359,IPM,GM,1,3,0.1
1320,96.34415064102564,IPM,GM,1,3,0.1
1350,96.39423076923077,IPM,GM,1,3,0.1
1380,96.42427884615384,IPM,GM,1,3,0.1
1410,96.67467948717949,IPM,GM,1,3,0.1
1440,96.59455128205128,IPM,GM,1,3,0.1
1470,96.62459935897436,IPM,GM,1,3,0.1
1500,96.5645032051282,IPM,GM,1,3,0.1
30,54.86778846153846,IPM,GM,1,3,0.2
60,72.58613782051282,IPM,GM,1,3,0.2
90,82.29166666666667,IPM,GM,1,3,0.2
120,83.21314102564102,IPM,GM,1,3,0.2
150,85.63701923076923,IPM,GM,1,3,0.2
180,87.0292467948718,IPM,GM,1,3,0.2
210,87.68028846153847,IPM,GM,1,3,0.2
240,88.77203525641026,IPM,GM,1,3,0.2
270,89.8838141025641,IPM,GM,1,3,0.2
300,90.12419871794872,IPM,GM,1,3,0.2
330,90.46474358974359,IPM,GM,1,3,0.2
360,91.12580128205128,IPM,GM,1,3,0.2
390,91.51642628205128,IPM,GM,1,3,0.2
420,91.99719551282051,IPM,GM,1,3,0.2
450,92.17748397435898,IPM,GM,1,3,0.2
480,92.58814102564102,IPM,GM,1,3,0.2
510,92.40785256410257,IPM,GM,1,3,0.2
540,93.10897435897436,IPM,GM,1,3,0.2
570,93.30929487179488,IPM,GM,1,3,0.2
600,93.6698717948718,IPM,GM,1,3,0.2
630,93.75,IPM,GM,1,3,0.2
660,93.88020833333333,IPM,GM,1,3,0.2
690,94.00040064102564,IPM,GM,1,3,0.2
720,94.16065705128206,IPM,GM,1,3,0.2
750,94.48116987179488,IPM,GM,1,3,0.2
780,94.62139423076923,IPM,GM,1,3,0.2
810,94.76161858974359,IPM,GM,1,3,0.2
840,95.10216346153847,IPM,GM,1,3,0.2
870,94.73157051282051,IPM,GM,1,3,0.2
900,95.17227564102564,IPM,GM,1,3,0.2
930,95.17227564102564,IPM,GM,1,3,0.2
960,95.38261217948718,IPM,GM,1,3,0.2
990,95.42267628205128,IPM,GM,1,3,0.2
1020,95.42267628205128,IPM,GM,1,3,0.2
1050,95.72315705128206,IPM,GM,1,3,0.2
1080,95.80328525641026,IPM,GM,1,3,0.2
1110,95.89342948717949,IPM,GM,1,3,0.2
1140,95.99358974358974,IPM,GM,1,3,0.2
1170,95.77323717948718,IPM,GM,1,3,0.2
1200,95.90344551282051,IPM,GM,1,3,0.2
1230,96.1338141025641,IPM,GM,1,3,0.2
1260,96.23397435897436,IPM,GM,1,3,0.2
1290,96.35416666666667,IPM,GM,1,3,0.2
1320,96.32411858974359,IPM,GM,1,3,0.2
1350,96.30408653846153,IPM,GM,1,3,0.2
1380,96.28405448717949,IPM,GM,1,3,0.2
1410,96.49439102564102,IPM,GM,1,3,0.2
1440,96.4443108974359,IPM,GM,1,3,0.2
1470,96.32411858974359,IPM,GM,1,3,0.2
1500,96.4443108974359,IPM,GM,1,3,0.2
30,62.44991987179487,IPM,GM,1,3,0.3
60,72.90665064102564,IPM,GM,1,3,0.3
90,79.07652243589743,IPM,GM,1,3,0.3
120,82.29166666666667,IPM,GM,1,3,0.3
150,83.96434294871794,IPM,GM,1,3,0.3
180,85.33653846153847,IPM,GM,1,3,0.3
210,86.12780448717949,IPM,GM,1,3,0.3
240,87.57011217948718,IPM,GM,1,3,0.3
270,87.73036858974359,IPM,GM,1,3,0.3
300,89.38301282051282,IPM,GM,1,3,0.3
330,90.00400641025641,IPM,GM,1,3,0.3
360,90.03405448717949,IPM,GM,1,3,0.3
390,90.8954326923077,IPM,GM,1,3,0.3
420,91.6766826923077,IPM,GM,1,3,0.3
450,91.65665064102564,IPM,GM,1,3,0.3
480,91.8770032051282,IPM,GM,1,3,0.3
510,92.50801282051282,IPM,GM,1,3,0.3
540,92.93870192307692,IPM,GM,1,3,0.3
570,93.03886217948718,IPM,GM,1,3,0.3
